batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
921,2400,1.08234,0.37544,0.70087,0.51789,2.64041,0.09031,1.00574,0.45794,0.65198,0.58293,2.68888,0.09039,1.04076,0.4408,0.66764,0.57209,2.65461,0.09048,0.99979,0.48907,0.6552,0.5982,2.63191,0.09515,1.02189,0.49754,0.66452,0.60973,2.66629,0.10013
922,2400,1.11389,0.3754,0.69148,0.51793,2.64144,0.09034,0.92748,0.45804,0.59352,0.58303,2.58598,0.09041,0.97915,0.44087,0.60999,0.57218,2.62702,0.09049,0.8748,0.48914,0.586,0.59828,2.59138,0.09517,0.88958,0.49763,0.57762,0.60981,2.61258,0.10018
923,2400,1.05902,0.37543,0.68608,0.51795,2.65155,0.09033,0.93028,0.45811,0.63819,0.5831,2.62295,0.09041,0.93462,0.44096,0.64614,0.57222,2.64307,0.09048,0.86546,0.48923,0.61987,0.59835,2.62766,0.09517,0.86125,0.49771,0.63364,0.60984,2.52433,0.10023
924,2400,1.09964,0.37544,0.70509,0.51793,2.63104,0.09032,0.95504,0.4582,0.70162,0.58305,2.67156,0.09042,0.96358,0.44104,0.70187,0.57219,2.66802,0.09047,0.91173,0.48931,0.7025,0.59831,2.6244,0.09518,0.93362,0.49775,0.71906,0.60978,2.66395,0.10024
925,2400,1.06555,0.37547,0.69871,0.51794,2.61219,0.09033,0.9513,0.45823,0.72414,0.58302,2.64416,0.09042,0.96886,0.44107,0.70467,0.57216,2.56985,0.09048,0.91544,0.48935,0.70415,0.59828,2.54743,0.09521,0.89416,0.49778,0.7194,0.60973,2.57834,0.10026
926,2400,1.06341,0.37553,0.70271,0.51794,2.61981,0.09033,0.99293,0.45826,0.64009,0.58307,2.63406,0.09043,0.97807,0.44113,0.67187,0.57218,2.63245,0.09049,0.9507,0.48937,0.59884,0.59837,2.62223,0.09522,0.91566,0.49782,0.61201,0.60979,2.66745,0.10024
927,2400,1.12196,0.37551,0.70713,0.51794,2.6346,0.09033,1.05681,0.45824,0.67276,0.58309,2.6652,0.0904,1.07884,0.4411,0.66976,0.57222,2.60737,0.0905,0.99773,0.48936,0.67504,0.59836,2.61865,0.09522,0.97307,0.49782,0.66901,0.60979,2.58998,0.10025
928,2400,1.11818,0.3755,0.69478,0.51796,2.63716,0.09033,0.97026,0.4583,0.6696,0.58309,2.62827,0.09041,1.01794,0.44114,0.68162,0.57222,2.64765,0.09049,0.92509,0.48942,0.66437,0.59835,2.66527,0.09521,0.88631,0.49789,0.68331,0.60976,2.63809,0.10024
929,2400,1.08024,0.37554,0.69993,0.51794,2.64155,0.09033,0.96503,0.45834,0.68447,0.58309,2.61805,0.09043,0.97788,0.4412,0.69529,0.57219,2.64686,0.09048,0.91188,0.48946,0.70962,0.59829,2.61444,0.09522,0.94234,0.4979,0.68442,0.60975,2.71468,0.10024
930,2400,1.09574,0.37554,0.70164,0.51793,2.63403,0.09036,0.9951,0.45835,0.64373,0.58311,2.56876,0.09045,1.04275,0.44118,0.66989,0.57221,2.61499,0.0905,0.95335,0.48947,0.62701,0.59832,2.62505,0.09523,0.97491,0.49787,0.62345,0.60978,2.55947,0.10028
931,2400,1.06116,0.3756,0.70837,0.51793,2.61119,0.09039,0.95122,0.45841,0.72149,0.58305,2.53986,0.09051,0.96666,0.44127,0.7154,0.57215,2.51122,0.09057,0.93534,0.48951,0.71548,0.59825,2.55052,0.09527,0.89803,0.49794,0.70866,0.60971,2.57242,0.10032
932,2400,1.06023,0.37566,0.69433,0.51795,2.62073,0.0904,0.99353,0.45842,0.62721,0.58314,2.61544,0.09051,0.99107,0.44129,0.60123,0.57228,2.62902,0.09057,0.95242,0.4895,0.61473,0.59833,2.63862,0.09528,0.93893,0.49795,0.61661,0.60976,2.59959,0.10033
933,2400,1.14453,0.37562,0.69048,0.51798,2.63152,0.09041,1.04254,0.45842,0.65195,0.58318,2.61275,0.09052,1.05033,0.44129,0.65311,0.57231,2.62119,0.09059,0.99878,0.48949,0.63995,0.59835,2.63302,0.09528,1.02779,0.49791,0.63681,0.60978,2.67112,0.10032
934,2400,1.045,0.37567,0.70767,0.51796,2.64997,0.0904,0.93663,0.45846,0.67342,0.58318,2.6505,0.09051,0.96208,0.44134,0.6795,0.57231,2.65561,0.09059,0.9101,0.48952,0.65889,0.59835,2.63013,0.09528,0.93191,0.4979,0.66636,0.60977,2.68168,0.1003
935,2400,1.12123,0.37564,0.70858,0.51793,2.61773,0.09043,0.87686,0.45859,0.67877,0.58318,2.58637,0.09053,0.91744,0.44146,0.6892,0.57231,2.5827,0.09061,0.78972,0.48966,0.66566,0.59834,2.57307,0.0953,0.78853,0.49803,0.66186,0.60977,2.58311,0.10032
936,2400,1.09656,0.37565,0.69427,0.51796,2.67753,0.09042,0.9284,0.45864,0.59634,0.58329,2.63941,0.09052,0.95391,0.44152,0.60545,0.57242,2.65049,0.0906,0.87829,0.48971,0.56056,0.59846,2.64679,0.0953,0.87452,0.49811,0.5412,0.6099,2.61797,0.1003
937,2400,1.08505,0.37566,0.69525,0.51799,2.65182,0.09043,0.91836,0.45872,0.6776,0.58328,2.61055,0.09053,0.926,0.44161,0.6744,0.57243,2.63418,0.09059,0.85931,0.48983,0.66972,0.59846,2.625,0.0953,0.84349,0.49822,0.67593,0.60988,2.69967,0.10029
938,2400,1.07983,0.37569,0.70269,0.51799,2.62876,0.09043,0.91994,0.45884,0.64768,0.58332,2.60423,0.09054,0.94431,0.4417,0.65914,0.57245,2.63287,0.09061,0.86423,0.48995,0.62862,0.5985,2.61245,0.09531,0.84428,0.49837,0.63621,0.60991,2.6547,0.10029
939,2400,1.09227,0.37572,0.69065,0.51802,2.61882,0.09043,1.03842,0.45883,0.66914,0.58333,2.61257,0.09054,1.02749,0.44172,0.6706,0.57247,2.64772,0.0906,1.04952,0.48992,0.69641,0.59846,2.64227,0.0953,1.01134,0.49837,0.68892,0.60988,2.59221,0.10031
940,2400,1.05237,0.37577,0.69245,0.51804,2.65137,0.09043,0.95758,0.45888,0.62655,0.58339,2.59907,0.09057,0.96274,0.44178,0.64195,0.57252,2.58217,0.09061,0.90733,0.48997,0.58983,0.59857,2.60075,0.09532,0.90462,0.49839,0.58388,0.60998,2.56402,0.10035
941,2400,1.06235,0.37579,0.68957,0.51808,2.62568,0.09043,0.91537,0.45898,0.59968,0.5835,2.54452,0.09061,0.94664,0.44186,0.62341,0.5726,2.58308,0.09064,0.86528,0.49006,0.59408,0.59865,2.56133,0.09537,0.8979,0.49844,0.5922,0.61006,2.5496,0.1004
942,2400,1.10165,0.3758,0.70055,0.51808,2.62172,0.09043,1.02405,0.45901,0.67806,0.5835,2.64409,0.0906,1.03029,0.44188,0.68389,0.5726,2.63142,0.09064,1.02549,0.49008,0.65064,0.59866,2.58147,0.09537,1.03029,0.4984,0.65722,0.61006,2.60704,0.10042
943,2400,1.07663,0.37581,0.70024,0.51807,2.66995,0.09041,0.93044,0.4591,0.7138,0.58346,2.61085,0.0906,0.98178,0.44193,0.70449,0.57259,2.62094,0.09066,0.89361,0.49015,0.70368,0.59863,2.62026,0.09538,0.92736,0.49848,0.69622,0.61002,2.5727,0.10045
944,2400,1.0598,0.37587,0.68851,0.5181,2.6243,0.09042,0.88678,0.4592,0.5765,0.5836,2.54392,0.09064,0.90773,0.44203,0.60556,0.5727,2.53925,0.0907,0.84466,0.49022,0.54669,0.59877,2.56764,0.09541,0.8745,0.49853,0.55679,0.61014,2.59249,0.10048
945,2400,1.10739,0.37587,0.70431,0.5181,2.61805,0.09043,0.98743,0.45923,0.685,0.5836,2.61549,0.09065,1.04401,0.44204,0.69645,0.57269,2.61305,0.0907,0.92365,0.49027,0.66852,0.59878,2.64427,0.0954,0.91711,0.49857,0.66731,0.61013,2.58862,0.10049
946,2400,1.09593,0.3759,0.70214,0.51809,2.63909,0.09044,0.94261,0.4593,0.70634,0.58359,2.60701,0.09066,1.01349,0.44208,0.69328,0.57267,2.59344,0.09073,0.86407,0.49035,0.69168,0.59878,2.60335,0.0954,0.88056,0.49864,0.65642,0.61013,2.57833,0.1005
947,2400,1.12061,0.37592,0.69224,0.51811,2.63856,0.09044,0.94074,0.45937,0.63286,0.58364,2.63723,0.09065,0.95298,0.44217,0.64365,0.57274,2.59929,0.09074,0.89733,0.49041,0.60201,0.59888,2.59895,0.09542,0.88313,0.49871,0.60199,0.6102,2.59709,0.10051
948,2400,1.17104,0.37585,0.70312,0.5181,2.64978,0.09043,1.00166,0.4594,0.64325,0.58368,2.60384,0.09065,1.07029,0.44216,0.65276,0.57279,2.62996,0.09074,0.95324,0.49044,0.60828,0.59894,2.64676,0.09542,0.93613,0.49875,0.60142,0.61027,2.62968,0.1005
949,2400,1.10172,0.3759,0.69878,0.5181,2.6178,0.09045,0.95777,0.45944,0.63868,0.58374,2.58499,0.09067,0.98421,0.4422,0.64066,0.57284,2.56147,0.09078,0.96948,0.49043,0.62919,0.59899,2.59822,0.09544,0.93297,0.49875,0.62186,0.61031,2.66157,0.10051
950,2400,1.08612,0.37594,0.69728,0.51812,2.60696,0.09049,1.02061,0.45944,0.68458,0.58371,2.61343,0.09068,1.01293,0.44221,0.69776,0.57281,2.57974,0.09079,0.98021,0.49044,0.6606,0.59898,2.57039,0.09546,0.9956,0.49874,0.68545,0.61024,2.50141,0.10056
951,2400,1.076,0.37597,0.70082,0.51813,2.63449,0.0905,0.97272,0.45947,0.69234,0.58372,2.55226,0.09071,0.96525,0.44224,0.67882,0.57281,2.57204,0.09082,0.92117,0.49045,0.69798,0.59893,2.5861,0.09548,0.92738,0.49875,0.69022,0.61021,2.59346,0.10058
952,2400,1.07067,0.376,0.69518,0.51816,2.64604,0.0905,0.88471,0.45957,0.63903,0.58376,2.55727,0.09074,0.91134,0.44234,0.66542,0.57283,2.60778,0.09082,0.84091,0.49055,0.65269,0.59893,2.6076,0.09549,0.83774,0.49885,0.66131,0.61022,2.54937,0.10061
953,2400,1.08443,0.37605,0.69803,0.51815,2.6195,0.09051,0.98222,0.45958,0.67422,0.58377,2.63767,0.09075,1.00752,0.44236,0.66722,0.57285,2.62425,0.09084,0.95415,0.49057,0.6523,0.59895,2.62306,0.0955,0.94907,0.49885,0.63416,0.61025,2.58312,0.10062
954,2400,1.10768,0.37604,0.68868,0.51819,2.66982,0.09049,0.97439,0.45963,0.64861,0.58378,2.68411,0.09074,0.99291,0.44242,0.64387,0.57289,2.64472,0.09082,0.98963,0.49059,0.63307,0.59896,2.57255,0.09551,0.95572,0.49888,0.62919,0.61027,2.63832,0.10062
955,2400,1.11654,0.37604,0.69794,0.5182,2.64934,0.09048,1.0078,0.45967,0.68273,0.58378,2.6082,0.09074,1.07045,0.4424,0.6857,0.57289,2.63325,0.09082,0.97468,0.4906,0.6813,0.59895,2.64791,0.09551,0.93993,0.49888,0.66622,0.61026,2.63283,0.10062
956,2400,1.09583,0.37601,0.70747,0.51815,2.59879,0.09048,0.87326,0.4598,0.68772,0.58377,2.5889,0.09076,0.91165,0.44252,0.6844,0.57287,2.61169,0.09082,0.82998,0.4907,0.68074,0.59893,2.58508,0.09553,0.81327,0.499,0.66462,0.61026,2.61032,0.10063
957,2400,1.10311,0.376,0.70362,0.51814,2.62643,0.09046,0.9697,0.45985,0.70916,0.58374,2.63582,0.09076,1.01567,0.44253,0.72127,0.57282,2.63647,0.09082,0.9235,0.49076,0.68668,0.5989,2.64516,0.09554,0.92691,0.49904,0.68028,0.61024,2.67245,0.1006
958,2400,1.09301,0.37601,0.69494,0.51815,2.6167,0.09048,0.95743,0.45989,0.64199,0.5838,2.56099,0.09078,0.95989,0.44258,0.64874,0.5729,2.54557,0.09085,0.92209,0.49077,0.61893,0.59898,2.57221,0.09557,0.92684,0.49905,0.59864,0.61034,2.56557,0.10063
959,2400,1.16268,0.37599,0.70706,0.51814,2.616,0.09051,1.00291,0.45996,0.69197,0.58379,2.58656,0.0908,1.02908,0.44263,0.7003,0.57287,2.62161,0.09086,0.91138,0.49085,0.68216,0.59896,2.59588,0.09559,0.91094,0.49913,0.68741,0.61031,2.5593,0.10066
960,2400,1.09795,0.37602,0.70519,0.51813,2.65293,0.0905,0.98399,0.46003,0.61659,0.58388,2.6336,0.0908,1.01964,0.44268,0.62673,0.57296,2.63235,0.09086,0.98498,0.4909,0.57988,0.59906,2.60535,0.0956,0.95741,0.49918,0.58032,0.6104,2.57958,0.10068
961,2400,1.08661,0.37604,0.69364,0.51814,2.61433,0.0905,0.96152,0.46009,0.64837,0.58391,2.56492,0.09082,0.96738,0.44273,0.66584,0.57298,2.54814,0.09089,0.90233,0.49097,0.65214,0.59907,2.54099,0.09563,0.90999,0.49921,0.66182,0.61038,2.55308,0.10071
962,2400,1.09951,0.37604,0.68658,0.51817,2.64121,0.0905,1.03799,0.46009,0.61577,0.58398,2.58075,0.09085,1.05279,0.44272,0.61171,0.57309,2.61424,0.09091,0.98711,0.49098,0.59272,0.59915,2.54542,0.09566,0.95913,0.49924,0.59544,0.61046,2.54248,0.10075
963,2400,1.08106,0.37606,0.69844,0.51817,2.64756,0.09051,0.97902,0.46011,0.65138,0.584,2.58439,0.09087,1.01058,0.44274,0.64678,0.57313,2.57118,0.09093,0.92032,0.49102,0.64385,0.59917,2.56805,0.0957,0.89199,0.4993,0.6369,0.61048,2.58877,0.10075
964,2400,1.06279,0.37612,0.68769,0.51821,2.63601,0.09052,0.91367,0.46019,0.61617,0.58407,2.59437,0.09087,0.92432,0.44282,0.61126,0.57322,2.59349,0.09095,0.8367,0.49112,0.57683,0.59926,2.65267,0.0957,0.83925,0.49937,0.58195,0.61055,2.62855,0.10077
965,2400,1.08462,0.37616,0.70276,0.5182,2.59312,0.09054,0.90431,0.46029,0.64331,0.58411,2.52878,0.0909,0.97034,0.44289,0.66614,0.57325,2.54848,0.09097,0.84666,0.49122,0.62551,0.59932,2.52133,0.09575,0.85131,0.49945,0.6088,0.61062,2.47654,0.10083
966,2400,1.0932,0.37612,0.68662,0.51824,2.63026,0.09054,0.91118,0.46038,0.63238,0.58417,2.62189,0.09091,0.94116,0.44298,0.64986,0.57328,2.62923,0.09097,0.83096,0.49134,0.60763,0.59937,2.64642,0.09575,0.86271,0.49954,0.59429,0.61068,2.68045,0.10082
967,2400,1.09644,0.37612,0.69877,0.51823,2.67567,0.09053,1.03304,0.46037,0.67884,0.58417,2.68036,0.09091,1.06205,0.44295,0.66657,0.5733,2.66037,0.09096,0.98906,0.49133,0.69834,0.59932,2.64343,0.09575,0.99831,0.49952,0.71125,0.6106,2.65412,0.10082
968,2400,1.09691,0.37614,0.7024,0.51822,2.61489,0.09053,1.0019,0.46042,0.63404,0.58423,2.58245,0.09092,1.02055,0.44299,0.64517,0.57335,2.56445,0.09098,0.95177,0.49138,0.60536,0.5994,2.60577,0.09577,0.92889,0.49958,0.62309,0.61065,2.60823,0.10083
969,2400,1.11777,0.37612,0.69005,0.51824,2.63782,0.09055,0.95508,0.46048,0.64886,0.58426,2.57296,0.09095,0.95935,0.44306,0.6432,0.57341,2.60881,0.091,0.9104,0.49143,0.64234,0.59944,2.61539,0.09579,0.8885,0.49963,0.63421,0.61068,2.56292,0.10086
970,2400,1.09754,0.3761,0.68748,0.51829,2.60888,0.09057,0.98193,0.46054,0.6258,0.58433,2.59089,0.09097,1.01014,0.44312,0.63215,0.57347,2.58847,0.09101,0.94974,0.49148,0.62903,0.59947,2.55951,0.09581,0.91168,0.49971,0.6235,0.61071,2.57985,0.10088
971,2400,1.05916,0.37614,0.6921,0.51831,2.64671,0.09057,0.9695,0.46061,0.64254,0.58437,2.64089,0.09098,1.02605,0.44313,0.64804,0.57352,2.62771,0.09102,0.94303,0.49157,0.62515,0.59953,2.64709,0.0958,0.94141,0.49976,0.6352,0.61073,2.61895,0.10088
972,2400,1.13775,0.37611,0.6974,0.51832,2.6049,0.0906,0.96918,0.46064,0.67588,0.58438,2.59072,0.09099,1.00234,0.44317,0.68257,0.57352,2.57554,0.09106,0.87962,0.49164,0.65137,0.59953,2.56333,0.09583,0.87949,0.49982,0.66506,0.61072,2.56391,0.10091
973,2400,1.07246,0.37616,0.70932,0.5183,2.64976,0.09058,0.99778,0.46066,0.71504,0.58432,2.62394,0.09099,1.0096,0.44319,0.70085,0.57351,2.60819,0.09105,0.95035,0.49169,0.70802,0.59948,2.64971,0.09583,0.93986,0.49985,0.7175,0.61067,2.63851,0.10091
974,2400,1.06449,0.3762,0.6963,0.51832,2.59958,0.09062,0.97791,0.46069,0.66588,0.58432,2.55868,0.09102,0.9769,0.44322,0.64139,0.57357,2.57876,0.09108,0.9447,0.49171,0.62487,0.59951,2.54322,0.09586,0.92342,0.49988,0.62643,0.61069,2.58571,0.10093
975,2400,1.1053,0.37621,0.6886,0.51834,2.61849,0.09064,0.92527,0.46077,0.62008,0.58438,2.59746,0.09105,0.96562,0.44328,0.64236,0.57361,2.57994,0.0911,0.85006,0.49183,0.60126,0.59959,2.52807,0.09591,0.86617,0.49996,0.58208,0.61077,2.53717,0.10098
976,2400,1.09196,0.37622,0.7037,0.51833,2.6243,0.09064,0.92718,0.46088,0.68536,0.58436,2.58192,0.09106,0.95248,0.44339,0.69357,0.57358,2.59496,0.0911,0.80462,0.49198,0.70279,0.59954,2.57552,0.09592,0.8164,0.5001,0.70521,0.6107,2.57499,0.101
977,2400,1.0835,0.37625,0.70185,0.51834,2.63744,0.09063,0.91712,0.46096,0.66406,0.58436,2.60528,0.09108,0.95186,0.44344,0.68221,0.57356,2.60571,0.09111,0.8405,0.4921,0.67334,0.59953,2.56228,0.09595,0.86185,0.50018,0.67018,0.61069,2.58927,0.10101
978,2400,1.10352,0.37625,0.69228,0.51837,2.62477,0.09063,0.97108,0.461,0.61103,0.58445,2.59541,0.09109,0.99999,0.44347,0.60803,0.57368,2.60322,0.09112,0.89239,0.49219,0.58394,0.59965,2.59094,0.09597,0.87964,0.50027,0.59451,0.61078,2.60754,0.10101
979,2400,1.0985,0.37625,0.68565,0.51841,2.62061,0.09063,0.99261,0.46101,0.60932,0.58454,2.61468,0.09111,0.99875,0.44353,0.61808,0.57378,2.59148,0.09113,0.96045,0.4922,0.59322,0.59975,2.64024,0.09597,0.94889,0.5003,0.61651,0.61083,2.58691,0.10103
980,2400,1.10427,0.37626,0.69641,0.51841,2.58819,0.09065,0.85458,0.46115,0.62518,0.58461,2.63701,0.09111,0.89689,0.44366,0.62957,0.57385,2.59738,0.09115,0.80987,0.49232,0.60776,0.59981,2.59235,0.09598,0.8123,0.50042,0.60675,0.61088,2.57169,0.10104
981,2400,1.10704,0.37623,0.69138,0.51843,2.63695,0.09067,0.9993,0.46117,0.64593,0.58465,2.65302,0.09111,1.03589,0.44365,0.65018,0.57391,2.62448,0.09116,0.97246,0.49236,0.64776,0.5998,2.5952,0.09598,0.98069,0.50044,0.64283,0.61088,2.70578,0.10102
982,2400,1.06313,0.37628,0.70167,0.51843,2.64293,0.09065,0.97119,0.46122,0.69829,0.58464,2.60377,0.09111,1.00267,0.44366,0.69328,0.57391,2.6232,0.09116,0.92458,0.49242,0.67574,0.59982,2.66099,0.09597,0.94144,0.50048,0.67823,0.61088,2.68184,0.10101
983,2400,1.12084,0.37625,0.69462,0.51844,2.59064,0.09067,1.03281,0.46123,0.64772,0.58468,2.60104,0.09111,1.03471,0.44369,0.64461,0.57397,2.5658,0.0912,0.98688,0.49245,0.63406,0.59986,2.53457,0.09601,1.00742,0.50049,0.62545,0.61093,2.57391,0.10102
984,2400,1.09756,0.37625,0.70427,0.51841,2.64231,0.09068,0.96432,0.46128,0.66675,0.58472,2.67768,0.09109,0.98346,0.44372,0.66196,0.57401,2.60513,0.0912,0.917,0.49249,0.63687,0.59991,2.61404,0.09601,0.90152,0.50052,0.65897,0.61094,2.66954,0.10102
985,2400,1.10423,0.37626,0.69587,0.51843,2.63783,0.0907,0.97324,0.46132,0.63013,0.58477,2.60275,0.0911,0.98075,0.44377,0.64497,0.57406,2.57749,0.09122,0.9218,0.49252,0.63156,0.59995,2.59163,0.09602,0.92246,0.50054,0.61126,0.611,2.54552,0.10104
986,2400,1.10776,0.37627,0.69965,0.51842,2.67234,0.09069,1.04498,0.46131,0.65669,0.58479,2.63934,0.0911,1.09553,0.44375,0.66678,0.57409,2.60825,0.09123,1.0125,0.4925,0.63746,0.59999,2.66355,0.09601,1.04009,0.50052,0.63943,0.61103,2.70603,0.10101
987,2400,1.0718,0.37631,0.69773,0.51844,2.65363,0.09071,0.99413,0.46135,0.66275,0.58482,2.50872,0.09116,0.99041,0.44381,0.67817,0.57408,2.55347,0.09127,0.92875,0.49253,0.63655,0.60002,2.5369,0.09605,0.91925,0.50058,0.63413,0.61105,2.50602,0.10106
988,2400,1.07906,0.37632,0.69155,0.51844,2.60033,0.09073,1.03256,0.46134,0.67641,0.58483,2.59889,0.09117,1.04112,0.4438,0.6741,0.5741,2.63191,0.09128,1.03537,0.49248,0.65536,0.60006,2.5579,0.09608,1.028,0.50056,0.65727,0.61108,2.58641,0.10108
989,2400,1.0862,0.37632,0.69931,0.51844,2.63799,0.09074,0.99377,0.46135,0.68548,0.58482,2.57695,0.09119,1.00379,0.44383,0.68646,0.57409,2.60241,0.0913,0.95282,0.4925,0.68958,0.60004,2.63128,0.09609,0.97759,0.50053,0.68211,0.61104,2.62584,0.10109
990,2400,1.07155,0.37632,0.70404,0.51845,2.60703,0.09076,0.91426,0.46141,0.6764,0.58484,2.56275,0.09123,0.94761,0.44388,0.68912,0.57411,2.56455,0.09132,0.86371,0.49256,0.67177,0.60003,2.53553,0.09612,0.84821,0.5006,0.66499,0.61108,2.54857,0.10114
991,2400,1.09942,0.37634,0.70173,0.51843,2.63038,0.09074,1.01373,0.46143,0.72121,0.58479,2.67018,0.09121,1.02661,0.44388,0.72476,0.57407,2.65502,0.0913,0.95902,0.49258,0.70789,0.60001,2.61944,0.09611,0.95927,0.50062,0.68431,0.61108,2.65814,0.10113
992,2400,1.09157,0.37634,0.6881,0.51847,2.64656,0.09073,0.97575,0.46145,0.69137,0.58477,2.62924,0.09121,0.97083,0.44393,0.67972,0.57407,2.63577,0.0913,0.91266,0.49263,0.70798,0.59999,2.57093,0.09613,0.91147,0.50066,0.70297,0.61105,2.55045,0.10116
993,2400,1.07182,0.37638,0.69369,0.5185,2.63083,0.09072,0.93035,0.46154,0.64416,0.58481,2.61849,0.09121,0.98323,0.44397,0.64382,0.57412,2.621,0.0913,0.86397,0.49271,0.64468,0.60001,2.63841,0.09613,0.89159,0.50073,0.63914,0.61105,2.62567,0.10117
994,2400,1.14486,0.37635,0.7024,0.51851,2.60115,0.09074,1.01774,0.46157,0.70507,0.58476,2.62763,0.09121,1.02439,0.44402,0.70704,0.57408,2.60651,0.09131,0.95193,0.49277,0.72864,0.59992,2.62933,0.09614,0.97834,0.50079,0.71788,0.61097,2.63072,0.10117
995,2400,1.0824,0.37636,0.68388,0.51855,2.59509,0.09077,0.91737,0.46165,0.61522,0.58483,2.5223,0.09125,0.98346,0.44407,0.61516,0.57417,2.54737,0.09134,0.85388,0.49287,0.57389,0.60003,2.53328,0.09616,0.81815,0.5009,0.56864,0.61107,2.50699,0.10123
996,2400,1.06813,0.37642,0.69331,0.51856,2.61268,0.09079,0.99244,0.46165,0.63325,0.58489,2.56813,0.09127,1.03145,0.44406,0.63775,0.57424,2.57643,0.09135,0.97201,0.49285,0.5944,0.6001,2.56444,0.09617,0.94718,0.5009,0.602,0.61113,2.56639,0.10125
997,2400,1.09419,0.37644,0.7038,0.51858,2.61572,0.0908,0.9345,0.46172,0.71265,0.58485,2.58288,0.0913,0.97005,0.44411,0.68955,0.57423,2.58785,0.09136,0.85974,0.49293,0.7022,0.60007,2.56442,0.09619,0.88305,0.50094,0.70317,0.61108,2.59016,0.10126
998,2400,1.12597,0.37643,0.70205,0.51858,2.6209,0.0908,1.01344,0.46171,0.68493,0.58483,2.60135,0.09131,1.01992,0.44411,0.6834,0.57423,2.60648,0.09137,0.9756,0.49294,0.65438,0.60008,2.54497,0.09621,0.97267,0.50093,0.65644,0.61109,2.58972,0.10127
999,2400,1.1222,0.37641,0.69625,0.51858,2.67882,0.09079,0.97846,0.46177,0.68154,0.58482,2.64893,0.09131,0.99724,0.44416,0.68806,0.57423,2.61024,0.09138,0.90757,0.49303,0.67482,0.60006,2.63022,0.09622,0.92625,0.50099,0.68017,0.61106,2.66801,0.10127
1000,2400,1.06627,0.37649,0.69648,0.5186,2.61873,0.09078,0.96505,0.46181,0.65891,0.58484,2.62597,0.0913,0.96763,0.44421,0.66061,0.57426,2.60498,0.09138,0.88844,0.49309,0.63289,0.60012,2.59642,0.09622,0.90127,0.50102,0.63668,0.6111,2.63571,0.10125
1001,2400,1.09905,0.37651,0.69183,0.51861,2.60687,0.0908,0.99668,0.46182,0.60713,0.58494,2.61705,0.0913,1.0048,0.44423,0.62785,0.57434,2.60414,0.09139,0.95381,0.49309,0.60741,0.6002,2.6168,0.09623,0.93242,0.501,0.60182,0.61118,2.62943,0.10126
1002,2400,1.0809,0.37653,0.69895,0.51862,2.63357,0.09078,0.95997,0.46184,0.61997,0.58502,2.62472,0.0913,0.94934,0.44428,0.64341,0.57438,2.59556,0.09139,0.90727,0.49311,0.61508,0.60025,2.65969,0.09622,0.91867,0.50102,0.61,0.61123,2.58535,0.10127
1003,2400,1.12536,0.3765,0.70085,0.51862,2.62671,0.09077,1.06884,0.46186,0.65086,0.58504,2.58432,0.0913,1.04467,0.44431,0.66601,0.57439,2.61882,0.09139,0.97245,0.49317,0.63998,0.60028,2.60365,0.09622,0.98442,0.50106,0.62375,0.61125,2.61041,0.10128
1004,2400,1.15,0.37644,0.69694,0.51861,2.61728,0.09078,0.98061,0.46192,0.64651,0.58509,2.54655,0.09133,0.96442,0.44439,0.64896,0.57444,2.58645,0.0914,0.93315,0.49322,0.59841,0.60037,2.56907,0.09623,0.887,0.50113,0.6035,0.61132,2.57294,0.10129
1005,2400,1.10118,0.37643,0.69721,0.51862,2.6231,0.09078,0.92507,0.46201,0.63172,0.58514,2.55894,0.09136,0.96207,0.44445,0.64114,0.57448,2.5421,0.09144,0.88376,0.4933,0.61272,0.60042,2.59559,0.09625,0.87094,0.50122,0.6085,0.61137,2.50308,0.10133
1006,2400,1.08165,0.37644,0.68295,0.51867,2.6296,0.09078,0.898,0.46213,0.60344,0.58524,2.59724,0.09137,0.91431,0.44457,0.60854,0.57458,2.56796,0.09146,0.84002,0.49341,0.5648,0.60054,2.59146,0.09627,0.86884,0.50133,0.56679,0.61146,2.62433,0.10134
1007,2400,1.10207,0.37644,0.70106,0.51866,2.62693,0.09079,0.98218,0.46217,0.64776,0.58526,2.59336,0.09139,0.97841,0.44463,0.65475,0.57463,2.60989,0.09147,0.97084,0.49343,0.65154,0.60056,2.6022,0.09627,0.93589,0.50138,0.65041,0.61148,2.59929,0.10134
1008,2400,1.07639,0.37648,0.69319,0.51867,2.63504,0.0908,0.95204,0.46222,0.67684,0.58528,2.59984,0.0914,0.98941,0.44467,0.68886,0.57462,2.58739,0.09148,0.93459,0.49344,0.66318,0.60057,2.61573,0.09627,0.90227,0.50141,0.66809,0.61149,2.58144,0.10136
