batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
534,2400,1.09343,0.36524,0.72029,0.51483,2.69315,0.08836,0.95988,0.43242,0.67415,0.56323,2.73617,0.08645,1.0144,0.4176,0.68651,0.55402,2.75921,0.08689,0.93884,0.46348,0.68071,0.57663,2.72765,0.09079,0.91397,0.47489,0.67544,0.59387,2.75286,0.09558
535,2400,1.15869,0.36518,0.72092,0.51478,2.74615,0.08835,1.0225,0.43252,0.67479,0.56329,2.74369,0.08646,1.06142,0.41768,0.6868,0.55406,2.7694,0.08687,0.95664,0.46358,0.67441,0.57672,2.7763,0.09076,0.93146,0.47505,0.63023,0.59396,2.68939,0.09559
536,2400,1.16364,0.36517,0.71376,0.51476,2.70233,0.08834,1.09753,0.43251,0.66417,0.56338,2.72688,0.08645,1.15003,0.41762,0.67755,0.55412,2.72471,0.08686,1.08556,0.46356,0.66322,0.57679,2.66661,0.09078,1.07898,0.47503,0.64327,0.59404,2.76332,0.09556
537,2400,1.12397,0.36523,0.72716,0.51476,2.72867,0.08833,0.99721,0.43261,0.72192,0.56332,2.68208,0.08648,0.99778,0.41777,0.70529,0.55412,2.71908,0.08685,0.92738,0.46371,0.69084,0.57677,2.78115,0.0908,0.92464,0.47516,0.74148,0.59396,2.78578,0.09555
538,2400,1.13809,0.36526,0.70902,0.51483,2.6914,0.08836,0.98118,0.43274,0.62408,0.56348,2.65965,0.08653,1.01221,0.41787,0.64223,0.55425,2.67232,0.08688,0.94139,0.46385,0.59001,0.57698,2.69265,0.09084,0.95408,0.47528,0.5967,0.59414,2.75109,0.09555
539,2400,1.11197,0.36536,0.72656,0.51481,2.68729,0.08839,1.012,0.43279,0.72066,0.56346,2.66097,0.08656,1.02106,0.41793,0.71817,0.55423,2.69903,0.0869,0.98049,0.46389,0.68041,0.57699,2.64789,0.09091,0.96878,0.47528,0.70087,0.59415,2.74053,0.09556
540,2400,1.12316,0.36541,0.71716,0.51481,2.7434,0.08835,1.02359,0.43289,0.64381,0.56358,2.74715,0.08652,1.03508,0.418,0.65708,0.55432,2.76655,0.08688,0.98669,0.46391,0.63413,0.57712,2.69018,0.09094,0.96294,0.47538,0.61865,0.59423,2.693,0.09558
541,2400,1.12173,0.36546,0.70887,0.51481,2.6823,0.08838,0.97842,0.43301,0.68368,0.56358,2.69221,0.08654,0.99525,0.41811,0.68951,0.55435,2.73927,0.0869,0.92561,0.46406,0.67708,0.57714,2.7368,0.09094,0.90981,0.47555,0.69327,0.59422,2.64948,0.09558
542,2400,1.12922,0.36554,0.70949,0.51479,2.68219,0.08838,0.99198,0.43315,0.63016,0.56378,2.7356,0.08654,0.98912,0.41828,0.66131,0.55447,2.7339,0.08689,0.92405,0.46423,0.61195,0.57733,2.72437,0.09093,0.91605,0.4757,0.60661,0.59442,2.70237,0.09559
543,2400,1.13882,0.36553,0.73499,0.51477,2.70854,0.08838,0.98431,0.43328,0.72579,0.56373,2.69654,0.08656,0.99477,0.41841,0.75634,0.55437,2.72427,0.0869,0.93252,0.46435,0.75992,0.57723,2.73574,0.09094,0.95998,0.4758,0.77425,0.59431,2.79887,0.09561
544,2400,1.08101,0.3656,0.7217,0.51478,2.70756,0.0884,0.99545,0.43336,0.67521,0.56378,2.6945,0.08658,1.02502,0.41844,0.67576,0.55443,2.68642,0.08692,0.95012,0.46445,0.65807,0.57729,2.67563,0.09097,0.94229,0.4759,0.65284,0.59436,2.69314,0.09565
545,2400,1.17593,0.36557,0.71344,0.5148,2.72658,0.08838,1.07004,0.43337,0.63469,0.56394,2.71117,0.08657,1.0937,0.41844,0.62992,0.55462,2.7412,0.08691,1.04521,0.46443,0.57426,0.57751,2.76792,0.09097,1.04084,0.47589,0.59536,0.59455,2.78277,0.09562
546,2400,1.1563,0.36554,0.72415,0.51475,2.7078,0.08839,0.9833,0.43349,0.69411,0.56395,2.69164,0.08657,1.01252,0.41858,0.68736,0.55466,2.68756,0.08694,0.93867,0.46456,0.69631,0.5775,2.7281,0.09097,0.93568,0.47602,0.69417,0.59453,2.62506,0.09566
547,2400,1.11345,0.36557,0.70383,0.5148,2.71436,0.0884,1.06933,0.43349,0.66367,0.56402,2.71407,0.08656,1.09587,0.41852,0.66513,0.55474,2.7322,0.08692,1.0659,0.46455,0.6432,0.57759,2.72913,0.09098,1.07231,0.47598,0.6452,0.59464,2.64429,0.09571
548,2400,1.18007,0.36552,0.72012,0.51476,2.71635,0.08839,1.10622,0.43345,0.70984,0.56397,2.71156,0.08658,1.09606,0.41853,0.69974,0.55473,2.68322,0.08695,1.10083,0.46448,0.68964,0.5776,2.68873,0.091,1.09562,0.47591,0.67241,0.59466,2.7181,0.09571
549,2400,1.14585,0.36552,0.70961,0.51478,2.7216,0.08839,0.99169,0.43357,0.67887,0.56401,2.73861,0.08658,1.01253,0.41863,0.65942,0.55482,2.6822,0.08697,0.97082,0.46457,0.64692,0.57769,2.70407,0.09101,0.97318,0.47599,0.64027,0.5947,2.77788,0.09567
550,2400,1.14024,0.36556,0.71362,0.51482,2.66716,0.08845,1.05779,0.43363,0.65053,0.5641,2.69929,0.0866,1.07346,0.41869,0.65381,0.55492,2.68275,0.087,1.08382,0.46461,0.6303,0.5778,2.6649,0.09106,1.00259,0.47609,0.6121,0.59482,2.64451,0.09571
551,2400,1.11742,0.36565,0.70433,0.51483,2.7097,0.08848,0.99272,0.43374,0.67388,0.56418,2.67604,0.08663,1.02437,0.41875,0.68784,0.55496,2.66357,0.08704,0.94903,0.46473,0.68813,0.57785,2.71704,0.09107,0.97208,0.47618,0.67387,0.59487,2.65879,0.09576
552,2400,1.12787,0.36563,0.71654,0.51486,2.73471,0.08844,1.00961,0.43383,0.65799,0.56427,2.75427,0.08662,1.04341,0.41879,0.67863,0.55501,2.72502,0.08704,0.97993,0.46482,0.67404,0.57788,2.77443,0.09106,0.97462,0.47624,0.67329,0.59488,2.78659,0.09573
553,2400,1.15126,0.3656,0.70291,0.51489,2.76261,0.08842,0.98554,0.43397,0.64612,0.56438,2.7218,0.08662,1.01919,0.41891,0.66804,0.55508,2.7626,0.08702,0.9497,0.46497,0.63053,0.578,2.72968,0.09106,0.98523,0.47634,0.596,0.59504,2.65264,0.09576
554,2400,1.13897,0.36557,0.71399,0.5149,2.72004,0.08841,1.04189,0.43404,0.70862,0.56437,2.7232,0.08662,1.04487,0.41897,0.70808,0.55508,2.71419,0.08702,0.96509,0.46509,0.72226,0.57798,2.72838,0.09105,0.95686,0.47642,0.73198,0.595,2.66509,0.09579
555,2400,1.12172,0.3656,0.71349,0.5149,2.74385,0.08837,0.97245,0.43418,0.61972,0.56454,2.76734,0.08662,1.02941,0.41905,0.63303,0.55522,2.74016,0.08701,0.93144,0.4652,0.5804,0.57818,2.75039,0.09105,0.92575,0.47654,0.58607,0.59516,2.77067,0.09579
556,2400,1.13692,0.36563,0.70909,0.51493,2.74448,0.08834,0.98095,0.43429,0.65575,0.56465,2.7513,0.08662,1.0024,0.41918,0.64681,0.55538,2.73717,0.08698,0.89343,0.46534,0.63989,0.57829,2.75733,0.09104,0.886,0.47669,0.64954,0.59526,2.73029,0.09579
557,2400,1.12617,0.36568,0.71384,0.51499,2.71016,0.08834,0.95169,0.43447,0.64005,0.56479,2.74816,0.08662,0.96143,0.41937,0.65529,0.55549,2.7229,0.087,0.86173,0.46554,0.62621,0.57844,2.71196,0.09105,0.86757,0.47685,0.61144,0.59539,2.74338,0.0958
558,2400,1.12363,0.36571,0.71209,0.51499,2.70964,0.08837,0.99189,0.43456,0.66089,0.56489,2.69841,0.08664,1.00177,0.41947,0.65523,0.55558,2.72137,0.087,0.95477,0.46563,0.62665,0.57851,2.73121,0.09104,0.9853,0.47689,0.59596,0.59555,2.63193,0.09583
559,2400,1.12643,0.36578,0.72542,0.51497,2.71246,0.08839,0.95764,0.43471,0.6948,0.56486,2.70239,0.08668,0.98277,0.4196,0.71632,0.55553,2.67368,0.08704,0.8763,0.46579,0.70551,0.57845,2.62443,0.0911,0.85207,0.47707,0.71821,0.59549,2.59194,0.0959
560,2400,1.16472,0.36573,0.70385,0.51501,2.71079,0.08839,0.98711,0.43484,0.6437,0.565,2.77753,0.08667,1.04342,0.41969,0.61866,0.55573,2.72876,0.08704,0.93312,0.46596,0.59908,0.57862,2.74733,0.09109,0.94449,0.47717,0.60797,0.59562,2.74132,0.09589
561,2400,1.10149,0.36583,0.71062,0.51503,2.75627,0.08836,0.97178,0.43496,0.61828,0.56517,2.73435,0.08667,0.98014,0.41981,0.65262,0.55583,2.77514,0.08703,0.90949,0.46607,0.60943,0.57881,2.731,0.09111,0.88878,0.47732,0.59243,0.59575,2.68025,0.09592
562,2400,1.12166,0.36585,0.72232,0.51503,2.68612,0.08838,0.98076,0.43511,0.69842,0.56518,2.6638,0.08672,1.04935,0.41987,0.72602,0.55581,2.69473,0.08704,0.98665,0.46612,0.70122,0.57882,2.67423,0.09114,0.9703,0.47742,0.71525,0.59575,2.68799,0.09594
563,2400,1.12974,0.36589,0.71928,0.51501,2.70706,0.0884,0.91065,0.43534,0.67505,0.56522,2.69616,0.08676,0.96375,0.42004,0.70162,0.55581,2.65202,0.08708,0.87174,0.46633,0.65845,0.57887,2.65693,0.09118,0.92605,0.47755,0.64746,0.59581,2.66825,0.09601
564,2400,1.12393,0.36593,0.69375,0.51507,2.66942,0.08842,0.98072,0.4355,0.65182,0.56531,2.65704,0.08678,0.99164,0.42018,0.64763,0.5559,2.74533,0.08709,0.90093,0.46652,0.61306,0.57902,2.70602,0.0912,0.90393,0.47771,0.61037,0.59592,2.6923,0.09601
565,2400,1.16146,0.36588,0.70453,0.5151,2.68667,0.08845,1.01391,0.4356,0.67784,0.56534,2.70303,0.08677,1.07108,0.42024,0.69413,0.5559,2.7392,0.08707,0.98771,0.46661,0.65927,0.57909,2.73041,0.09119,0.96095,0.4778,0.65997,0.59599,2.72076,0.09601
566,2400,1.06451,0.36606,0.70593,0.51513,2.67685,0.0885,1.01509,0.4356,0.60873,0.56553,2.69116,0.08681,0.99988,0.42027,0.61798,0.55608,2.663,0.0871,1.01276,0.46657,0.57552,0.5793,2.65349,0.09123,1.01459,0.47776,0.56653,0.59619,2.72122,0.09602
567,2400,1.13205,0.36607,0.71128,0.51516,2.6677,0.08851,0.9767,0.43572,0.63749,0.56566,2.6937,0.08682,0.96983,0.42045,0.66762,0.55613,2.71237,0.08711,0.93163,0.46668,0.65262,0.57937,2.70105,0.09127,0.88507,0.4779,0.66078,0.59621,2.64993,0.09605
568,2400,1.12967,0.3661,0.7153,0.51516,2.67116,0.08853,1.01483,0.43582,0.67854,0.56568,2.72858,0.0868,1.0549,0.42048,0.70123,0.55612,2.73754,0.08712,0.97078,0.46674,0.65672,0.57944,2.74895,0.09128,0.98347,0.47795,0.64809,0.59625,2.72202,0.09604
569,2400,1.07444,0.36619,0.71363,0.51518,2.68538,0.08853,1.02157,0.43583,0.67621,0.56572,2.70313,0.08682,1.02697,0.42052,0.68186,0.55614,2.70832,0.08711,0.98363,0.46677,0.64545,0.57952,2.65734,0.09133,0.94662,0.478,0.63922,0.5963,2.59088,0.09613
570,2400,1.13278,0.36619,0.71752,0.51515,2.6692,0.08857,1.02854,0.43591,0.68148,0.56575,2.71751,0.08682,1.05614,0.42053,0.70048,0.55612,2.69032,0.08711,0.98576,0.46684,0.71731,0.57944,2.69149,0.09134,0.99833,0.47803,0.71056,0.59622,2.65715,0.09616
571,2400,1.15324,0.36617,0.72024,0.51514,2.71408,0.08859,1.00674,0.43601,0.68051,0.5658,2.71507,0.08685,0.99017,0.42069,0.68587,0.55615,2.71487,0.08712,0.96069,0.46698,0.64379,0.57956,2.69136,0.09138,0.96237,0.47814,0.65846,0.59629,2.68154,0.09617
572,2400,1.12911,0.36617,0.69624,0.51519,2.6951,0.0886,1.01249,0.4361,0.60461,0.566,2.69337,0.08685,1.03186,0.42077,0.62768,0.55633,2.71412,0.08712,0.97497,0.46704,0.61442,0.57973,2.73424,0.09137,0.95458,0.4782,0.60346,0.59643,2.61537,0.09621
573,2400,1.13005,0.36616,0.71374,0.51518,2.71161,0.08861,1.00777,0.43622,0.67185,0.56603,2.65168,0.08688,1.03274,0.42084,0.6831,0.55636,2.68471,0.08715,0.95106,0.4672,0.67637,0.57975,2.64226,0.09142,0.97419,0.47833,0.64833,0.59649,2.64456,0.09625
574,2400,1.12269,0.36617,0.7053,0.51523,2.72769,0.08859,0.93563,0.43642,0.61256,0.5662,2.72234,0.08689,0.9443,0.42104,0.63902,0.5565,2.70881,0.08715,0.85833,0.46741,0.59932,0.57992,2.74213,0.09142,0.85035,0.47852,0.59426,0.59661,2.82444,0.09624
575,2400,1.11601,0.36624,0.7106,0.51524,2.70013,0.08857,1.05689,0.43637,0.69441,0.56622,2.71232,0.0869,1.03889,0.42107,0.69002,0.55652,2.71059,0.08715,1.02113,0.46739,0.67225,0.57998,2.75671,0.09141,1.01954,0.47848,0.66036,0.59665,2.79219,0.09621
576,2400,1.08873,0.36636,0.71614,0.51521,2.69431,0.08856,0.97055,0.43647,0.70866,0.56617,2.72259,0.0869,1.00169,0.42114,0.71266,0.55651,2.74441,0.08713,0.92232,0.46748,0.69024,0.57998,2.70206,0.09143,0.88152,0.47861,0.69437,0.59663,2.65795,0.09624
577,2400,1.14852,0.36644,0.71403,0.5152,2.72288,0.08856,1.01131,0.43654,0.71347,0.56614,2.70778,0.08689,1.09452,0.42109,0.7188,0.55645,2.74274,0.08712,1.00495,0.46748,0.75077,0.57989,2.76038,0.0914,0.97881,0.47865,0.7534,0.59651,2.71257,0.09623
578,2400,1.11357,0.36649,0.71327,0.51519,2.69827,0.08858,1.01827,0.43663,0.65067,0.56624,2.66479,0.08693,1.00656,0.42118,0.65175,0.55653,2.69412,0.08712,0.95207,0.46758,0.63306,0.57998,2.69514,0.09141,0.98151,0.47872,0.64086,0.59656,2.7192,0.09624
579,2400,1.1213,0.36654,0.70852,0.51526,2.69617,0.08858,0.99615,0.43669,0.67374,0.56629,2.697,0.08692,1.00745,0.42124,0.68458,0.55658,2.74203,0.08712,0.95711,0.46762,0.63669,0.58008,2.71843,0.09139,0.99486,0.47873,0.65755,0.59665,2.73375,0.09624
580,2400,1.10428,0.36664,0.69888,0.51531,2.65119,0.08861,1.02077,0.43673,0.64725,0.5664,2.67261,0.08695,0.9766,0.42136,0.64258,0.55674,2.67514,0.08714,0.99387,0.46762,0.6487,0.58018,2.69425,0.0914,0.99887,0.47872,0.63904,0.59671,2.74998,0.09622
581,2400,1.09492,0.36676,0.71554,0.5153,2.71626,0.08861,1.00083,0.43677,0.62279,0.56655,2.70305,0.08697,0.99554,0.42142,0.62691,0.5569,2.73205,0.08714,0.94737,0.46767,0.61753,0.58031,2.75394,0.09139,0.93383,0.47874,0.60099,0.59686,2.70627,0.09623
582,2400,1.11073,0.36682,0.71327,0.51533,2.71833,0.08863,0.98951,0.43685,0.64816,0.56665,2.69186,0.08699,0.994,0.42152,0.66878,0.55695,2.71749,0.08715,0.95301,0.46773,0.60183,0.58047,2.65719,0.09143,0.96116,0.47877,0.59124,0.59703,2.69813,0.09624
583,2400,1.10398,0.36689,0.70468,0.51538,2.71278,0.08863,1.02373,0.43688,0.62514,0.56683,2.69545,0.08699,1.00506,0.42162,0.63762,0.55708,2.68078,0.08718,0.97757,0.46776,0.59501,0.58065,2.65958,0.09145,0.93538,0.47883,0.57989,0.59722,2.66358,0.09625
584,2400,1.11213,0.36697,0.72385,0.51534,2.68453,0.08864,1.05869,0.43688,0.67281,0.56687,2.71454,0.08699,1.06492,0.42158,0.69385,0.55708,2.73037,0.08717,1.01512,0.46775,0.68469,0.58068,2.69909,0.09145,1.00033,0.47881,0.64151,0.59728,2.68578,0.09628
585,2400,1.14174,0.367,0.69036,0.51539,2.71654,0.08863,1.00956,0.43694,0.65398,0.56695,2.73009,0.08699,1.03603,0.42165,0.65767,0.55715,2.71003,0.08717,0.96033,0.46781,0.62366,0.58078,2.71116,0.09144,0.96211,0.47886,0.62668,0.59736,2.69162,0.09629
586,2400,1.12167,0.36703,0.70824,0.51543,2.71329,0.08864,1.02087,0.437,0.6577,0.56701,2.70597,0.08699,1.0566,0.42169,0.67384,0.55718,2.7022,0.08718,0.99139,0.46785,0.62689,0.58089,2.69995,0.09146,0.98427,0.4789,0.60931,0.59749,2.70816,0.0963
587,2400,1.09203,0.36715,0.72382,0.51542,2.66811,0.08865,0.97643,0.4371,0.70803,0.567,2.67093,0.08702,1.00485,0.42178,0.6975,0.55718,2.68342,0.08719,0.96861,0.4679,0.69067,0.58089,2.69331,0.09148,0.941,0.47899,0.68153,0.5975,2.6637,0.09631
588,2400,1.07723,0.36717,0.70553,0.51545,2.70029,0.08868,0.92745,0.43727,0.63823,0.56712,2.63605,0.08708,0.93341,0.42193,0.64662,0.55729,2.61913,0.08726,0.8878,0.46804,0.62817,0.58103,2.64972,0.09153,0.85806,0.47918,0.60727,0.59762,2.71011,0.09632
589,2400,1.0884,0.36726,0.72427,0.51546,2.69705,0.0887,0.97538,0.43735,0.67112,0.56714,2.6419,0.08714,0.9671,0.42205,0.67396,0.55733,2.58478,0.08733,0.94975,0.46812,0.66756,0.58105,2.60933,0.09162,0.92504,0.47929,0.70137,0.59758,2.58126,0.09638
590,2400,1.11879,0.36729,0.70809,0.51546,2.67993,0.0887,0.90157,0.43757,0.61849,0.5673,2.65589,0.08718,0.94459,0.4222,0.62228,0.55747,2.67018,0.08735,0.82239,0.46834,0.58009,0.58123,2.71976,0.09165,0.81713,0.47951,0.56501,0.59779,2.65793,0.09642
591,2400,1.16129,0.36723,0.71127,0.51543,2.70805,0.08867,1.02571,0.43762,0.6715,0.56736,2.79025,0.08716,1.03402,0.42227,0.67952,0.5575,2.74327,0.08732,0.97008,0.46842,0.64234,0.58131,2.72169,0.09164,1.05565,0.47949,0.64749,0.59785,2.7596,0.09641
592,2400,1.09332,0.36732,0.72313,0.51538,2.68033,0.08868,0.98371,0.43768,0.70585,0.56734,2.77791,0.08712,0.99528,0.42234,0.70847,0.55749,2.70831,0.08733,0.95659,0.46847,0.70967,0.58128,2.80032,0.09161,0.96196,0.47954,0.74497,0.59774,2.72419,0.09642
593,2400,1.11203,0.36734,0.71649,0.5154,2.73115,0.08867,1.02126,0.43773,0.66289,0.56739,2.66155,0.08713,1.05489,0.42237,0.67364,0.55757,2.68965,0.08735,1.00825,0.46847,0.64202,0.58137,2.70508,0.09163,1.03131,0.47952,0.68553,0.59777,2.69326,0.09645
594,2400,1.12345,0.36737,0.70795,0.51544,2.71791,0.08866,1.0414,0.43776,0.6373,0.5675,2.75279,0.08713,0.99201,0.42245,0.63343,0.5577,2.7458,0.08736,1.02738,0.46845,0.60042,0.58153,2.71748,0.09163,1.03866,0.47948,0.62676,0.59785,2.77479,0.09644
595,2400,1.09067,0.36744,0.71086,0.51547,2.71503,0.08867,1.00407,0.4378,0.65452,0.56758,2.65662,0.08716,1.0256,0.42251,0.68642,0.55773,2.67139,0.08739,0.93168,0.46854,0.68353,0.58155,2.74667,0.09163,0.95926,0.47952,0.66541,0.5979,2.66255,0.09648
596,2400,1.12147,0.36748,0.71263,0.51548,2.67752,0.08869,1.00923,0.43788,0.68474,0.5676,2.6674,0.08719,1.04567,0.42256,0.69357,0.55774,2.6627,0.08743,0.99274,0.4686,0.65457,0.5816,2.64584,0.09168,1.00341,0.47955,0.65503,0.59795,2.7195,0.09647
597,2400,1.12748,0.36746,0.70682,0.51549,2.66935,0.08871,0.98676,0.43796,0.60492,0.56778,2.6444,0.08723,0.99411,0.42267,0.61715,0.55792,2.62532,0.08748,0.94323,0.46868,0.59174,0.58177,2.59905,0.09173,0.90193,0.47966,0.57415,0.59809,2.61091,0.09654
598,2400,1.1518,0.36742,0.72686,0.51545,2.70702,0.08871,0.92385,0.43818,0.71992,0.56773,2.74461,0.08725,0.95295,0.42286,0.72826,0.55785,2.63923,0.08751,0.85032,0.4689,0.69382,0.58174,2.68945,0.09176,0.88169,0.47983,0.70097,0.59804,2.70783,0.09655
599,2400,1.1301,0.3674,0.72014,0.51542,2.71623,0.08869,0.97352,0.43828,0.63488,0.56785,2.68083,0.08727,1.0228,0.42292,0.66323,0.55791,2.72877,0.0875,0.95991,0.46895,0.60482,0.58191,2.71185,0.09175,0.94311,0.47988,0.6107,0.5982,2.69679,0.09655
600,2400,1.11011,0.36744,0.71318,0.51544,2.65953,0.08872,1.01439,0.4383,0.6857,0.56789,2.68789,0.08728,1.05568,0.4229,0.68581,0.55795,2.66985,0.08751,0.99599,0.46895,0.69307,0.58192,2.68514,0.09178,0.99559,0.47984,0.68638,0.59818,2.68035,0.09656
601,2400,1.08951,0.36751,0.7037,0.51548,2.6685,0.08874,0.97197,0.43837,0.61418,0.56805,2.65401,0.08728,0.97186,0.42302,0.62233,0.55812,2.64733,0.08754,0.94046,0.46901,0.6077,0.58207,2.70521,0.0918,0.92165,0.47993,0.58931,0.59832,2.66556,0.09658
602,2400,1.09979,0.36759,0.7052,0.51552,2.70303,0.08872,0.96625,0.43844,0.68558,0.56806,2.73604,0.08729,0.97425,0.42313,0.6928,0.55813,2.71903,0.08754,0.94693,0.46908,0.68402,0.58206,2.66845,0.0918,0.92933,0.48002,0.70653,0.59825,2.69279,0.09656
603,2400,1.11691,0.36767,0.71094,0.51551,2.71295,0.08872,0.93598,0.43858,0.72611,0.56802,2.70813,0.08728,0.94505,0.42329,0.72675,0.55809,2.70276,0.08755,0.84764,0.46927,0.69423,0.58204,2.69851,0.09182,0.86438,0.4802,0.72102,0.5982,2.68441,0.09659
604,2400,1.1097,0.36775,0.7029,0.51555,2.70527,0.08873,0.96379,0.43867,0.59621,0.56821,2.7331,0.08728,0.97923,0.42339,0.61476,0.55826,2.67837,0.08756,0.90099,0.46938,0.56882,0.58227,2.70701,0.09181,0.91673,0.4803,0.55394,0.59842,2.6763,0.09661
605,2400,1.11063,0.36781,0.71915,0.51557,2.71983,0.08871,1.06718,0.43864,0.65932,0.56828,2.70825,0.08729,1.08041,0.42335,0.67766,0.55832,2.72558,0.08757,1.08407,0.46928,0.64592,0.58236,2.706,0.09181,1.09786,0.48019,0.66229,0.59845,2.70599,0.09662
606,2400,1.12972,0.36782,0.70118,0.51562,2.71985,0.08871,1.01145,0.43869,0.65167,0.56837,2.72726,0.08729,1.01111,0.42342,0.68908,0.55833,2.71241,0.08758,0.98306,0.46933,0.65536,0.5824,2.73529,0.09181,0.96569,0.48022,0.65979,0.59849,2.70147,0.09663
607,2400,1.15883,0.36779,0.70733,0.51564,2.69475,0.08869,0.98349,0.43878,0.68428,0.5684,2.72116,0.08729,0.99879,0.42354,0.66083,0.55841,2.70497,0.08757,0.97113,0.4694,0.67257,0.58244,2.74981,0.09178,0.97684,0.48027,0.68054,0.59851,2.78138,0.0966
608,2400,1.1061,0.36785,0.70134,0.51566,2.69466,0.08867,1.00498,0.43883,0.64713,0.56849,2.68974,0.08729,0.97965,0.42363,0.65833,0.55851,2.68574,0.08758,0.91882,0.46951,0.63674,0.58252,2.70767,0.09179,0.94313,0.4803,0.62714,0.59859,2.72787,0.09658
609,2400,1.13151,0.36785,0.69425,0.51571,2.70213,0.08871,1.08573,0.43883,0.62939,0.56862,2.67774,0.0873,1.12086,0.42361,0.65349,0.5586,2.72865,0.08757,1.0523,0.46953,0.63099,0.58261,2.70233,0.0918,1.05151,0.48032,0.60138,0.59871,2.6476,0.09661
610,2400,1.13292,0.36787,0.70411,0.51575,2.68071,0.08872,1.01461,0.43889,0.69806,0.56863,2.69737,0.08729,1.04025,0.42365,0.68932,0.55862,2.75143,0.08755,0.98602,0.46961,0.67,0.58262,2.62856,0.09184,1.00312,0.48035,0.68631,0.59869,2.67875,0.09661
611,2400,1.11621,0.3679,0.7255,0.51572,2.74453,0.08868,1.01413,0.43896,0.66602,0.56866,2.69841,0.08731,1.03097,0.42372,0.65348,0.55869,2.74746,0.08755,0.97623,0.46968,0.62075,0.58272,2.72277,0.09183,0.99259,0.48037,0.63158,0.59876,2.75711,0.09659
612,2400,1.13724,0.36792,0.70404,0.51574,2.70484,0.08865,1.00195,0.43907,0.63596,0.56878,2.72664,0.0873,0.99834,0.42383,0.65599,0.55879,2.6644,0.08755,0.95163,0.46977,0.62286,0.58285,2.73992,0.09182,0.95945,0.48044,0.60594,0.59888,2.76555,0.09657
613,2400,1.08373,0.36798,0.7054,0.51576,2.69291,0.08864,0.98998,0.43917,0.66087,0.56885,2.624,0.08735,1.00232,0.42389,0.6563,0.55889,2.69065,0.08758,0.99682,0.4698,0.64513,0.58292,2.62736,0.09187,0.97291,0.48048,0.64732,0.59894,2.57781,0.09662
614,2400,1.12054,0.36795,0.70622,0.51578,2.69849,0.08863,0.97845,0.43927,0.65385,0.56892,2.71295,0.08736,1.00333,0.42395,0.65671,0.55898,2.66102,0.08758,0.90119,0.46996,0.65059,0.58299,2.71573,0.09185,0.87948,0.48062,0.67108,0.59895,2.72111,0.09661
615,2400,1.10645,0.36798,0.70471,0.51578,2.68241,0.08863,0.97028,0.43937,0.67865,0.56893,2.70428,0.08736,0.99078,0.42404,0.6757,0.55903,2.70462,0.08757,0.94003,0.47005,0.62381,0.58309,2.69346,0.09187,0.92114,0.4807,0.63555,0.59902,2.67876,0.09662
616,2400,1.13592,0.36798,0.717,0.51577,2.66483,0.08866,1.00845,0.43944,0.66394,0.56896,2.67839,0.08736,1.02099,0.42411,0.6789,0.55905,2.69074,0.08757,0.98447,0.47009,0.66135,0.58312,2.71382,0.09188,1.01165,0.48072,0.65314,0.59907,2.74274,0.09662
617,2400,1.10202,0.36804,0.71104,0.51577,2.70557,0.08867,1.01257,0.43945,0.66097,0.569,2.69618,0.08735,1.04042,0.42413,0.67735,0.5591,2.70085,0.08758,1.00447,0.47007,0.67117,0.58315,2.72275,0.09186,0.97471,0.48073,0.68524,0.59901,2.68059,0.09663
618,2400,1.13598,0.36801,0.71675,0.51577,2.68082,0.08868,0.93142,0.43958,0.68408,0.56901,2.68915,0.08735,0.95467,0.42424,0.67325,0.55913,2.69533,0.08757,0.85331,0.47025,0.64184,0.58321,2.63162,0.0919,0.83121,0.48092,0.63322,0.59908,2.6623,0.09663
619,2400,1.09367,0.36807,0.70719,0.51574,2.68115,0.08866,0.96152,0.43969,0.66907,0.56905,2.71557,0.08735,1.01148,0.42429,0.6958,0.55913,2.71184,0.08757,0.94554,0.47036,0.67612,0.58321,2.74981,0.0919,0.92662,0.48101,0.65439,0.59912,2.73185,0.09661
620,2400,1.11687,0.36806,0.70592,0.51575,2.70653,0.08867,0.97968,0.43978,0.65623,0.56912,2.67088,0.08735,0.97137,0.42443,0.65297,0.55922,2.66655,0.08756,0.89823,0.47048,0.65123,0.58329,2.74847,0.09189,0.92131,0.48111,0.66645,0.59916,2.71904,0.0966
621,2400,1.10462,0.36811,0.7028,0.51581,2.68035,0.08872,1.05278,0.43983,0.65791,0.56917,2.66297,0.08736,1.05832,0.42445,0.64794,0.55929,2.67102,0.08758,1.04749,0.47053,0.6464,0.58337,2.73826,0.09191,1.04646,0.48112,0.65934,0.59919,2.64659,0.09665
