model_name,layer,task,token_acc,text_balanced_acc,macro_f1,per_class_acc_json,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi,above_chance
Qwen/Qwen2.5-0.5B,12,gender,0.5164,0.55035,0.54872,"{""0"": 0.5271841019872516, ""1"": 0.5735105015002143}",0.56646,,,
Qwen/Qwen2.5-0.5B,12,star_sign,0.08355,0.08337,0.08062,"{""0"": 0.051001821493624776, ""1"": 0.07560975609756097, ""2"": 0.12530712530712532, ""3"": 0.10948905109489052, ""4"": 0.11074918566775244, ""5"": 0.10909090909090909, ""6"": 0.05357142857142857, ""7"": 0.043478260869565216, ""8"": 0.07796610169491526, ""9"": 0.11011904761904762, ""10"": 0.06623931623931624, ""11"": 0.0678391959798995}",,0.07531,0.09145,False
Qwen/Qwen2.5-0.5B,16,age_bin,0.4135,0.5178,0.51365,"{""0"": 0.61572606214331, ""1"": 0.33355176933158587, ""2"": 0.6041117554032683}",,,,
Qwen/Qwen2.5-0.5B,16,gender,0.53943,0.6025,0.6018,"{""0"": 0.6010498687664042, ""1"": 0.6039434204886412}",0.64072,,,
Qwen/Qwen2.5-0.5B,16,star_sign,0.0838,0.08932,0.08369,"{""0"": 0.025500910746812388, ""1"": 0.10975609756097561, ""2"": 0.10565110565110565, ""3"": 0.072992700729927, ""4"": 0.08143322475570032, ""5"": 0.14909090909090908, ""6"": 0.06377551020408163, ""7"": 0.034782608695652174, ""8"": 0.1288135593220339, ""9"": 0.08928571428571429, ""10"": 0.0876068376068376, ""11"": 0.12311557788944724}",,0.0811,0.09713,False
Qwen/Qwen2.5-0.5B,20,age_bin,0.43365,0.51661,0.50981,"{""0"": 0.6404565630944832, ""1"": 0.299475753604194, ""2"": 0.6099103848181339}",,,,
Qwen/Qwen2.5-0.5B,20,gender,0.5385,0.59454,0.59333,"{""0"": 0.5804274465691789, ""1"": 0.6086583797685383}",0.6288,,,
Qwen/Qwen2.5-0.5B,20,star_sign,0.08446,0.0865,0.08543,"{""0"": 0.060109289617486336, ""1"": 0.08536585365853659, ""2"": 0.13022113022113022, ""3"": 0.0851581508515815, ""4"": 0.09446254071661238, ""5"": 0.07636363636363637, ""6"": 0.08673469387755102, ""7"": 0.08695652173913043, ""8"": 0.0711864406779661, ""9"": 0.050595238095238096, ""10"": 0.11538461538461539, ""11"": 0.09547738693467336}",,0.07858,0.09514,False
Qwen/Qwen2.5-0.5B,24,age_bin,0.45255,0.52909,0.52256,"{""0"": 0.6423589093214965, ""1"": 0.3086500655307995, ""2"": 0.6362677912493411}",,,,
Qwen/Qwen2.5-0.5B,24,gender,0.56181,0.61174,0.61112,"{""0"": 0.6126734158230221, ""1"": 0.6108015430775825}",0.65812,,,
Qwen/Qwen2.5-0.5B,24,star_sign,0.08225,0.07656,0.07466,"{""0"": 0.07285974499089254, ""1"": 0.08536585365853659, ""2"": 0.07616707616707617, ""3"": 0.05596107055961071, ""4"": 0.05211726384364821, ""5"": 0.08363636363636363, ""6"": 0.061224489795918366, ""7"": 0.12173913043478261, ""8"": 0.06440677966101695, ""9"": 0.08630952380952381, ""10"": 0.09615384615384616, ""11"": 0.06281407035175879}",,0.06908,0.0839,False
