model_name,layer,task,token_acc,text_balanced_acc,macro_f1,per_class_acc_json,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi,above_chance
Qwen/Qwen2.5-0.5B,12,gender,0.50719,0.52214,0.52126,"{""0"": 0.5140607424071991, ""1"": 0.5302186026575225}",0.53091,,,
Qwen/Qwen2.5-0.5B,12,star_sign,0.08333,0.08408,0.08054,"{""0"": 0.056466302367941715, ""1"": 0.07073170731707316, ""2"": 0.11425061425061425, ""3"": 0.11192214111922141, ""4"": 0.1237785016286645, ""5"": 0.12363636363636364, ""6"": 0.05102040816326531, ""7"": 0.04057971014492753, ""8"": 0.08813559322033898, ""9"": 0.10119047619047619, ""10"": 0.06196581196581197, ""11"": 0.06532663316582915}",,0.07649,0.09172,False
Qwen/Qwen2.5-0.5B,16,age_bin,0.37566,0.45561,0.45348,"{""0"": 0.5453392517438174, ""1"": 0.34338138925294887, ""2"": 0.47812335266209804}",,,,
Qwen/Qwen2.5-0.5B,16,gender,0.52401,0.57081,0.56996,"{""0"": 0.5646794150731158, ""1"": 0.576939562794685}",0.60273,,,
Qwen/Qwen2.5-0.5B,16,star_sign,0.0837,0.08883,0.08189,"{""0"": 0.030965391621129327, ""1"": 0.11951219512195121, ""2"": 0.09705159705159705, ""3"": 0.06326034063260341, ""4"": 0.08794788273615635, ""5"": 0.1781818181818182, ""6"": 0.058673469387755105, ""7"": 0.02608695652173913, ""8"": 0.13220338983050847, ""9"": 0.08928571428571429, ""10"": 0.07478632478632478, ""11"": 0.10804020100502512}",,0.08075,0.0974,False
Qwen/Qwen2.5-0.5B,20,age_bin,0.39915,0.47828,0.47246,"{""0"": 0.6341154090044389, ""1"": 0.31258191349934467, ""2"": 0.4881391671059568}",,,,
Qwen/Qwen2.5-0.5B,20,gender,0.52451,0.57563,0.57392,"{""0"": 0.5511811023622047, ""1"": 0.6000857265323618}",0.60257,,,
Qwen/Qwen2.5-0.5B,20,star_sign,0.08354,0.08459,0.08323,"{""0"": 0.061930783242258654, ""1"": 0.0951219512195122, ""2"": 0.11056511056511056, ""3"": 0.07542579075425791, ""4"": 0.10097719869706841, ""5"": 0.05090909090909091, ""6"": 0.08163265306122448, ""7"": 0.09565217391304348, ""8"": 0.0711864406779661, ""9"": 0.05654761904761905, ""10"": 0.11965811965811966, ""11"": 0.09547738693467336}",,0.07661,0.09299,False
Qwen/Qwen2.5-0.5B,24,age_bin,0.42219,0.49028,0.48518,"{""0"": 0.6106531388712746, ""1"": 0.30930537352555704, ""2"": 0.5508697944122298}",,,,
Qwen/Qwen2.5-0.5B,24,gender,0.54902,0.59446,0.59415,"{""0"": 0.6055493063367079, ""1"": 0.5833690527218174}",0.63799,,,
Qwen/Qwen2.5-0.5B,24,star_sign,0.08162,0.07614,0.07317,"{""0"": 0.07832422586520947, ""1"": 0.09268292682926829, ""2"": 0.051597051597051594, ""3"": 0.04866180048661801, ""4"": 0.05863192182410423, ""5"": 0.10181818181818182, ""6"": 0.058673469387755105, ""7"": 0.12753623188405797, ""8"": 0.0576271186440678, ""9"": 0.08630952380952381, ""10"": 0.09401709401709402, ""11"": 0.05778894472361809}",,0.06854,0.08374,False
