batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign
360,1.04421,0.68104,2.47336,0.85896,0.6835,2.42868,0.836,0.58554,2.4157,0.82305,0.66298,2.8252,0.96742,0.58051,2.39881,0.79402,0.58622,2.43928,0.79397,0.64473,2.77508
361,1.058,0.67351,2.47683,0.84613,0.69381,2.45746,0.82135,0.62149,2.44094,0.76642,0.66009,2.78749,0.97255,0.61431,2.45904,0.77472,0.60183,2.46958,0.87008,0.75638,2.95292
362,1.06351,0.68623,2.47946,0.83522,0.68863,4.79205,0.73331,0.58964,2.40453,0.77746,0.65873,2.62864,0.94313,0.55761,2.37194,0.72315,0.57038,2.48429,0.79943,0.60738,2.70324
363,1.02417,0.66318,2.46368,0.83772,0.68221,2.39538,0.75131,0.53307,2.38652,0.72978,0.65612,2.61336,0.95769,0.52771,2.39719,0.75267,0.52768,2.4456,0.89522,0.6672,2.64111
364,1.03321,0.68014,2.4851,0.82319,0.66863,2.40776,0.83389,0.63555,2.38917,0.79576,0.65716,2.66435,0.96199,0.64194,2.36912,0.7292,0.63153,2.44146,0.91079,0.87808,2.75097
365,1.06237,0.66332,2.48762,0.94457,0.6792,2.46851,0.87759,0.59695,2.42635,0.8404,0.66262,2.62176,0.99723,0.59816,2.41975,0.83943,0.60695,2.44808,0.86217,0.76805,2.61255
366,1.02241,0.66995,2.47296,0.88948,0.65985,2.40659,0.86426,0.58308,2.38037,0.84143,0.64505,2.60681,0.98769,0.57527,2.38065,0.87941,0.6049,2.39664,0.98209,0.66836,2.68348
367,1.05185,0.68261,2.46316,0.9196,0.67127,2.40471,0.85692,0.60032,2.36118,0.85836,0.64496,2.48641,1.01482,0.56709,2.30672,0.83168,0.57524,2.37865,0.84071,0.6081,2.57566
368,1.05021,0.65782,2.45547,0.96515,0.68215,2.43905,0.88093,0.58606,2.39525,0.87178,0.65332,2.6042,1.02112,0.5869,2.37581,0.84276,0.56934,2.3804,0.94869,0.67465,2.73829
369,1.0134,0.67979,2.47214,0.85635,0.68638,2.42732,0.81337,0.59152,2.41396,0.79231,0.65361,2.60122,0.94334,0.58637,2.4016,0.78522,0.60678,2.45121,0.93033,0.77594,2.88053
370,1.01372,0.66906,2.45998,0.82176,0.68097,2.42074,0.77398,0.56028,2.39396,0.74649,0.65366,2.5407,0.98115,0.55259,2.40419,0.7361,0.56089,2.43199,0.82486,0.67451,2.89357
371,1.03056,0.68032,2.47288,0.86676,0.69723,2.4082,0.83534,0.57559,2.37076,0.81069,0.67024,2.5264,0.94497,0.58435,2.39074,0.76334,0.56786,2.45866,0.84619,0.62011,2.78338
372,1.05099,0.67685,2.4478,0.86151,0.67914,2.38518,0.78586,0.55547,2.36765,0.76818,0.64477,2.59738,0.99272,0.52648,2.32854,0.73818,0.54007,2.41395,0.79335,0.61496,2.71139
373,1.03702,0.66988,2.44572,0.86796,0.69542,2.43326,0.83051,0.60399,2.37641,0.76868,0.65499,2.56228,0.97426,0.58582,2.38187,0.76451,0.55967,2.42539,0.81729,0.7665,2.49336
374,1.04332,0.69046,2.46034,0.90659,0.71067,2.41213,0.89287,0.61537,2.37208,0.87251,0.68451,2.51287,0.97845,0.61184,2.33902,0.88654,0.59198,2.369,0.97082,0.73489,2.57164
375,1.05572,0.66808,2.48375,1.02706,0.68395,2.45032,0.98366,0.58199,2.45387,0.99903,0.6492,2.59288,1.00176,0.55637,2.44163,0.91371,0.54549,2.47613,1.00104,0.59525,2.68136
376,1.03892,0.6986,2.47661,0.82192,0.67581,2.46132,0.78605,0.57181,2.42473,0.75715,0.65003,2.48486,1.00615,0.53868,2.38594,0.68775,0.53383,2.46342,0.78326,0.71044,2.72998
377,1.02685,0.67826,2.44734,0.85198,0.68877,2.40354,0.78349,0.56807,2.38933,0.76377,0.64752,2.66051,0.91987,0.56958,2.3672,0.71155,0.53714,2.42585,0.78715,0.65646,2.62837
378,1.01674,0.6767,2.45637,0.83276,0.67774,2.39935,0.82747,0.61488,2.37517,0.77127,0.64662,2.50452,0.95524,0.60762,2.37631,0.76392,0.57736,2.37161,0.88536,0.68661,2.77539
379,1.03744,0.67181,2.46656,0.83528,0.69262,2.46223,0.80988,0.55934,2.43961,0.78495,0.65387,2.49738,0.95377,0.55719,2.44325,0.75682,0.53739,2.51831,0.7429,0.65102,2.74278
380,1.0458,0.68092,2.43935,0.86276,0.68859,2.41733,0.81832,0.62713,2.40513,0.78332,0.67902,2.43291,1.0052,0.60359,2.41878,0.70565,0.57543,2.48393,0.81363,0.695,2.59044
381,1.05688,0.6718,2.4658,0.83166,0.68477,2.41923,0.77546,0.60741,2.4192,0.75903,0.67557,2.53612,0.9277,0.58248,2.39378,0.75728,0.59501,2.48182,0.87927,0.74066,2.67412
382,1.04314,0.66064,2.46008,0.90138,0.67977,2.39912,0.86767,0.59724,2.37368,0.87639,0.62728,2.57781,0.99102,0.57783,2.36509,0.80243,0.55363,2.45682,0.85313,0.63956,2.67176
383,1.07472,0.67626,2.48655,0.84216,0.671,2.46445,0.77152,0.61628,2.46135,0.74521,0.64319,2.61002,0.96881,0.62524,2.43696,0.72932,0.63382,2.42761,0.80099,0.69542,2.79909
384,1.01844,0.68067,2.4583,0.88044,0.68053,2.41532,0.86378,0.58377,2.33318,0.81261,0.6679,2.54667,0.96886,0.59915,2.31738,0.80551,0.61397,2.38067,0.87729,0.6887,2.62693
385,1.03645,0.6878,2.478,0.82641,0.69935,2.45636,0.83146,0.66507,2.43256,0.79113,0.6908,2.61,0.9815,0.6491,2.42303,0.809,0.6537,2.45523,0.88672,0.77904,2.69207
386,1.07649,0.6518,2.46754,0.82904,0.66028,2.45114,0.78822,0.54052,2.38775,0.77394,0.6315,2.55285,0.95273,0.51525,2.36141,0.74507,0.54529,2.38769,0.94526,0.6275,2.63156
387,1.02721,0.67913,2.47502,0.86012,0.68208,2.46684,0.86964,0.55642,2.41817,0.81294,0.65162,2.65014,0.96699,0.56116,2.45954,0.80698,0.53883,2.51579,0.96231,0.59263,2.87415
388,1.0766,0.66892,2.4454,0.88627,0.66428,2.39065,0.84392,0.50733,2.36758,0.80372,0.63929,2.52715,1.03404,0.48465,2.386,0.742,0.48632,2.40854,0.90136,0.59284,2.88798
389,1.0282,0.68716,2.47182,0.83053,0.68281,2.38272,0.77755,0.58974,2.37085,0.81007,0.65787,2.48888,0.9597,0.59208,2.3807,0.77099,0.59589,2.44767,0.77418,0.66011,2.64129
390,1.02427,0.6504,2.46669,0.89771,0.6718,2.44706,0.85802,0.54368,2.45472,0.82997,0.64072,2.62707,0.98317,0.53449,2.42231,0.78338,0.50738,2.41616,0.9709,0.62013,2.6232
391,1.03058,0.68848,2.47108,0.87896,0.69559,2.4452,0.82702,0.59299,2.42732,0.7855,0.67921,2.78486,0.94783,0.59856,2.39049,0.80347,0.60657,2.46942,0.80565,0.68019,2.87331
392,1.0341,0.6877,2.4988,0.92663,0.69509,2.43934,0.91438,0.62094,2.39083,0.87688,0.69231,2.60712,1.0033,0.58843,2.40387,0.87507,0.59773,2.45626,0.88495,0.69676,2.85695
393,1.04953,0.66548,2.45946,0.88769,0.67268,2.41985,0.90101,0.55797,2.42991,0.84202,0.6695,2.60706,1.00158,0.54635,2.41508,0.79726,0.56704,2.47794,0.94151,0.63521,3.06157
394,1.03107,0.66501,2.45179,0.7573,0.67945,2.43225,0.71333,0.58152,2.42389,0.67177,0.65754,2.59065,0.91337,0.57414,2.45009,0.63977,0.56737,2.47913,0.75826,0.73402,2.87359
395,1.04087,0.6778,2.47166,0.84673,0.67917,2.41317,0.77413,0.62206,2.3769,0.75444,0.67398,2.75409,0.9525,0.62723,2.38387,0.70107,0.61281,2.43785,0.74648,0.66857,2.74216
396,1.03164,0.66396,2.44495,0.85363,0.69445,2.42214,0.84178,0.61434,2.43031,0.87965,0.6698,2.67726,0.97106,0.58091,2.4081,0.84617,0.618,2.44435,0.97069,0.62968,2.78195
397,1.02389,0.6759,2.47331,0.82187,0.68123,2.38523,0.77197,0.58389,2.35943,0.78507,0.64936,2.59125,0.9539,0.56588,2.3482,0.72169,0.54426,2.43013,0.752,0.55736,2.64732
398,1.0086,0.67727,2.46884,0.78029,0.68675,2.39907,0.78024,0.58424,2.37915,0.7639,0.659,2.55198,0.92695,0.57072,2.36961,0.74914,0.56208,2.41062,0.77289,0.63362,2.69948
399,1.04958,0.67781,2.48179,0.86348,0.68688,2.45225,0.83574,0.58621,2.4209,0.84147,0.66383,2.69103,0.99445,0.56815,2.4437,0.73681,0.57677,2.48808,0.789,0.70746,2.64716
400,1.01675,0.66369,2.47982,0.79405,0.67728,2.4725,0.76595,0.5469,2.4286,0.749,0.64931,2.52968,0.94729,0.53877,2.41038,0.76321,0.54409,2.44538,0.82544,0.57675,2.6385
401,1.03043,0.66738,2.49463,0.88508,0.68649,2.44302,0.78004,0.53945,2.40441,0.77823,0.63454,2.64084,0.9713,0.52498,2.40885,0.73827,0.51192,2.48926,0.82724,0.55133,2.82089
402,1.0103,0.66775,2.46819,0.83032,0.65791,2.41863,0.81582,0.55446,2.40933,0.787,0.63832,2.60125,0.95513,0.55365,2.38167,0.80676,0.57927,2.41829,0.86897,0.74616,2.7797
403,1.03661,0.69404,2.47235,0.90931,0.67892,2.46095,0.85884,0.65373,2.40343,0.8774,0.6918,2.615,0.99839,0.64675,2.4382,0.85696,0.59685,2.44997,0.90364,0.66487,2.95917
404,1.014,0.68561,2.50172,0.85004,0.67982,2.43426,0.81778,0.61475,2.40616,0.8264,0.67963,2.58369,0.96194,0.58078,2.4055,0.75864,0.55076,2.45534,0.83531,0.63824,2.62902
405,1.02152,0.69705,2.46763,0.8829,0.68264,2.42451,0.8261,0.60346,2.37772,0.83956,0.64379,2.6003,0.96638,0.5883,2.38522,0.82245,0.57249,2.45055,0.92642,0.66652,2.62915
406,1.01815,0.68566,2.46587,0.84291,0.68216,2.38304,0.77345,0.59281,2.35336,0.74107,0.6687,2.7137,0.90718,0.59034,2.36465,0.73849,0.57801,2.42694,0.75989,0.68756,2.56504
407,1.0375,0.68312,2.45427,0.86941,0.67955,2.40942,0.82986,0.61379,2.33886,0.75812,0.66957,2.52879,0.98249,0.6094,2.40368,0.77103,0.61943,2.42405,0.79682,0.74843,2.73927
408,1.04497,0.68417,2.45941,0.90423,0.68929,2.39481,0.85362,0.54594,2.34684,0.85382,0.64922,2.4806,0.96584,0.56792,2.36666,0.85787,0.55785,2.37963,0.89401,0.66323,2.69324
409,1.0533,0.67998,2.47032,0.86031,0.69705,2.46042,0.80619,0.55645,2.43574,0.77186,0.6428,2.77539,0.94533,0.55227,2.42716,0.69308,0.56872,2.45771,0.79911,0.61526,2.63224
410,0.99422,0.68696,2.47977,0.80241,0.68037,2.44624,0.76688,0.63157,2.39943,0.76378,0.67498,2.75055,0.90722,0.61409,2.44022,0.75234,0.58742,2.48346,0.74236,0.74326,2.6619
411,1.04835,0.65973,2.47282,0.87338,0.68276,2.43591,0.83636,0.519,2.39289,0.77378,0.64208,2.582,0.98336,0.49462,2.37832,0.77856,0.51647,2.40997,0.79158,0.63103,2.78959
412,1.03502,0.68719,2.47579,0.80292,0.69156,2.42303,0.79372,0.58864,2.39599,0.76664,0.65992,2.53027,1.00226,0.58784,2.36743,0.82042,0.57707,2.42138,0.91334,0.66635,2.64183
413,1.03212,0.66249,2.44831,0.8681,0.66943,2.36519,0.80978,0.5789,2.33631,0.79753,0.63012,2.66112,0.94876,0.56688,2.31999,0.77772,0.55788,2.34007,0.78823,0.66864,2.4585
414,1.0367,0.66557,2.4939,0.84543,0.66548,2.46408,0.85557,0.57583,2.41047,0.81846,0.64686,2.81589,0.96916,0.56331,2.42088,0.85107,0.58298,2.42991,0.90407,0.66406,2.59513
415,1.02025,0.68562,2.4888,0.7847,0.69243,2.47223,0.77389,0.59654,2.46423,0.73411,0.66244,2.56619,0.89298,0.60214,2.42762,0.73109,0.59354,2.48286,0.95449,0.71265,2.58529
416,1.04452,0.6601,2.4642,0.86541,0.67952,2.42725,0.82927,0.56543,2.3951,0.80978,0.65413,2.5962,0.99047,0.54618,2.39371,0.82722,0.5222,2.41976,0.98428,0.60631,2.69654
417,1.04457,0.68542,2.48045,0.87479,0.68592,2.43716,0.85236,0.5564,2.42686,0.82572,0.65327,2.57901,0.97067,0.54461,2.39151,0.80379,0.53143,2.46485,0.89528,0.58721,2.78785
418,1.00622,0.68766,2.50159,0.73038,0.69053,2.45602,0.72859,0.61092,2.42536,0.71281,0.67838,2.55026,0.88719,0.58731,2.42595,0.70968,0.59978,2.48802,0.74524,0.71016,2.6883
419,1.0371,0.66463,2.46662,0.886,0.65335,2.38754,0.86244,0.559,2.36855,0.82761,0.63623,2.52108,0.98452,0.54313,2.36216,0.86369,0.52273,2.46207,0.83055,0.60692,2.65074
420,1.02432,0.67421,2.48693,0.82797,0.68764,2.47,0.783,0.61027,2.39843,0.79649,0.66876,2.75085,0.96994,0.57712,2.46079,0.76639,0.58722,2.49502,0.7549,0.65097,2.88016
421,1.02794,0.67944,2.44193,0.75824,0.67731,2.39217,0.74019,0.57211,2.3816,0.76841,0.64399,2.54822,0.9229,0.54125,2.36191,0.69898,0.56975,2.40597,0.7445,0.73647,2.5757
422,1.0348,0.66613,2.49716,0.82948,0.66845,2.4484,0.73832,0.55776,2.4041,0.72895,0.65112,2.59964,0.94571,0.55019,2.40991,0.72244,0.50582,2.51124,0.75924,0.58037,2.78787
423,1.02039,0.67838,2.44767,0.82943,0.68532,2.41119,0.79979,0.62754,2.37995,0.7848,0.65697,2.51344,0.97036,0.64205,2.36548,0.80067,0.6501,2.43861,0.84099,0.76461,2.62435
424,1.03992,0.6562,2.46159,0.87199,0.67717,2.45221,0.83972,0.61282,2.42615,0.75556,0.65668,2.64272,0.94768,0.6009,2.42173,0.71221,0.62986,2.51496,0.82664,0.70905,2.64582
425,1.02427,0.66205,2.45113,0.83221,0.67074,2.411,0.78696,0.57303,2.39439,0.75509,0.65468,2.66837,0.92895,0.56594,2.4264,0.74675,0.56895,2.4053,0.87229,0.62579,2.60246
426,1.02639,0.65945,2.46078,0.84984,0.67577,2.4478,0.83423,0.5924,2.37257,0.82851,0.67012,2.62997,0.94257,0.59453,2.40808,0.76906,0.5851,2.41976,0.8125,0.76668,2.79762
427,1.018,0.66784,2.47437,0.86936,0.6826,2.43579,0.8146,0.5508,2.39633,0.78165,0.66037,2.69683,0.9407,0.52548,2.39249,0.77216,0.53595,2.41222,0.8232,0.56438,2.78826
428,1.01634,0.6818,2.45441,0.86037,0.66364,2.40366,0.82817,0.59596,2.36068,0.7901,0.63939,2.5584,0.93933,0.58306,2.36682,0.74126,0.55149,2.41565,0.80088,0.64497,2.55398
429,1.00209,0.68163,2.45374,0.82016,0.68416,2.41823,0.81479,0.60713,2.36324,0.83042,0.6501,2.74083,0.93595,0.57082,2.37998,0.78533,0.62436,2.44111,0.81447,0.64728,2.64254
430,1.01338,0.65511,2.49218,0.82453,0.66956,2.40302,0.77198,0.55215,2.36867,0.74061,0.63455,2.52732,0.93447,0.53009,2.37984,0.73334,0.5162,2.45584,0.79945,0.7072,2.69698
431,1.03417,0.67783,2.48139,0.80653,0.67107,2.42479,0.79361,0.56569,2.37963,0.78635,0.64127,2.59609,0.93187,0.55604,2.39358,0.76491,0.55417,2.45057,0.79246,0.61849,2.65009
432,1.02399,0.65251,2.46289,0.83602,0.66675,2.42149,0.84347,0.49204,2.42149,0.82556,0.62341,2.58976,0.97574,0.46482,2.40137,0.81081,0.46944,2.44846,0.89881,0.44798,2.68516
433,0.99827,0.69918,2.48101,0.85157,0.71726,2.43472,0.78258,0.62556,2.41489,0.78897,0.67991,2.58707,0.97623,0.59825,2.38926,0.70169,0.64373,2.46338,0.84069,0.86693,2.46841
434,1.04243,0.6932,2.49802,0.84427,0.70275,2.45881,0.78327,0.59265,2.46066,0.76984,0.66503,2.72861,0.95181,0.57114,2.43508,0.7225,0.52438,2.48638,0.89879,0.8227,2.76252
435,0.99836,0.6619,2.43852,0.76302,0.67501,2.39905,0.73306,0.57712,2.37339,0.72179,0.6613,2.75463,0.91014,0.57826,2.35788,0.65873,0.56526,2.39451,0.7562,0.63814,2.76398
436,1.03935,0.6792,2.46914,0.79737,0.66191,2.38896,0.78514,0.55125,2.39867,0.73069,0.66269,2.50676,0.92301,0.54191,2.36651,0.71251,0.55975,2.4093,0.83399,0.62818,2.76863
437,1.06257,0.67912,2.47173,0.86479,0.70567,2.43189,0.86057,0.61031,2.35442,0.85675,0.68649,2.6097,1.0223,0.60926,2.38311,0.8047,0.60865,2.44214,0.95723,0.83966,2.73093
438,1.00787,0.68837,2.45691,0.82324,0.66847,2.36345,0.79721,0.61094,2.34539,0.78496,0.64247,2.53827,0.95849,0.59422,2.38614,0.76131,0.60611,2.42914,0.85514,0.68454,2.6047
439,1.0449,0.68921,2.46457,0.83211,0.69074,2.3938,0.77969,0.65765,2.38608,0.81474,0.67889,2.56119,0.93751,0.6812,2.41119,0.71151,0.6517,2.42616,0.85916,0.75962,2.72383
440,1.02141,0.65159,2.47328,0.8515,0.67438,2.41684,0.84102,0.56714,2.36845,0.83047,0.65205,2.59639,0.97984,0.57711,2.35493,0.80233,0.55858,2.41332,0.87831,0.63375,2.71829
441,1.01677,0.6591,2.47795,0.83037,0.66722,2.44699,0.78999,0.55626,2.42667,0.76613,0.61761,2.65505,0.94447,0.53676,2.43451,0.70787,0.54212,2.44621,0.79061,0.69848,2.7722
442,1.00115,0.66346,2.47366,0.75091,0.66951,2.40946,0.68661,0.55159,2.35981,0.65633,0.64476,2.45512,0.87419,0.56173,2.3396,0.62279,0.5649,2.40618,0.70103,0.75657,2.61465
443,1.02843,0.70146,2.43906,0.8549,0.68869,2.39516,0.81344,0.59242,2.37703,0.76853,0.66262,2.59888,0.94557,0.59112,2.33495,0.73771,0.63983,2.382,0.83515,0.66641,2.6724
444,1.01013,0.68194,2.46667,0.77412,0.68868,2.42062,0.74523,0.58784,2.35047,0.74763,0.672,2.55305,0.92603,0.59216,2.35019,0.67409,0.62584,2.41012,0.83716,0.67964,2.58321
445,0.99296,0.67634,2.46528,0.84416,0.68025,2.40848,0.80915,0.58262,2.36924,0.76803,0.64159,2.95147,0.9361,0.58296,2.39092,0.72367,0.56662,2.41339,0.84967,0.76827,2.81756
446,1.0205,0.6597,2.42915,0.85383,0.67038,2.36969,0.77926,0.52543,2.32609,0.76951,0.63826,2.49651,0.99106,0.50054,2.31933,0.75294,0.50974,2.36431,0.7997,0.67413,2.61187
447,1.03913,0.67285,2.46424,0.83847,0.69106,2.37305,0.81463,0.60801,2.31397,0.79986,0.66169,2.64792,0.93632,0.5948,2.33325,0.70942,0.59656,2.40373,0.82191,0.64018,2.59039
448,1.01661,0.66498,2.48135,0.88693,0.70099,2.4143,0.80643,0.60481,2.38906,0.80232,0.68718,2.80913,0.93599,0.61335,2.35648,0.77405,0.61242,2.42375,0.8089,0.8665,2.48564
449,0.98556,0.65506,2.48612,0.87709,0.66696,2.43194,0.8261,0.5777,2.39929,0.81255,0.62288,2.66152,0.95388,0.59677,2.36658,0.8026,0.57074,2.48683,0.78886,0.7764,2.50965
450,1.02088,0.66233,2.47873,0.8612,0.66948,2.45943,0.81292,0.58607,2.42294,0.77924,0.65123,2.72771,1.01809,0.59431,2.4463,0.72734,0.57447,2.44121,0.81766,0.65867,2.95628
451,1.02749,0.67376,2.46555,0.84379,0.68354,2.40295,0.79242,0.58067,2.36607,0.76938,0.65052,2.66449,0.93602,0.54183,2.36121,0.76313,0.54651,2.423,0.86701,0.61571,2.60534
452,1.03762,0.65661,2.47652,0.94026,0.67764,2.47706,0.97021,0.5483,2.458,0.91699,0.63836,2.62936,0.99373,0.54842,2.46863,0.8854,0.54781,2.47861,0.96988,0.71058,2.7271
453,0.99674,0.67537,2.44984,0.80106,0.66776,2.41106,0.73416,0.57683,2.3643,0.7314,0.64329,2.67932,0.91669,0.58792,2.38434,0.68714,0.57923,2.44012,0.70591,0.78471,2.57995
454,1.02414,0.67393,2.46677,0.92943,0.69109,2.42928,0.86145,0.58645,2.36511,0.83888,0.64729,2.68192,0.95572,0.57991,2.36902,0.79176,0.58014,2.41252,0.88848,0.63781,2.83893
455,1.00258,0.67637,2.47096,0.81231,0.68533,2.38254,0.76023,0.58806,2.30895,0.72964,0.65145,2.52825,0.88444,0.5722,2.3403,0.73386,0.58309,2.39736,0.86386,0.71018,2.733
456,0.99424,0.64998,2.47726,0.82554,0.67446,2.39833,0.79865,0.54439,2.38362,0.82321,0.64383,2.70755,0.90084,0.54485,2.40911,0.76977,0.53716,2.44401,0.87307,0.6492,2.79908
457,1.01386,0.67437,2.48941,0.87468,0.68971,2.45039,0.81345,0.56424,2.43857,0.82003,0.65474,2.74038,0.93316,0.5842,2.45361,0.79373,0.56145,2.455,0.89806,0.65195,2.6915
458,1.00631,0.67009,2.45196,0.87319,0.68042,2.40853,0.78607,0.6246,2.40454,0.7673,0.65292,2.71508,0.95303,0.56927,2.40249,0.70931,0.61337,2.42526,0.79767,0.7148,2.5897
459,1.0253,0.68084,2.45582,0.79717,0.67137,2.41293,0.74378,0.57016,2.40107,0.77104,0.63908,2.70606,0.91576,0.57448,2.37419,0.71259,0.55813,2.46353,0.84475,0.65331,2.57158
460,1.04897,0.68428,2.48433,0.84944,0.67513,2.45021,0.80371,0.57069,2.41883,0.78928,0.62188,2.56469,0.9656,0.5302,2.44038,0.79969,0.52909,2.4458,0.83547,0.62905,2.67699
461,1.08389,0.64685,2.48991,0.89523,0.66828,2.42972,0.89029,0.57529,2.41351,0.83886,0.64116,2.6372,1.00714,0.54856,2.35343,0.84888,0.58032,2.45923,0.93069,0.65577,2.61452
462,1.03459,0.68107,2.48279,0.86698,0.65774,2.39057,0.79634,0.53304,2.3633,0.79598,0.64734,2.76637,0.99068,0.52409,2.37669,0.75059,0.5216,2.3861,0.98389,0.63408,2.89895
463,1.03194,0.66803,2.46209,0.88022,0.66337,2.39828,0.83272,0.5743,2.38043,0.8304,0.63497,2.63387,0.97773,0.54213,2.33072,0.79393,0.56219,2.42172,0.89561,0.63245,2.6238
464,1.01343,0.69578,2.46797,0.86626,0.68668,2.42905,0.83737,0.62052,2.38623,0.80902,0.66332,2.63488,0.90298,0.6217,2.40975,0.77625,0.64325,2.3892,0.93058,0.68382,2.52543
465,1.02031,0.66485,2.48553,0.903,0.67502,2.41542,0.84918,0.54408,2.41599,0.81415,0.62568,2.61945,0.91668,0.52762,2.38885,0.81924,0.52533,2.42134,0.94639,0.5521,2.45661
466,1.03794,0.69091,2.46559,0.84741,0.68333,2.45819,0.8065,0.59027,2.41718,0.72273,0.65889,2.72009,0.94486,0.58151,2.41083,0.71401,0.58494,2.45905,0.72619,0.75391,2.52618
467,1.06505,0.63916,2.46915,0.92859,0.66033,2.35469,0.8515,0.56418,2.32576,0.86794,0.61575,2.53132,0.9822,0.55093,2.31373,0.84594,0.55792,2.41882,0.8601,0.66284,2.72708
468,1.01073,0.66699,2.45745,0.80497,0.67156,2.37292,0.73794,0.59377,2.35561,0.71603,0.66293,2.66988,0.92686,0.59974,2.33647,0.70577,0.58435,2.40309,0.86221,0.61313,2.42874
469,1.06392,0.69259,2.46136,0.9231,0.69123,2.39335,0.87175,0.60635,2.37506,0.85527,0.67634,2.63275,0.98368,0.62438,2.40461,0.84494,0.60411,2.40393,1.11342,0.67301,2.67001
470,1.01533,0.65986,2.46299,0.91143,0.66304,2.38912,0.83336,0.52117,2.39724,0.7793,0.61417,2.59075,0.93689,0.51898,2.39789,0.75767,0.52851,2.4211,0.87658,0.56387,2.57782
471,1.04299,0.67526,2.47348,0.84895,0.6643,2.41437,0.83193,0.55634,2.36411,0.77813,0.64524,2.64182,0.95274,0.55776,2.39618,0.77857,0.55129,2.4173,0.91785,0.59464,2.56854
472,0.98265,0.67544,2.46237,0.80718,0.6542,2.38858,0.76571,0.62312,2.35261,0.76152,0.66434,2.64368,0.89876,0.62665,2.33806,0.71668,0.61696,2.40361,0.78768,0.69524,2.47675
473,1.01457,0.6465,2.46534,0.92006,0.67864,2.3991,0.85731,0.55758,2.36365,0.84631,0.6315,2.46452,0.95129,0.56973,2.39181,0.80018,0.56061,2.43016,0.85626,0.746,2.51522
474,0.98357,0.68046,2.4465,0.80028,0.66257,2.41067,0.75401,0.55097,2.39641,0.74864,0.62812,2.52805,0.89164,0.54555,2.41154,0.7615,0.55721,2.4282,0.90353,0.66989,2.63741
475,1.00473,0.66593,2.47958,0.84008,0.65838,2.43877,0.80769,0.49684,2.45442,0.79762,0.63375,2.75214,0.92468,0.50026,2.40034,0.79839,0.51458,2.42662,0.83299,0.57451,2.70918
476,1.06935,0.67554,2.45247,0.9649,0.658,2.44954,0.88578,0.51993,2.41751,0.87196,0.63598,2.74024,0.99766,0.50938,2.46305,0.82114,0.47408,2.45555,0.91456,0.54799,2.62696
477,0.96607,0.64675,2.47591,0.84823,0.67125,2.39973,0.81136,0.50279,2.36535,0.76178,0.60851,2.55729,0.88524,0.49572,2.37557,0.75286,0.5205,2.43888,0.86266,0.53918,2.58408
478,1.0183,0.6904,2.41848,0.85917,0.66816,2.37105,0.78451,0.53563,2.35105,0.78964,0.64289,2.5577,0.94742,0.53963,2.30947,0.77201,0.52929,2.38122,0.81194,0.6496,2.57192
479,1.02162,0.66651,2.4631,0.81072,0.67254,2.43681,0.71732,0.55145,2.39369,0.7085,0.63477,2.64503,0.92899,0.56765,2.38963,0.716,0.55666,2.45341,0.89333,0.53969,2.62824
480,1.0242,0.66447,2.45997,0.84236,0.67441,2.29135,0.77432,0.55835,2.23607,0.70754,0.65475,2.69954,0.94049,0.53069,2.25024,0.67907,0.53972,2.34139,0.6681,0.57862,2.48136
481,1.0243,0.67556,2.47876,0.82044,0.69994,2.41269,0.76442,0.60636,2.39694,0.75085,0.64786,2.58593,0.89883,0.62345,2.39502,0.72729,0.63297,2.46456,0.76807,0.67314,2.77501
482,0.9994,0.65964,2.45638,0.79599,0.67906,2.40518,0.73508,0.63188,2.34761,0.7071,0.66561,2.54817,0.90576,0.65155,2.35102,0.67064,0.64407,2.41652,0.79093,0.76813,2.53111
483,0.99969,0.64941,2.46639,0.85572,0.65369,2.45205,0.83293,0.54333,2.41905,0.81213,0.62589,2.63683,0.9498,0.52622,2.40929,0.78609,0.52424,2.43202,0.85739,0.55828,2.62075
484,1.05929,0.67649,2.46817,0.93032,0.65318,2.42383,0.84911,0.58926,2.38311,0.83198,0.62753,2.61488,0.97205,0.59004,2.37131,0.75776,0.61513,2.446,0.94084,0.65621,2.5975
485,0.99372,0.67035,2.44552,0.81471,0.67074,2.3971,0.78145,0.60671,2.38505,0.78019,0.63723,2.70618,0.88152,0.57222,2.35071,0.7383,0.594,2.43682,0.77694,0.75866,2.55115
486,1.01955,0.66692,2.45729,0.81216,0.66447,2.39907,0.7751,0.52951,2.37806,0.76241,0.63197,2.51269,0.9631,0.53472,2.35227,0.73583,0.57738,2.45948,0.84538,0.65105,2.55277
487,0.98671,0.68111,2.46465,0.7526,0.68695,2.41893,0.75321,0.60302,2.3851,0.745,0.67453,2.57292,0.92968,0.55256,2.38922,0.71653,0.5942,2.48073,0.83005,0.69525,2.57804
488,1.00292,0.66705,2.46464,0.81895,0.67771,2.36339,0.78327,0.57701,2.29698,0.75597,0.63795,2.55958,0.94069,0.58146,2.29984,0.75615,0.61231,2.36321,0.85091,0.72779,2.55178
