batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign,loss_L28_age_bin,loss_L28_gender,loss_L28_star_sign
0,1.09823,0.69288,2.48549,99.23872,167.79466,2.62807,175.34505,45.37241,2.81151,369.30701,1.04041,2.58872,464.1962,0.97135,2.68714,1.23716,0.81745,615.61902,4.13933,1.44104,792.53479,3.72844,7.48306,6.0015
1,1.09815,0.69136,2.48474,32.1769,0.67916,2.5153,104.25843,10.6952,2.56763,305.71738,0.77198,2.61408,349.61615,0.77274,2.64691,1.15541,0.79673,514.4314,2.93496,1.41174,732.64874,1.95103,5.60255,4.51951
2,1.09719,0.69428,2.48471,48.8307,0.80352,2.48224,49.44227,3.1362,2.53073,206.37149,0.81474,2.56519,276.98505,0.80404,2.72417,1.10017,0.78162,370.90558,2.53723,1.33248,648.42426,1.70092,2.47004,3.75568
3,1.09575,0.69449,2.48369,62.64279,0.80803,2.50179,46.51982,4.49425,2.52891,112.09737,0.69575,2.47265,228.2421,0.66628,2.58101,1.13235,0.77507,287.77661,2.45253,1.07292,524.06836,2.15199,1.34468,3.58561
4,1.0953,0.69253,2.48481,68.08376,0.77341,2.5325,19.92101,7.59547,2.5303,126.95132,0.73766,2.60913,209.11003,0.75732,2.65674,1.05937,0.72065,242.98792,2.0425,1.15979,448.9191,2.24344,1.96848,3.56841
5,1.09367,0.69104,2.48387,55.59321,0.75089,2.47905,48.63554,2.42613,2.51872,131.16264,0.71667,2.54414,181.06377,0.79525,2.51668,0.95944,0.67704,244.75716,1.6159,1.35908,391.6973,1.98671,2.26729,3.57757
6,1.0883,0.69067,2.48669,57.8752,0.73422,2.52432,57.71843,9.48636,2.58633,100.67601,0.86085,2.59313,163.02461,0.86534,2.51891,1.02818,0.6674,183.03615,1.84631,1.12492,329.72101,1.81608,1.94549,3.92334
7,1.09402,0.69068,2.48059,39.38282,0.7158,2.46002,38.26759,2.46026,2.507,86.6352,0.8211,2.53787,91.13826,0.83724,2.55138,1.06517,0.71443,188.882,1.8768,0.97901,260.17914,1.48961,1.67247,3.52621
8,1.08758,0.69319,2.48098,24.29432,0.83863,2.4757,33.97353,11.93242,2.56848,43.25412,0.70718,2.54223,87.76118,0.70946,2.51843,0.97026,0.79124,172.45715,2.00022,0.99086,206.7738,1.21226,1.78682,3.34622
9,1.09054,0.68958,2.47982,11.6771,0.76979,2.49366,40.43423,10.81053,2.4875,87.09039,0.67918,2.56335,52.59145,0.7245,2.57105,1.01641,0.71037,161.98575,1.95345,1.11416,200.05359,1.28414,1.04748,3.23213
10,1.09155,0.69175,2.47984,24.59946,0.80411,2.51784,32.36271,2.04641,2.48876,110.29832,0.64097,2.49137,21.22384,0.69174,2.54258,0.95561,0.63502,173.49158,1.60164,0.94413,155.51106,1.46572,1.0251,3.33281
11,1.08057,0.69107,2.47901,31.9559,0.78257,2.46541,11.22024,11.36924,2.51814,115.382,0.67511,2.47538,24.32952,0.72019,2.51255,0.95636,0.71252,201.0582,1.65924,1.11106,96.35293,1.56123,1.20465,3.28417
12,1.08317,0.69989,2.47625,35.18648,0.90735,2.49611,27.36399,8.36657,2.50259,113.35289,0.68046,2.50457,54.90302,0.77625,2.51434,0.90533,0.64231,151.99844,1.46255,1.03044,106.48274,1.54029,1.02325,3.02451
13,1.07479,0.69522,2.48364,21.7319,0.83218,2.52491,31.62238,2.62008,2.49957,93.85117,0.68735,2.54637,66.17107,0.76935,2.54871,0.86099,0.6835,155.1012,1.31158,0.90515,119.3187,1.19986,1.23284,2.89775
14,1.08775,0.69683,2.4803,8.1678,0.85091,2.50044,31.88634,10.06549,2.53689,90.89773,0.66756,2.52758,64.83774,0.72676,2.52946,0.99543,0.61027,152.85913,1.34834,0.98441,142.57175,1.30696,0.98219,3.01381
15,1.07395,0.68924,2.48391,15.66279,0.7469,2.53541,16.55393,7.95765,2.51943,52.50427,0.62863,2.56218,58.87335,0.63985,2.57278,0.9037,0.73542,195.66052,1.49188,0.94557,182.91339,1.07975,1.04123,3.02712
16,1.09702,0.69383,2.47449,11.85167,0.80182,2.46696,7.6265,2.99929,2.46217,41.99379,0.63942,2.47079,49.10935,0.71585,2.55332,0.85041,0.73764,172.43265,1.4644,1.01286,139.40097,1.16205,0.91827,2.94093
17,1.09251,0.68995,2.47461,23.56446,0.76258,2.48178,12.11019,9.37819,2.48937,45.71947,0.64196,2.52585,23.79918,0.59912,2.49428,0.90249,0.6048,155.59137,1.32222,0.82714,127.86816,1.25669,0.95442,3.06751
18,1.07306,0.69011,2.48449,22.49223,0.77607,2.45102,22.0905,10.92931,2.4766,47.08182,0.61119,2.45989,36.43697,0.65947,2.50417,0.99521,0.64048,127.87095,1.32969,52.94012,185.2097,1.48773,1.00918,3.0362
19,1.08961,0.68917,2.48501,9.27486,0.72374,2.47604,20.2146,3.16829,2.51905,40.70125,0.65883,2.57409,31.15245,0.69735,2.54054,0.83756,0.64944,107.67171,1.12466,0.79459,192.79875,1.23626,0.85268,2.9858
20,1.078,0.68884,2.48482,7.04928,0.74925,2.50708,20.6244,9.42199,2.55272,29.44869,0.635,2.49655,17.94166,0.65285,2.58577,0.97721,0.57793,79.81115,1.32254,0.96386,145.98222,1.21516,0.71158,2.90851
21,1.07421,0.69051,2.48008,11.23578,0.73803,2.46765,14.55089,13.52353,2.5225,42.979,0.6212,2.54731,32.10816,0.66544,2.5418,0.87544,0.66673,65.48344,1.12269,0.88084,201.00259,1.14124,0.71078,2.83996
22,1.06198,0.68733,2.48955,11.92121,0.70321,2.49118,3.44358,9.48608,2.5689,54.45219,0.63679,2.49112,51.05989,0.6681,2.55456,0.90589,0.63736,108.83903,1.40586,0.80854,155.15187,1.26175,0.71416,2.67172
23,1.08557,0.69133,2.48081,1.53219,0.73683,2.48989,14.14534,2.29207,2.49828,45.83408,0.63729,2.51554,58.55808,0.65826,2.48997,0.87441,0.62173,101.51374,1.09601,0.71583,145.49586,1.34303,0.74687,2.79255
24,1.06328,0.69496,2.4727,1.36588,0.80398,2.51657,13.3908,9.07973,2.43004,38.42803,0.62902,2.4671,49.69317,0.67395,2.536,0.87529,0.67583,88.96723,0.90127,0.92816,153.81862,1.09545,0.84206,2.73334
25,1.07287,0.69013,2.47077,1.1973,0.74519,2.47143,12.41278,14.24508,2.47019,22.14152,0.66582,2.52219,29.29134,0.68399,2.54375,0.97702,0.64064,100.61124,1.27779,0.84557,125.92146,1.23506,0.83593,2.87338
26,1.09121,0.69171,2.4775,1.32293,0.75928,2.47328,13.16417,7.99363,2.45547,36.00329,0.66727,2.44156,13.51632,0.67574,2.49523,0.91099,0.67689,104.32684,1.10619,0.84427,116.22191,1.38605,0.77679,2.67908
27,1.09243,0.69622,2.4752,1.23785,0.81213,2.51939,9.91017,4.61674,2.46015,30.30596,0.65299,2.49651,21.71893,0.6876,2.51111,0.81473,0.6479,111.83012,1.01429,0.8664,127.20145,1.07879,0.72922,2.71682
28,1.078,0.69325,2.48528,1.34393,0.76902,2.5023,8.29072,7.05537,2.51049,26.02938,0.61099,2.48271,22.61712,0.61669,2.48407,0.80358,0.61098,93.17876,1.05623,0.86179,123.1845,1.08107,0.70204,2.59144
29,1.08174,0.69263,2.47165,1.23125,0.77005,2.5124,3.90342,3.10416,2.48243,16.56403,0.6213,2.55488,28.1694,0.61312,2.58962,0.81723,0.62099,79.31131,0.98017,0.83117,102.3862,1.23355,0.80213,2.69941
30,1.08446,0.69437,2.47595,1.17864,0.79279,2.47339,7.55945,6.39356,2.44429,25.84658,0.57763,2.42255,31.12902,0.60127,2.43938,0.83773,0.6027,100.65784,0.99427,0.78213,101.76881,0.94471,0.76845,2.63655
31,1.10333,0.69642,2.47669,1.22563,0.76595,2.45627,6.40182,7.00065,2.43003,26.49035,0.61164,2.46004,31.02882,0.63321,2.49296,0.84436,0.56541,66.91019,1.11767,0.81924,79.58813,0.96621,0.69129,2.69826
32,1.08842,0.68615,2.47124,1.27038,0.67953,2.46523,3.53027,3.89544,2.43018,18.41239,0.62181,2.43956,24.16779,0.64499,2.41717,0.76172,0.64528,52.31427,0.86647,0.90444,66.10764,0.95823,0.69855,2.87028
33,1.07435,0.69125,2.48136,1.19216,0.71471,2.41347,5.54378,8.54124,2.38543,5.99741,0.615,2.37777,20.50433,0.58616,2.41431,0.81183,0.61525,75.61572,1.00799,0.8435,72.88692,0.9715,0.64923,2.55039
34,1.09326,0.69069,2.47127,1.18014,0.72664,2.45362,5.56757,11.56443,2.4346,10.80965,0.60497,2.44515,13.13217,0.62165,2.50406,0.73851,0.60302,69.7543,0.882,0.71809,85.61188,0.94574,0.72975,2.59102
35,1.08962,0.69055,2.47293,1.18135,0.73499,2.44727,4.65187,8.19894,2.48323,17.3875,0.58606,2.49293,9.81313,0.59372,2.47249,0.84457,0.63664,84.5191,1.01389,0.67965,74.89762,1.09332,0.65282,2.62534
36,1.07468,0.68702,2.46467,1.22395,0.67075,2.47254,4.41045,2.88255,2.47978,22.51139,0.63911,2.46617,17.16092,0.64425,2.46428,0.80211,0.61484,47.7602,0.99704,0.72169,65.88006,0.91997,0.78017,2.68526
37,1.08268,0.69132,2.45784,1.25431,0.72345,2.45774,3.0038,5.11517,2.49801,24.1703,0.53437,2.49187,20.1988,0.55062,2.49113,0.84211,0.57487,51.98997,1.09869,0.67231,66.39483,0.97984,0.63624,2.65056
38,1.07195,0.68856,2.46552,1.2573,0.67945,2.4298,4.79888,3.11435,2.40369,22.95673,0.59669,2.45171,12.75304,0.63066,2.42792,0.90769,0.63899,50.75529,0.97604,0.80847,68.8321,0.98844,0.62928,2.58077
39,1.09782,0.69321,2.49377,1.154,0.75148,2.48283,2.81095,6.30294,2.47457,14.03256,0.5816,2.48293,6.37299,0.60758,2.5272,0.72408,0.57287,40.09854,0.84217,0.75633,72.63126,0.93194,0.69796,2.77983
40,1.06512,0.69244,2.48116,1.1568,0.74398,2.47874,4.55479,6.69726,2.50598,10.39463,0.60215,2.47892,10.74539,0.61733,2.51314,0.96194,0.63307,39.93317,1.15546,0.7271,50.98094,1.27687,0.68674,2.66286
41,1.06621,0.68751,2.48166,1.11692,0.67827,2.51508,3.39705,1.8339,2.50194,5.84068,0.58407,2.49782,15.05338,0.54682,2.50302,0.81245,0.57571,39.08731,0.94537,0.67326,47.20302,1.03661,0.69161,2.65043
42,1.09041,0.6886,2.48967,1.24116,0.67925,2.48554,4.73236,6.57055,2.51944,11.50879,0.58037,2.49946,9.49478,0.60493,2.56717,0.88466,0.6055,37.23161,0.99745,0.74032,39.24381,0.95916,0.69974,2.614
43,1.06901,0.69023,2.47476,1.19747,0.69318,2.45833,2.85334,3.66376,2.46134,10.77176,0.59904,2.48328,8.50263,0.60741,2.47149,0.73412,0.62781,35.50162,0.78178,0.7212,27.29101,0.81225,0.69255,2.59345
44,1.0677,0.69097,2.47158,1.13903,0.71211,2.49197,4.36785,4.4835,2.44708,8.45738,0.69415,2.4506,4.77845,0.66343,2.41291,0.90508,0.68924,29.20626,1.00737,1.00214,29.38099,0.98785,0.76223,2.76435
45,1.08321,0.6897,2.46719,1.1882,0.69684,2.43706,3.91659,5.17507,2.46785,10.71828,0.65114,2.48504,10.40863,0.62714,2.42184,0.89125,0.66985,26.03065,0.94852,0.74083,23.52878,0.99848,0.70059,2.64898
46,1.0688,0.69237,2.50317,1.19701,0.73088,2.50243,2.70852,1.51784,2.48816,7.31964,0.57652,2.48252,10.52867,0.63773,2.50845,0.75808,0.5975,23.18975,0.80842,0.79337,32.42767,0.95036,0.62456,2.63413
47,1.07012,0.68914,2.45805,1.15198,0.66013,2.44332,3.00047,5.59659,2.4378,6.30437,0.66403,2.50235,6.747,0.64593,2.50262,0.77502,0.6291,20.82327,0.86239,0.70306,32.94946,0.85243,0.68804,2.67675
48,1.09466,0.69006,2.46607,1.17609,0.68003,2.47469,2.28048,2.78602,2.45816,7.03774,0.63306,2.47067,5.60113,0.65663,2.47994,0.71516,0.57672,25.61694,0.84515,0.72757,22.23818,0.84422,0.68331,2.62599
49,1.0786,0.69075,2.49971,1.11121,0.68535,2.49966,3.76747,5.83229,2.52296,7.74646,0.57842,2.50958,7.70944,0.57177,2.5454,0.74014,0.66564,20.00203,0.89303,0.7208,16.74911,0.87681,0.72072,2.77129
50,1.06846,0.68787,2.465,1.12138,0.66929,2.47366,2.63905,3.57354,2.44722,4.10065,0.58491,2.43278,7.43479,0.58913,2.47077,0.82254,0.57008,15.34523,0.99006,0.74402,21.27234,0.96936,0.61654,2.62181
51,1.10512,0.69069,2.4771,1.12608,0.69416,2.48868,2.76009,3.08856,2.4853,8.69264,0.64455,2.45318,8.67765,0.63578,2.50521,0.78773,0.60925,24.17614,0.8682,0.85858,20.2759,0.9258,0.68282,2.73395
52,1.08728,0.68779,2.46266,1.1464,0.67521,2.43113,3.11681,3.37978,2.43687,7.90185,0.55664,2.39731,7.45504,0.59367,2.42492,0.7665,0.57263,22.30844,0.89415,0.8753,13.65746,0.7805,0.62306,2.43516
53,1.08659,0.68876,2.4645,1.1169,0.67263,2.44801,4.04384,3.01962,2.41159,5.06897,0.55973,2.46007,5.29977,0.58857,2.46969,0.78224,0.58071,19.36898,0.85187,0.51437,21.72768,0.98829,0.59617,2.61033
54,1.07357,0.69119,2.48072,1.14257,0.70484,2.46011,2.79458,2.86498,2.45694,5.34225,0.62303,2.43589,7.66858,0.63324,2.48295,0.7798,0.63531,19.9009,0.90626,0.95679,20.77505,0.82003,0.71912,2.54435
55,1.07937,0.68854,2.49309,1.21124,0.66526,2.45408,3.03839,1.71878,2.47225,5.94793,0.59893,2.48871,4.60813,0.57338,2.52419,0.79906,0.63825,22.70245,0.95898,0.84379,26.67515,0.96398,0.75457,2.62991
56,1.05545,0.69058,2.46582,1.16287,0.70849,2.42732,3.41286,2.50233,2.45631,3.7528,0.605,2.40088,6.21558,0.62483,2.44462,0.75901,0.63449,17.39322,0.81102,0.80012,23.46527,0.90237,0.64362,2.61298
57,1.08724,0.69042,2.47395,1.11679,0.68639,2.45333,3.61716,3.18998,2.46377,5.04594,0.64627,2.487,5.8871,0.70164,2.47494,0.75435,0.67049,14.24629,0.94402,0.85969,21.84306,0.86348,0.76881,2.52112
58,1.0919,0.69062,2.48729,1.12367,0.70184,2.42736,2.49426,1.83782,2.47007,5.66619,0.61997,2.44834,5.84509,0.61383,2.49188,0.68567,0.56669,18.52983,0.73338,0.81884,22.54361,0.80789,0.68997,2.58149
59,1.06656,0.68883,2.45288,1.14871,0.65776,2.39869,5.30151,4.23,2.41765,4.99371,0.57785,2.36269,3.98231,0.57733,2.38794,0.71986,0.59227,17.25667,0.70517,0.74305,24.9832,0.71243,0.62808,2.59566
60,1.06759,0.68851,2.46243,1.18445,0.66339,2.41908,2.12212,2.9275,2.40278,5.42363,0.61916,2.42118,5.23614,0.60809,2.44197,0.69567,0.61252,17.59385,0.74389,0.81289,24.93877,0.80204,0.64501,2.61148
61,1.08826,0.68771,2.4595,1.0903,0.65033,2.43776,5.3486,4.27925,2.44615,6.63949,0.56819,2.46195,5.29344,0.56505,2.44876,0.83806,0.57974,16.02987,0.85528,0.75895,29.78794,0.90398,0.65276,2.56223
62,1.06396,0.69006,2.49821,1.12955,0.69825,2.47015,5.58962,2.79454,2.45629,4.31811,0.60863,2.48336,4.25684,0.60188,2.46909,0.79707,0.6268,18.95782,0.87017,0.72834,21.71121,0.87188,0.78283,2.65974
63,1.05556,0.69024,2.45939,1.15596,0.69004,2.48019,3.48122,2.07818,2.46027,6.17971,0.60037,2.441,4.01204,0.633,2.45463,0.70339,0.62976,14.61266,0.82399,1.02283,15.98411,0.82704,0.68858,2.49025
64,1.07344,0.68941,2.48087,1.14357,0.69151,2.41486,4.22667,2.9364,2.39957,3.25085,0.64337,2.38156,3.26628,0.65331,2.37485,0.74037,0.63835,14.30095,0.84896,0.85006,19.95048,0.76665,0.67979,2.69562
65,1.07439,0.69162,2.48112,1.16859,0.72187,2.45221,4.39539,3.21962,2.43989,5.75185,0.63107,2.49706,4.25332,0.65586,2.46395,0.85901,0.65079,19.0034,0.88844,0.91312,20.75294,0.88813,0.80835,2.66023
66,1.11527,0.6887,2.47519,1.15982,0.67606,2.40279,3.68747,2.27163,2.41818,4.43025,0.52876,2.39122,3.13546,0.56372,2.403,0.65955,0.58638,15.24498,0.68698,0.72746,16.6979,0.77635,0.65688,2.44657
67,1.09489,0.69084,2.43291,1.09701,0.68106,2.40203,5.40317,2.22371,2.40982,3.40688,0.56491,2.42682,3.42732,0.60145,2.41528,0.82459,0.60483,15.38733,0.88035,0.7688,19.15159,0.82004,0.74568,2.65871
68,1.07562,0.69131,2.46107,1.1298,0.70391,2.47129,4.48533,1.98095,2.44172,4.73526,0.63653,2.45322,3.53522,0.6277,2.47932,0.80202,0.64068,16.82522,0.89295,0.80732,18.05403,0.8942,0.63273,2.66269
69,1.09092,0.68852,2.47706,1.08842,0.67293,2.46271,5.70899,1.99811,2.48327,3.61204,0.62462,2.53285,2.43767,0.64838,2.46201,0.77657,0.633,15.72051,0.91206,0.76071,15.3297,0.91097,0.7892,2.60851
70,1.07864,0.68903,2.45309,1.11324,0.67269,2.40576,6.30416,1.37179,2.41309,3.34296,0.60635,2.41017,2.75382,0.62027,2.40438,0.81144,0.65008,13.0213,0.85859,0.77768,10.60421,0.85016,0.76448,2.56428
71,1.07743,0.68461,2.48483,1.08502,0.68017,2.5041,4.65154,2.35258,2.52582,4.6965,0.50092,2.50997,2.75927,0.52888,2.47892,0.83956,0.52611,17.58164,0.9001,0.65044,17.24506,0.93876,0.61807,2.65167
72,1.08094,0.68834,2.48209,1.11058,0.67779,2.43951,4.20949,1.61153,2.46176,2.45747,0.57443,2.46017,2.66942,0.59916,2.441,0.8585,0.59472,12.94516,0.84586,0.8493,21.55052,0.8567,0.67563,2.54522
73,1.08149,0.6894,2.45631,1.1317,0.69392,2.4037,4.97662,1.35488,2.46557,5.40726,0.5942,2.4532,3.13482,0.61666,2.45133,0.75363,0.62806,11.46572,0.8346,0.82547,19.3469,0.85741,0.66733,2.53956
74,1.06718,0.68726,2.48837,1.16965,0.64512,2.49877,3.3409,1.25651,2.49582,3.77865,0.55901,2.51308,3.2818,0.56505,2.50152,0.74413,0.57119,13.62633,0.78091,0.71798,24.28605,0.8322,0.65469,2.62481
75,1.08563,0.68704,2.45784,1.17156,0.6635,2.45667,3.74563,1.47597,2.43252,4.99121,0.572,2.44786,3.12329,0.58964,2.44945,0.77848,0.61456,12.33962,0.89555,0.77106,15.28717,0.85753,0.67152,2.47976
76,1.09075,0.68639,2.4714,1.10286,0.64615,2.46504,2.16444,1.67139,2.43889,4.48603,0.56011,2.43238,2.28204,0.58652,2.41839,0.81174,0.57541,14.11649,0.94694,0.80247,14.05235,0.81568,0.60671,2.56016
77,1.04889,0.68664,2.46453,1.11261,0.68976,2.44265,3.62414,1.7938,2.4389,3.2984,0.5569,2.41085,2.78623,0.55706,2.45954,0.7275,0.56783,13.76977,0.77115,0.73214,16.12504,0.84995,0.64257,2.63718
78,1.07476,0.68846,2.48344,1.11747,0.67926,2.43938,2.16162,2.21705,2.43658,5.49272,0.59264,2.40284,3.30964,0.61825,2.47244,0.75051,0.66477,14.23157,0.74763,0.79622,17.41551,0.84558,0.65811,2.48934
79,1.05492,0.68825,2.473,1.11369,0.66844,2.42799,3.40548,1.31611,2.44441,2.80249,0.61959,2.47973,2.95173,0.63524,2.44725,0.86625,0.60452,16.32227,0.98399,0.68097,17.7749,0.94129,0.68916,2.41731
80,1.05469,0.68396,2.46838,1.11506,0.68131,2.4503,1.81135,2.55225,2.44339,5.36214,0.5285,2.40879,2.43032,0.56957,2.42471,0.73662,0.55021,12.95182,0.78094,0.85464,11.33885,0.8121,0.65315,2.65098
81,1.06941,0.68716,2.46574,1.078,0.67816,2.4128,2.43085,3.14159,2.37985,6.3608,0.58401,2.40247,3.61876,0.60727,2.44274,0.83362,0.56187,13.79451,0.78899,0.72664,10.11862,0.851,0.66904,2.60204
82,1.05916,0.68591,2.47736,1.10488,0.65115,2.3997,2.67865,1.92013,2.38568,3.47501,0.5823,2.45704,2.91681,0.59093,2.4289,0.74528,0.5701,13.22497,0.83261,0.75692,9.9257,0.79046,0.64333,2.5074
83,1.07767,0.68765,2.48741,1.0968,0.67387,2.46087,2.15998,3.30517,2.45271,7.12821,0.60729,2.45452,2.65243,0.61675,2.50181,0.83267,0.62398,19.59374,0.90007,0.79353,9.50276,0.93692,0.64039,2.58878
84,1.06448,0.69179,2.46409,1.11685,0.69813,2.43318,3.00024,1.45026,2.38722,4.87577,0.61374,2.41286,2.36819,0.61702,2.40683,0.84919,0.63684,15.31386,0.86837,0.67447,7.94638,0.95632,0.59975,2.50805
85,1.07795,0.68756,2.50062,1.06937,0.69818,2.4616,2.13181,3.25301,2.44098,5.65057,0.62963,2.39393,3.45061,0.63217,2.43361,0.69376,0.66491,16.22073,0.85171,0.93721,8.41725,0.66215,0.68363,2.60625
86,1.04866,0.68768,2.44794,1.12257,0.69142,2.41912,3.0496,1.49685,2.43974,5.65439,0.59024,2.44062,2.97329,0.62207,2.4437,0.84383,0.5758,17.51269,0.88505,0.8163,7.9162,0.93374,0.63507,2.49398
87,1.07965,0.68527,2.46763,1.13197,0.67977,2.43525,1.7912,3.72109,2.43184,4.1546,0.59906,2.41414,2.9465,0.5914,2.4488,0.69598,0.60442,18.43953,0.68775,0.82929,7.03649,0.67655,0.64926,2.49783
88,1.06751,0.68812,2.48341,1.07296,0.67027,2.47692,2.59387,2.24344,2.49269,2.88309,0.56487,2.54492,3.01463,0.58719,2.51029,0.86202,0.5897,14.49609,0.94447,0.7295,6.99579,0.95613,0.64724,2.51352
89,1.0743,0.68486,2.45369,1.09296,0.66731,2.41484,3.64702,4.11933,2.41547,4.20578,0.53064,2.37042,3.30937,0.54367,2.41439,0.72528,0.55724,16.31046,0.77088,0.65947,6.53508,0.77453,0.57351,2.44021
90,1.08855,0.68746,2.50676,1.10811,0.68377,2.46042,3.18683,3.08939,2.4508,3.32051,0.62202,2.43239,4.74287,0.62684,2.41202,0.71575,0.60014,17.35226,0.83821,0.69403,6.39515,0.8315,0.65227,2.53019
91,1.10578,0.68818,2.46806,1.08986,0.67208,2.41143,3.2181,3.88658,2.38472,3.83799,0.5504,2.35083,4.96479,0.56427,2.35592,0.80803,0.56654,20.07801,0.89138,0.68502,6.34987,0.87539,0.59249,2.52741
92,1.0928,0.68679,2.46833,1.10767,0.68841,2.45202,3.19269,5.60385,2.43087,3.05882,0.69695,2.39025,3.51876,0.64816,2.44757,0.84637,0.68079,14.24186,0.78429,0.83735,6.09328,0.90994,0.69695,2.5014
93,1.07064,0.68565,2.46729,1.09542,0.69657,2.45132,3.2366,1.47198,2.46983,4.40411,0.59649,2.46489,2.34801,0.63625,2.46491,0.82983,0.63294,16.65905,0.89899,0.71486,6.15964,0.87195,0.72304,2.48183
94,1.06238,0.68232,2.50013,1.12557,0.66736,2.4709,2.12318,5.27517,2.48282,3.90759,0.5548,2.54633,4.96143,0.56055,2.55753,0.73629,0.57924,24.13585,0.81831,0.65478,6.70912,0.72509,0.5839,2.61669
95,1.08762,0.68654,2.4782,1.09103,0.6688,2.48154,2.69725,1.76381,2.44194,4.14579,0.54758,2.44931,3.61911,0.56173,2.47085,0.70118,0.5814,18.25049,0.7046,0.6664,6.27963,0.76012,0.57386,2.60407
96,1.08393,0.68236,2.45058,1.09877,0.6762,2.4499,2.75065,5.28117,2.49437,3.23013,0.59146,2.46586,4.12542,0.62138,2.46428,0.74747,0.64198,21.17169,0.78139,0.7803,5.63355,0.85484,0.64326,2.5996
97,1.1063,0.68331,2.48726,1.10257,0.68431,2.45561,4.0815,6.02381,2.42882,4.39958,0.58482,2.45793,3.01024,0.5878,2.43679,0.67956,0.58406,17.62596,0.66089,0.80694,5.74096,0.7197,0.62354,2.55733
98,1.08034,0.68706,2.46963,1.09116,0.6855,2.41678,2.71718,1.54495,2.41884,3.08813,0.54049,2.40513,5.72536,0.54495,2.40071,0.76836,0.51308,18.27995,0.79438,0.72805,6.61563,0.86417,0.57446,2.60351
99,1.08903,0.67868,2.4717,1.14714,0.67265,2.45345,3.88128,3.88126,2.48981,3.30038,0.57924,2.52592,4.04546,0.56773,2.48607,0.82399,0.6037,16.59808,0.77416,0.73446,6.03194,0.79542,0.55475,2.65076
100,1.06906,0.68926,2.48701,1.12362,0.70563,2.51025,2.3226,1.45505,2.5185,3.21232,0.59745,2.50882,2.3076,0.61499,2.47443,0.77386,0.66791,14.59933,0.91427,0.83933,5.96716,0.84439,0.66759,2.54652
101,1.09274,0.68231,2.45654,1.09056,0.68092,2.44434,3.16331,4.35405,2.43721,2.65887,0.54495,2.44864,5.16859,0.55374,2.44522,0.77944,0.53549,22.22836,0.92139,0.75654,5.724,0.84084,0.54002,2.46191
102,1.06633,0.68925,2.48068,1.0921,0.67223,2.44918,2.30807,1.73695,2.38218,4.19298,0.59169,2.45019,4.99324,0.60392,2.41043,0.6919,0.58828,18.10554,0.72947,0.81334,5.7466,0.72217,0.65127,2.56717
103,1.08099,0.69002,2.4749,1.07941,0.6932,2.41993,3.09389,6.00215,2.42732,2.75128,0.58119,2.46932,2.57483,0.56259,2.44791,0.77981,0.56462,10.54672,0.79071,0.77825,5.91396,0.82171,0.57599,2.51082
104,1.07487,0.67967,2.47992,1.07927,0.68044,2.42969,2.8744,3.05098,2.41445,3.00628,0.5617,2.41085,4.7139,0.54692,2.40902,0.77153,0.56877,14.68848,0.69231,0.70179,5.48292,0.72878,0.59509,2.47714
105,1.05718,0.68522,2.46041,1.09873,0.66984,2.4421,3.4046,5.39756,2.4184,2.59536,0.57945,2.39431,3.06605,0.60263,2.48694,0.7018,0.58921,14.17393,0.84352,0.72783,6.00385,0.72904,0.54726,2.50488
106,1.07911,0.68875,2.47736,1.09983,0.68674,2.42478,2.48431,6.20651,2.39449,1.99508,0.58178,2.38695,3.21479,0.58608,2.3908,0.73964,0.58984,17.33297,0.87195,0.81635,5.61554,0.81745,0.63418,2.49691
107,1.07645,0.68252,2.48025,1.0912,0.6696,2.42211,4.42346,1.74552,2.38595,2.09453,0.55971,2.4182,2.17631,0.56147,2.4367,0.74559,0.59664,19.18172,0.81998,0.78513,5.47916,0.88236,0.5775,2.53994
108,1.05185,0.68794,2.45908,1.10306,0.68457,2.3848,4.27416,8.1547,2.38385,2.08058,0.60136,2.40396,2.92515,0.60363,2.40749,0.71923,0.58846,19.58638,0.73735,0.78187,5.48451,0.80169,0.6403,2.54659
109,1.07314,0.68634,2.47795,1.0995,0.68061,2.45863,3.23312,9.22702,2.45089,2.35842,0.58837,2.48388,2.45551,0.57095,2.44289,0.79747,0.61874,22.61833,0.88273,0.74065,5.36719,0.87266,0.59934,2.58955
110,1.06817,0.68358,2.48774,1.08916,0.68419,2.4421,2.15196,2.26116,2.40477,2.60831,0.60897,2.43432,2.77376,0.59667,2.36256,0.82955,0.60998,22.55902,0.90456,0.69185,5.8499,0.85671,0.67308,2.52131
111,1.06167,0.68877,2.46895,1.07544,0.6868,2.41278,3.41835,11.09711,2.39706,2.42786,0.55975,2.37257,3.14041,0.58461,2.37396,0.68573,0.58602,16.88748,0.81966,0.74322,5.35318,0.81086,0.65709,2.42947
