batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign,loss_L32_age_bin,acc_L32_age_bin,loss_L32_gender,acc_L32_gender,loss_L32_star_sign,acc_L32_star_sign,loss_L36_age_bin,acc_L36_age_bin,loss_L36_gender,acc_L36_gender,loss_L36_star_sign,acc_L36_star_sign
120,1.23268,0.34983,0.78126,0.51049,2.89159,0.0836,1.12733,0.37299,0.77495,0.52714,2.9355,0.08343,1.17444,0.37432,0.79881,0.52568,2.98697,0.08429,1.12285,0.39155,0.78733,0.54149,3.04183,0.084,1.13915,0.3861,0.75212,0.54682,2.98074,0.08493,1.15994,0.3873,0.76654,0.54318,2.96371,0.08501,1.15943,0.38734,0.78789,0.54331,2.97808,0.08471,1.08563,0.425,0.71718,0.56196,3.00632,0.08478,1.06576,0.42802,0.74713,0.56979,3.07299,0.08378,1.06241,0.4338,0.76307,0.56367,2.96586,0.08481
121,1.23205,0.35006,0.77943,0.51063,2.87937,0.08365,1.18812,0.37315,0.72992,0.52747,2.92346,0.08345,1.21917,0.37456,0.74481,0.52603,3.00163,0.08429,1.15077,0.39191,0.73877,0.54184,3.00614,0.08399,1.12632,0.38654,0.73034,0.54715,3.02317,0.08492,1.14383,0.38768,0.74523,0.54348,2.96457,0.08507,1.17083,0.38769,0.71977,0.54368,2.99122,0.0847,1.08298,0.42534,0.69658,0.56236,2.97973,0.08481,1.15942,0.42816,0.68961,0.57019,3.03212,0.08376,1.1619,0.43387,0.67876,0.56423,2.95492,0.08476
122,1.23943,0.35011,0.78007,0.51071,2.85195,0.08362,1.18764,0.37337,0.76157,0.52761,2.90437,0.0835,1.26604,0.37456,0.8028,0.52604,2.95945,0.08433,1.24399,0.39181,0.74679,0.54217,3.01031,0.08394,1.21862,0.38662,0.72907,0.54751,3.004,0.08489,1.26589,0.38757,0.72668,0.54391,3.01385,0.08504,1.19072,0.38794,0.71981,0.54409,2.97563,0.08473,1.12264,0.42557,0.67515,0.56291,3.02495,0.08477,1.12887,0.42839,0.70009,0.57054,3.02235,0.08375,1.16652,0.43394,0.70245,0.56473,2.85627,0.08483
123,1.24056,0.35015,0.78574,0.51084,2.90315,0.08359,1.18563,0.37358,0.75256,0.52782,2.8975,0.08354,1.19006,0.37491,0.73614,0.52646,3.02575,0.08433,1.1663,0.39213,0.74394,0.54252,3.00692,0.08396,1.1976,0.38679,0.73155,0.54783,3.02324,0.08481,1.18515,0.38783,0.76416,0.5441,3.02655,0.08499,1.15539,0.38828,0.75462,0.54431,3.00895,0.08471,1.1421,0.42576,0.73026,0.56327,3.00855,0.08478,1.10225,0.42881,0.73273,0.57081,3.08439,0.08369,1.13157,0.4342,0.75253,0.56493,2.9719,0.08478
124,1.23242,0.35022,0.80484,0.51082,2.88945,0.08356,1.17542,0.37375,0.82516,0.52756,2.9036,0.08353,1.19936,0.37518,0.84479,0.52618,2.97361,0.08435,1.18921,0.39225,0.81624,0.54244,2.96468,0.08399,1.17844,0.38696,0.81502,0.5477,2.96283,0.08486,1.19918,0.38792,0.83605,0.54391,2.96817,0.08504,1.14087,0.38859,0.8142,0.54423,2.98289,0.08474,1.09143,0.42604,0.82135,0.56311,2.94328,0.08484,1.13212,0.42901,0.84386,0.57042,2.9618,0.08374,1.13423,0.43432,0.86754,0.5645,2.96668,0.08477
125,1.22352,0.35047,0.79963,0.5108,2.888,0.08355,1.1828,0.37393,0.74737,0.52778,2.93766,0.08352,1.21278,0.37538,0.75777,0.52643,3.0456,0.08428,1.19166,0.39243,0.7367,0.54288,3.07443,0.08395,1.15366,0.38721,0.72703,0.54803,3.05636,0.0848,1.2277,0.38795,0.73963,0.54423,2.98218,0.08508,1.19884,0.38871,0.69914,0.54473,2.96635,0.08482,1.06355,0.42649,0.67606,0.56365,3.01383,0.08487,1.0713,0.42954,0.67897,0.57095,3.0111,0.08376,1.06413,0.4348,0.69691,0.56503,2.92498,0.08482
126,1.20959,0.35069,0.78977,0.51081,2.85636,0.0836,1.19729,0.37395,0.74533,0.52797,2.91949,0.0835,1.2062,0.37551,0.76414,0.52659,2.96371,0.08428,1.22961,0.39236,0.76463,0.54308,3.00683,0.08395,1.18696,0.38726,0.75339,0.54816,2.99067,0.08477,1.18456,0.38811,0.76535,0.54434,2.95035,0.08514,1.22473,0.38873,0.74626,0.54495,3.07139,0.08475,1.14172,0.42652,0.71303,0.5639,3.0369,0.08484,1.15756,0.42962,0.74735,0.57106,3.00548,0.08376,1.14757,0.4348,0.71524,0.56525,2.86657,0.0849
127,1.23318,0.35093,0.80444,0.5108,2.9019,0.08354,1.12357,0.37449,0.79274,0.52793,2.91839,0.08349,1.16734,0.376,0.79004,0.52671,3.01266,0.0843,1.11001,0.39301,0.78272,0.54324,3.01982,0.08395,1.14387,0.3877,0.76656,0.54834,2.98497,0.0848,1.14063,0.38853,0.76797,0.54457,2.97473,0.08518,1.13344,0.38922,0.7211,0.54538,3.04216,0.08472,1.02945,0.42726,0.69754,0.56449,2.99238,0.08493,1.05792,0.43023,0.74027,0.57128,3.00679,0.08384,1.07774,0.4353,0.78971,0.56546,2.99823,0.08488
128,1.24308,0.35097,0.80259,0.51071,2.89719,0.08357,1.21092,0.37454,0.79886,0.52777,2.89021,0.0835,1.23236,0.37614,0.80755,0.52663,2.99818,0.08428,1.17956,0.39325,0.81855,0.54315,3.01104,0.08398,1.10867,0.38816,0.78341,0.54835,2.97292,0.0848,1.1394,0.38888,0.79595,0.54459,2.98523,0.08521,1.15393,0.38953,0.81392,0.54524,2.96094,0.08477,1.0425,0.42782,0.78867,0.5644,3.00194,0.08489,1.10026,0.43066,0.76924,0.5712,2.99786,0.08383,1.07902,0.43568,0.79497,0.56532,2.87775,0.08496
129,1.23765,0.35114,0.77776,0.51076,2.84362,0.08361,1.16029,0.37482,0.74083,0.52803,2.88739,0.08353,1.21783,0.37632,0.75459,0.52686,3.00032,0.08424,1.16721,0.39352,0.75622,0.54338,3.03372,0.08392,1.15569,0.38841,0.75821,0.5485,2.94117,0.08485,1.16381,0.38915,0.73724,0.54488,2.95962,0.08522,1.15521,0.38981,0.75893,0.5454,2.97243,0.08474,1.08537,0.42823,0.67069,0.56486,2.97201,0.0849,1.1024,0.43095,0.68375,0.57164,2.99323,0.08377,1.09636,0.43595,0.70386,0.56567,2.91514,0.08492
130,1.2445,0.35114,0.7899,0.51093,2.89609,0.08358,1.20768,0.37499,0.75286,0.52818,2.91952,0.08351,1.25689,0.37634,0.78355,0.52692,3.00697,0.08426,1.2247,0.39364,0.78779,0.54342,3.0287,0.08387,1.20899,0.38852,0.78591,0.54853,2.94315,0.08489,1.18951,0.38942,0.76537,0.54499,2.98855,0.08522,1.23177,0.3899,0.77753,0.54546,2.99447,0.0847,1.16194,0.4284,0.72902,0.56507,2.98568,0.0849,1.12344,0.43119,0.75252,0.57163,2.99141,0.0838,1.13638,0.43618,0.77707,0.5657,2.91566,0.08494
131,1.23213,0.3513,0.79567,0.5109,2.87711,0.08361,1.18715,0.37511,0.78644,0.52814,2.89822,0.08354,1.23264,0.37651,0.79831,0.52698,3.02521,0.08424,1.206,0.39384,0.79915,0.5434,2.9976,0.08391,1.16554,0.38883,0.75064,0.54875,2.97789,0.08488,1.24153,0.38944,0.75794,0.54518,2.9886,0.08525,1.23496,0.39001,0.76769,0.54553,3.00241,0.08465,1.1766,0.42859,0.73705,0.56523,3.07347,0.08482,1.23191,0.4312,0.74332,0.57176,2.92891,0.08392,1.15385,0.43617,0.75077,0.56591,2.92031,0.08496
132,1.23183,0.35128,0.78155,0.51088,2.86412,0.0836,1.17739,0.37531,0.77264,0.52813,2.89669,0.08355,1.18536,0.37684,0.79724,0.52696,2.96515,0.08426,1.12846,0.3943,0.80441,0.54334,2.96932,0.08395,1.13891,0.38922,0.77939,0.54887,3.0364,0.08481,1.14887,0.38986,0.76162,0.54532,2.97393,0.08525,1.11548,0.39054,0.74596,0.54578,3.01272,0.08461,1.07308,0.42902,0.74086,0.5654,3.082,0.08471,1.06918,0.43165,0.75943,0.57181,3.02323,0.08388,1.06068,0.4366,0.72315,0.56612,2.99051,0.08484
133,1.23899,0.35127,0.78281,0.51093,2.88032,0.08356,1.15191,0.37569,0.71169,0.52851,2.89434,0.08356,1.15466,0.3773,0.74315,0.52726,2.9874,0.08427,1.10308,0.39482,0.72588,0.54369,2.94019,0.08401,1.05753,0.38992,0.72805,0.54913,2.95576,0.08483,1.09091,0.39044,0.70257,0.54576,3.01586,0.08522,1.04426,0.39131,0.71054,0.54615,3.03649,0.08455,0.95868,0.42987,0.67892,0.56583,3.03376,0.08469,1.00378,0.43233,0.69281,0.57217,2.97854,0.08394,1.01887,0.43724,0.70281,0.5665,2.96445,0.08477
134,1.2087,0.3514,0.77934,0.51097,2.86091,0.08361,1.11137,0.37616,0.72471,0.52876,2.86088,0.0836,1.13278,0.37774,0.76276,0.52742,2.95407,0.0843,1.10599,0.39525,0.76305,0.54384,2.95248,0.08403,1.13097,0.39029,0.7247,0.5494,3.00138,0.08481,1.14137,0.39073,0.75304,0.54593,3.01679,0.08519,1.09184,0.39181,0.71252,0.54642,2.96325,0.08455,1.01857,0.43044,0.71902,0.56603,2.97953,0.08468,1.05661,0.43269,0.70937,0.57236,3.02824,0.0839,1.05696,0.43762,0.70881,0.56681,2.93119,0.08484
135,1.22244,0.35142,0.78957,0.511,2.87042,0.08356,1.16145,0.37638,0.77477,0.52873,2.90515,0.08359,1.17365,0.378,0.78981,0.52742,2.98758,0.08431,1.15411,0.39547,0.81149,0.5438,3.04718,0.084,1.10322,0.39073,0.81578,0.54933,2.96093,0.08481,1.14559,0.391,0.81648,0.54582,2.98462,0.08519,1.15513,0.39206,0.8109,0.54633,2.97514,0.08455,1.02967,0.43097,0.80886,0.56597,3.04715,0.08462,1.06951,0.43313,0.83145,0.57215,3.0071,0.0839,1.06855,0.43791,0.80273,0.56678,2.90979,0.08485
136,1.2192,0.35158,0.78155,0.51097,2.85932,0.08356,1.1904,0.37645,0.80499,0.5286,2.93841,0.08355,1.18918,0.37818,0.78543,0.52747,2.9362,0.08435,1.19645,0.39553,0.8154,0.54371,2.99279,0.084,1.148,0.3909,0.77682,0.54936,3.02994,0.08475,1.14451,0.39123,0.80572,0.54574,3.00184,0.08517,1.15181,0.39228,0.78278,0.54631,2.98471,0.08453,1.08336,0.43119,0.75415,0.56606,2.99024,0.08461,1.09805,0.43328,0.78227,0.57212,3.00088,0.08389,1.07008,0.4382,0.79435,0.56677,2.92424,0.08485
137,1.22019,0.35168,0.78717,0.51095,2.89418,0.08354,1.1472,0.37674,0.78874,0.52845,2.91582,0.08355,1.17806,0.37845,0.82711,0.52729,3.00125,0.08435,1.15732,0.39577,0.80133,0.54364,3.00881,0.08401,1.14687,0.39111,0.78648,0.54934,3.00037,0.08476,1.15205,0.3915,0.79676,0.5457,3.01301,0.08516,1.12578,0.39265,0.78056,0.54634,2.93893,0.08458,1.0279,0.43167,0.7826,0.56602,3.08317,0.08454,1.09887,0.43355,0.77826,0.57209,3.10187,0.08383,1.08382,0.43847,0.82328,0.56665,2.98439,0.08481
138,1.22266,0.35176,0.79025,0.51093,2.87826,0.08355,1.19749,0.37679,0.75665,0.52853,2.89284,0.08354,1.25119,0.37849,0.7984,0.52726,2.96072,0.08435,1.16692,0.39594,0.82021,0.54355,3.0211,0.084,1.17685,0.3912,0.80569,0.54923,2.97035,0.08477,1.15663,0.3917,0.77996,0.54575,3.03435,0.08512,1.17127,0.39281,0.76144,0.5464,3.02493,0.08458,1.08852,0.43187,0.78532,0.5659,3.00686,0.08453,1.09834,0.43377,0.77133,0.57199,2.97759,0.08388,1.14519,0.43848,0.77868,0.56669,2.92151,0.08484
139,1.22678,0.35193,0.78203,0.51096,2.86473,0.0836,1.1443,0.37707,0.78155,0.52845,2.8846,0.08356,1.18554,0.37872,0.78687,0.52728,2.96015,0.08433,1.15155,0.39623,0.7904,0.54355,2.98141,0.08403,1.1206,0.39157,0.79743,0.54916,2.98296,0.08477,1.12526,0.39209,0.80327,0.54566,2.99322,0.08512,1.16487,0.39309,0.78622,0.54637,3.00623,0.08458,1.04273,0.43241,0.79151,0.56582,3.02738,0.0845,1.07813,0.43415,0.80742,0.5718,3.03841,0.08384,1.04056,0.43897,0.77429,0.56668,2.8339,0.08494
140,1.20983,0.35213,0.78337,0.51103,2.85008,0.08357,1.11914,0.37745,0.73567,0.52865,2.87776,0.08357,1.15236,0.37903,0.7507,0.52754,2.98567,0.08433,1.09961,0.3967,0.75821,0.54371,3.01642,0.08403,1.1154,0.3919,0.75279,0.54928,2.94702,0.08481,1.11013,0.39253,0.74409,0.54591,3.00252,0.0851,1.10447,0.39348,0.74604,0.54656,2.97887,0.08459,1.00567,0.43291,0.7347,0.56604,2.95531,0.08452,1.01405,0.43469,0.7496,0.57183,2.99054,0.08381,1.03511,0.43932,0.7146,0.56691,2.84328,0.08501
141,1.22562,0.35209,0.78234,0.511,2.84477,0.08358,1.14727,0.37767,0.78466,0.52857,2.90323,0.08356,1.18796,0.37921,0.79467,0.52753,2.95664,0.08433,1.12415,0.39701,0.79902,0.54365,2.994,0.08404,1.16142,0.39206,0.77857,0.54927,2.9718,0.08481,1.18417,0.39267,0.75795,0.54602,2.8801,0.08517,1.16527,0.39368,0.77977,0.54652,3.02223,0.08455,1.05945,0.43325,0.76061,0.56608,2.97915,0.0845,1.0737,0.43497,0.7686,0.57175,2.98599,0.08379,1.11099,0.43943,0.76091,0.56694,2.99595,0.08495
142,1.23045,0.35211,0.7813,0.51103,2.86991,0.08356,1.24769,0.3774,0.74962,0.5287,2.87545,0.0836,1.27703,0.37904,0.76881,0.52766,2.96292,0.08436,1.25849,0.39677,0.72988,0.54396,3.02673,0.08402,1.2219,0.39198,0.71988,0.54958,3.00286,0.08476,1.25582,0.39253,0.69939,0.54645,3.01142,0.08515,1.26431,0.39345,0.69251,0.54694,2.99557,0.08454,1.2343,0.43282,0.63692,0.56674,3.00295,0.08451,1.25299,0.43456,0.65975,0.57227,3.02939,0.0838,1.21546,0.43906,0.68823,0.56729,2.90068,0.08494
143,1.23473,0.35213,0.7791,0.5112,2.85638,0.08357,1.17924,0.37762,0.69592,0.52915,2.88671,0.08363,1.22551,0.37928,0.71156,0.52812,2.98868,0.08435,1.18019,0.39703,0.68685,0.54445,2.99561,0.08404,1.13722,0.39234,0.67028,0.5501,3.00389,0.08473,1.12717,0.3929,0.684,0.5469,3.00086,0.08511,1.15655,0.3938,0.68183,0.54737,2.98668,0.08453,1.05142,0.43327,0.63891,0.56732,2.93086,0.08455,1.0351,0.43508,0.65546,0.57278,3.00397,0.08381,1.07877,0.43951,0.67952,0.56772,2.96269,0.08491
144,1.21285,0.35228,0.77805,0.51125,2.86199,0.08358,1.15574,0.37779,0.75017,0.52927,2.90121,0.08363,1.18469,0.37947,0.76763,0.52823,2.9638,0.08437,1.13307,0.39733,0.75412,0.54466,3.0068,0.08403,1.13356,0.3926,0.75228,0.55022,2.93754,0.08476,1.16954,0.39309,0.75354,0.54708,3.0043,0.08512,1.1358,0.39407,0.72129,0.54763,2.96026,0.08454,1.06541,0.43363,0.69195,0.56767,2.93317,0.08461,1.07742,0.43539,0.71288,0.57299,2.99147,0.08383,1.08284,0.43974,0.73826,0.56791,2.90274,0.08499
145,1.22064,0.35233,0.77637,0.51132,2.85561,0.08361,1.2053,0.37784,0.75631,0.5293,2.89782,0.08361,1.22469,0.37949,0.76459,0.5283,2.97301,0.08435,1.15263,0.39752,0.74773,0.5448,2.96028,0.08407,1.15524,0.39274,0.74521,0.55035,2.959,0.08479,1.18226,0.39322,0.74199,0.54722,2.94216,0.08515,1.15894,0.39424,0.73801,0.54775,2.93481,0.08458,1.04511,0.43406,0.72129,0.5678,2.98469,0.08463,1.0851,0.43568,0.74439,0.57301,2.98501,0.08383,1.11564,0.43992,0.74372,0.56794,2.84539,0.08506
146,1.22008,0.35242,0.78476,0.51135,2.89378,0.08362,1.11679,0.37821,0.73288,0.52953,2.89443,0.08358,1.14772,0.37984,0.75565,0.52848,3.02041,0.08436,1.12628,0.39787,0.74187,0.54501,2.95718,0.08411,1.10081,0.39315,0.73061,0.55061,2.93414,0.08482,1.14386,0.39351,0.70431,0.54753,2.98738,0.08513,1.11155,0.39464,0.72804,0.54799,2.93091,0.08464,1.00448,0.43463,0.69245,0.5681,2.94466,0.08465,1.04414,0.43614,0.72831,0.57315,2.96967,0.08383,1.07081,0.44027,0.70753,0.56818,2.8981,0.08505
147,1.20801,0.35262,0.78365,0.51132,2.85898,0.0836,1.13996,0.37851,0.77651,0.52951,2.92024,0.08356,1.16726,0.38019,0.78158,0.5286,3.01419,0.08433,1.08795,0.39841,0.76141,0.54517,2.91582,0.08417,1.09245,0.39365,0.77051,0.55064,3.02954,0.08475,1.09219,0.39406,0.80406,0.54746,3.01865,0.0851,1.10592,0.39508,0.80193,0.54784,2.95265,0.08467,0.92605,0.43558,0.79374,0.56795,3.00013,0.08466,0.94705,0.43704,0.77865,0.57306,3.00755,0.08383,0.96858,0.44109,0.7631,0.5682,2.98317,0.08497
148,1.19929,0.35277,0.77598,0.51137,2.85599,0.08361,1.08332,0.37899,0.74971,0.52965,2.91783,0.08356,1.08364,0.38072,0.74848,0.52883,2.97112,0.08435,1.09567,0.3988,0.76782,0.54527,2.98859,0.08416,1.03718,0.3942,0.81017,0.55058,2.94697,0.08476,1.05419,0.3946,0.78986,0.54749,2.97142,0.08509,1.03658,0.39566,0.79345,0.54777,2.95062,0.08466,0.91647,0.43636,0.78851,0.56789,2.97196,0.08466,0.98162,0.43767,0.79957,0.57291,3.00821,0.08379,0.92032,0.44191,0.75947,0.56822,2.96441,0.08494
149,1.21217,0.35291,0.7818,0.5113,2.85928,0.08365,1.16168,0.37923,0.72477,0.52996,2.89858,0.08356,1.20225,0.38087,0.74614,0.52908,2.98356,0.08433,1.13446,0.39911,0.74254,0.54551,2.96068,0.08417,1.11564,0.3945,0.69202,0.55099,2.96445,0.08477,1.17875,0.39471,0.70839,0.54783,2.98214,0.08508,1.12383,0.39597,0.71643,0.54807,2.95144,0.08467,1.05813,0.43673,0.66286,0.56834,2.96306,0.08468,1.063,0.43801,0.68682,0.57322,2.99075,0.08381,1.05521,0.44233,0.73371,0.5685,2.91904,0.08493
150,1.21835,0.353,0.76586,0.51138,2.86127,0.08366,1.18096,0.37936,0.72695,0.53019,2.90216,0.08353,1.19164,0.38107,0.74215,0.52931,2.96197,0.08434,1.16759,0.39926,0.72441,0.54575,3.04144,0.08414,1.13348,0.39476,0.70681,0.55128,2.95285,0.08478,1.11428,0.39506,0.72938,0.54802,2.98719,0.08506,1.15994,0.39621,0.70863,0.54831,2.9304,0.08473,1.11207,0.43697,0.69224,0.5686,2.94923,0.08474,1.11872,0.43822,0.6876,0.57348,2.99841,0.08382,1.13478,0.44247,0.66876,0.56889,2.83074,0.08502
151,1.23181,0.35304,0.77442,0.51136,2.83103,0.08368,1.1089,0.37981,0.72638,0.53046,2.83773,0.08357,1.11803,0.38156,0.76527,0.52945,2.98581,0.08433,1.07735,0.39977,0.74643,0.54593,2.92792,0.08419,1.02324,0.39548,0.70088,0.55164,2.95969,0.08477,1.07648,0.39558,0.7287,0.54825,2.95576,0.0851,1.02913,0.39691,0.72594,0.54854,2.99446,0.0847,0.94075,0.43774,0.69793,0.56888,2.93796,0.0848,0.99474,0.43882,0.74206,0.5735,3.05624,0.08378,0.95756,0.44315,0.74406,0.569,2.9244,0.08501
152,1.22107,0.35302,0.77295,0.51139,2.84437,0.08364,1.12872,0.38011,0.77524,0.53037,2.87454,0.08359,1.16001,0.38186,0.79011,0.52938,2.95017,0.08435,1.11685,0.4001,0.74497,0.54611,3.00876,0.08415,1.09188,0.39591,0.75109,0.55169,2.92935,0.08481,1.12619,0.39589,0.76916,0.54822,2.99073,0.08506,1.10671,0.39732,0.73102,0.5487,2.99364,0.08467,0.96376,0.43844,0.70556,0.56911,2.91841,0.08484,0.99333,0.43935,0.69553,0.57373,2.94735,0.08383,0.99701,0.44377,0.7345,0.56908,2.89459,0.08501
153,1.22825,0.35316,0.77571,0.51131,2.87658,0.08365,1.18379,0.38015,0.71071,0.53065,2.8976,0.08357,1.2339,0.38184,0.73643,0.5296,2.98278,0.08434,1.24516,0.40004,0.72825,0.54635,3.04918,0.08413,1.19895,0.39592,0.69314,0.552,3.01162,0.08479,1.22313,0.3959,0.66706,0.5487,2.99743,0.08505,1.24428,0.39729,0.69508,0.54898,2.99735,0.08465,1.1556,0.4385,0.64987,0.56952,3.06385,0.08478,1.20455,0.43934,0.6463,0.57413,2.93075,0.08389,1.16772,0.44373,0.69083,0.56933,2.92631,0.08505
154,1.18593,0.3534,0.77282,0.51137,2.87251,0.0836,1.12348,0.38041,0.71589,0.53098,2.88295,0.08358,1.16315,0.38208,0.71331,0.53002,2.94465,0.08436,1.14966,0.40022,0.68119,0.54681,2.96712,0.08414,1.11966,0.39623,0.66744,0.5525,2.86123,0.08491,1.15192,0.39612,0.63218,0.54939,2.95988,0.08505,1.15245,0.39751,0.64663,0.54954,2.96813,0.08466,1.11005,0.43869,0.60991,0.57016,2.92188,0.08484,1.12018,0.43954,0.61719,0.57475,2.95687,0.08393,1.08723,0.44388,0.62368,0.57001,2.85823,0.08513
155,1.21167,0.35364,0.78432,0.51141,2.85389,0.08357,1.18652,0.38048,0.73848,0.5312,2.86425,0.08363,1.24923,0.38202,0.73791,0.53034,2.92888,0.0844,1.142,0.40046,0.69503,0.54736,2.97208,0.08415,1.13374,0.39647,0.70337,0.55293,2.97539,0.0849,1.17622,0.39625,0.71787,0.54974,2.96714,0.08507,1.14955,0.39769,0.68452,0.55008,2.93677,0.0847,1.09216,0.4388,0.65038,0.57075,3.01628,0.0848,1.13617,0.43968,0.66623,0.57526,2.98536,0.08399,1.12511,0.44392,0.68036,0.57052,2.89169,0.08521
156,1.20899,0.35383,0.77635,0.51157,2.85079,0.0836,1.13746,0.38065,0.74631,0.53135,2.86156,0.08365,1.16252,0.38231,0.73098,0.53066,2.94702,0.08441,1.1175,0.40076,0.73023,0.54762,2.93147,0.0842,1.11798,0.39674,0.72353,0.55323,2.91933,0.08495,1.11565,0.39656,0.72773,0.54998,2.95104,0.08506,1.147,0.39786,0.74438,0.55025,2.95949,0.08471,0.99946,0.43931,0.67315,0.57111,2.99565,0.08481,1.05498,0.44003,0.70899,0.5755,3.04203,0.08396,1.05209,0.44429,0.74858,0.57063,2.90697,0.08518
157,1.20812,0.35392,0.78538,0.51152,2.83771,0.08362,1.15284,0.38075,0.79531,0.53125,2.90387,0.08364,1.17062,0.38255,0.80475,0.53059,3.00418,0.08438,1.12736,0.40101,0.80691,0.54762,2.97489,0.08418,1.09686,0.39708,0.82337,0.55308,3.00499,0.08491,1.14281,0.39681,0.80067,0.54994,2.99887,0.08504,1.0915,0.39826,0.7794,0.55022,2.95185,0.0847,1.04288,0.43968,0.79021,0.57099,2.97394,0.08482,1.05064,0.44037,0.7686,0.5754,2.9264,0.084,1.02786,0.44463,0.79318,0.57048,2.88028,0.08521
158,1.22033,0.35395,0.76323,0.51165,2.85859,0.08359,1.23087,0.38066,0.72688,0.53143,2.88413,0.08364,1.27735,0.38243,0.72202,0.53086,2.9665,0.08436,1.22838,0.40095,0.7234,0.54785,2.96809,0.08419,1.21804,0.39699,0.69846,0.55334,2.92783,0.08495,1.22519,0.39676,0.71418,0.55016,2.93407,0.08506,1.23029,0.3982,0.70688,0.55044,2.94882,0.0847,1.20851,0.43956,0.65543,0.57136,3.00555,0.08477,1.23516,0.44014,0.67702,0.57565,2.90189,0.08405,1.22317,0.44442,0.71706,0.57065,2.94272,0.0852
159,1.19516,0.35422,0.77071,0.5117,2.86755,0.08355,1.15633,0.38074,0.74043,0.53156,2.90098,0.0836,1.18087,0.38259,0.76642,0.53095,2.93856,0.08439,1.14466,0.40115,0.73964,0.54801,2.98306,0.08421,1.13001,0.39725,0.75206,0.55347,2.95444,0.08495,1.15951,0.39692,0.71804,0.55039,2.96683,0.08509,1.16775,0.39832,0.75634,0.55051,2.98577,0.08468,1.07501,0.43979,0.72224,0.57147,2.99044,0.08476,1.05127,0.44049,0.74811,0.57563,2.90613,0.08413,1.0959,0.44459,0.7198,0.57088,2.85017,0.08531
160,1.21721,0.35433,0.77418,0.51176,2.856,0.08355,1.11851,0.38109,0.73383,0.53176,2.8923,0.08359,1.13779,0.38296,0.73486,0.53127,2.97899,0.08437,1.10195,0.40153,0.7432,0.54821,2.99896,0.08421,1.13855,0.39748,0.71166,0.55377,2.9689,0.08495,1.14854,0.39715,0.74908,0.55055,2.94866,0.08513,1.15405,0.39852,0.72674,0.55076,2.9884,0.08467,1.03825,0.44021,0.69022,0.57184,2.96751,0.08476,1.03376,0.44096,0.69739,0.57594,2.95585,0.08414,1.07006,0.4448,0.70035,0.57121,2.90265,0.08533
161,1.20285,0.35461,0.77207,0.51181,2.85428,0.08356,1.11572,0.38143,0.7156,0.5321,2.90762,0.08357,1.13754,0.3833,0.73685,0.53156,2.92943,0.08443,1.08878,0.40194,0.69722,0.54865,2.95666,0.08424,1.07879,0.39794,0.68645,0.55428,2.9643,0.08498,1.07911,0.39764,0.69723,0.55102,2.97853,0.08514,1.08143,0.399,0.67827,0.55129,2.94045,0.08474,1.00988,0.44069,0.60133,0.5726,2.97318,0.08477,1.03917,0.44141,0.637,0.57652,2.96323,0.08415,1.07755,0.44498,0.65143,0.57182,2.89939,0.08535
162,1.18893,0.3549,0.76887,0.51187,2.84458,0.08357,1.14218,0.38152,0.75038,0.5322,2.86903,0.08358,1.17101,0.38343,0.76457,0.53165,2.9652,0.08439,1.12398,0.40216,0.75423,0.54878,2.94095,0.08429,1.09469,0.39819,0.76117,0.55437,2.99294,0.08496,1.13524,0.39778,0.7687,0.55112,2.97414,0.08515,1.11433,0.39923,0.75363,0.55137,2.95981,0.08476,0.99958,0.44108,0.70334,0.5728,2.97319,0.08474,1.02239,0.44177,0.75308,0.57657,2.94123,0.08422,1.09696,0.44501,0.76929,0.57181,2.93505,0.08533
163,1.21552,0.355,0.76505,0.51199,2.82818,0.08361,1.17672,0.38161,0.73374,0.53241,2.90049,0.08355,1.18817,0.38355,0.73253,0.53196,2.96655,0.08439,1.13602,0.40245,0.67756,0.54929,2.98566,0.08424,1.13549,0.39839,0.68157,0.55481,2.92356,0.08497,1.18323,0.39783,0.69022,0.55154,2.97067,0.08516,1.15465,0.39942,0.67707,0.55185,2.97168,0.08476,1.05698,0.44138,0.6406,0.5733,2.94503,0.08481,1.08619,0.44201,0.62389,0.57719,2.93821,0.08429,1.08207,0.44517,0.65842,0.57231,2.91505,0.08529
