model,n_params,d_model,layer,task,pca_dims,lambda,centroid_margin
Qwen2.5-7B,7.0,3584,24,gender,64,1.0,0.067618
Qwen2.5-7B,7.0,3584,24,gender,128,1.0,0.082512
Qwen2.5-7B,7.0,3584,24,gender,256,1.0,0.098186
Qwen2.5-7B,7.0,3584,24,gender,512,1.0,0.110333
Qwen2.5-7B,7.0,3584,28,age_bin,3584,1.0,0.168193
Qwen2.5-7B,7.0,3584,28,age_bin,32,1.0,-0.009689
Qwen2.5-7B,7.0,3584,28,age_bin,64,1.0,0.011512
Qwen2.5-7B,7.0,3584,28,age_bin,128,1.0,0.037301
Qwen2.5-7B,7.0,3584,28,age_bin,256,1.0,0.055899
Qwen2.5-7B,7.0,3584,28,age_bin,512,1.0,0.068407
Qwen2.5-7B,7.0,3584,28,gender,3584,1.0,0.192504
Qwen2.5-7B,7.0,3584,28,gender,32,1.0,0.050188
Qwen2.5-7B,7.0,3584,28,gender,64,1.0,0.061784
Qwen2.5-7B,7.0,3584,28,gender,128,1.0,0.075334
Qwen2.5-7B,7.0,3584,28,gender,256,1.0,0.08772
Qwen2.5-7B,7.0,3584,28,gender,512,1.0,0.100381
Qwen2.5-7B,7.0,3584,4,age_bin,3584,1.0,0.012166
Qwen2.5-7B,7.0,3584,4,age_bin,32,1.0,-0.039254
Qwen2.5-7B,7.0,3584,4,age_bin,64,1.0,-0.034471
Qwen2.5-7B,7.0,3584,4,age_bin,128,1.0,-0.024533
Qwen2.5-7B,7.0,3584,4,age_bin,256,1.0,-0.016125
Qwen2.5-7B,7.0,3584,4,age_bin,512,1.0,-0.008622
Qwen2.5-7B,7.0,3584,4,gender,3584,1.0,0.049455
Qwen2.5-7B,7.0,3584,4,gender,32,1.0,0.008873
Qwen2.5-7B,7.0,3584,4,gender,64,1.0,0.012682
Qwen2.5-7B,7.0,3584,4,gender,128,1.0,0.021431
Qwen2.5-7B,7.0,3584,4,gender,256,1.0,0.028151
Qwen2.5-7B,7.0,3584,4,gender,512,1.0,0.038415
Qwen2.5-7B,7.0,3584,8,age_bin,3584,1.0,0.068185
Qwen2.5-7B,7.0,3584,8,age_bin,32,1.0,-0.030245
Qwen2.5-7B,7.0,3584,8,age_bin,64,1.0,-0.018564
Qwen2.5-7B,7.0,3584,8,age_bin,128,1.0,-0.00973
Qwen2.5-7B,7.0,3584,8,age_bin,256,1.0,0.000896
Qwen2.5-7B,7.0,3584,8,age_bin,512,1.0,0.018791
Qwen2.5-7B,7.0,3584,8,gender,3584,1.0,0.09836
Qwen2.5-7B,7.0,3584,8,gender,32,1.0,0.019268
Qwen2.5-7B,7.0,3584,8,gender,64,1.0,0.027916
Qwen2.5-7B,7.0,3584,8,gender,128,1.0,0.035319
Qwen2.5-7B,7.0,3584,8,gender,256,1.0,0.047089
Qwen2.5-7B,7.0,3584,8,gender,512,1.0,0.063398
Qwen3-0.6B-Base,0.6,1024,0,age_bin,1024,1.0,-0.039639
Qwen3-0.6B-Base,0.6,1024,0,age_bin,32,1.0,-0.048249
Qwen3-0.6B-Base,0.6,1024,0,age_bin,64,1.0,-0.04694
Qwen3-0.6B-Base,0.6,1024,0,age_bin,128,1.0,-0.045419
Qwen3-0.6B-Base,0.6,1024,0,age_bin,256,1.0,-0.044078
Qwen3-0.6B-Base,0.6,1024,0,age_bin,512,1.0,-0.042775
Qwen3-0.6B-Base,0.6,1024,0,gender,1024,1.0,0.008208
Qwen3-0.6B-Base,0.6,1024,0,gender,32,1.0,0.002008
Qwen3-0.6B-Base,0.6,1024,0,gender,64,1.0,0.00255
Qwen3-0.6B-Base,0.6,1024,0,gender,128,1.0,0.003575
Qwen3-0.6B-Base,0.6,1024,0,gender,256,1.0,0.004681
Qwen3-0.6B-Base,0.6,1024,0,gender,512,1.0,0.005639
Qwen3-0.6B-Base,0.6,1024,12,age_bin,1024,1.0,0.024012
Qwen3-0.6B-Base,0.6,1024,12,age_bin,32,1.0,-0.036882
Qwen3-0.6B-Base,0.6,1024,12,age_bin,64,1.0,-0.029265
Qwen3-0.6B-Base,0.6,1024,12,age_bin,128,1.0,-0.013558
Qwen3-0.6B-Base,0.6,1024,12,age_bin,256,1.0,-0.000938
Qwen3-0.6B-Base,0.6,1024,12,age_bin,512,1.0,0.008402
Qwen3-0.6B-Base,0.6,1024,12,gender,1024,1.0,0.066842
Qwen3-0.6B-Base,0.6,1024,12,gender,32,1.0,0.015902
Qwen3-0.6B-Base,0.6,1024,12,gender,64,1.0,0.022527
Qwen3-0.6B-Base,0.6,1024,12,gender,128,1.0,0.031828
Qwen3-0.6B-Base,0.6,1024,12,gender,256,1.0,0.042278
Qwen3-0.6B-Base,0.6,1024,12,gender,512,1.0,0.050844
Qwen3-0.6B-Base,0.6,1024,16,age_bin,1024,1.0,0.026517
Qwen3-0.6B-Base,0.6,1024,16,age_bin,32,1.0,-0.028099
Qwen3-0.6B-Base,0.6,1024,16,age_bin,64,1.0,-0.021486
Qwen3-0.6B-Base,0.6,1024,16,age_bin,128,1.0,-0.010443
Qwen3-0.6B-Base,0.6,1024,16,age_bin,256,1.0,0.000185
Qwen3-0.6B-Base,0.6,1024,16,age_bin,512,1.0,0.008047
Qwen3-0.6B-Base,0.6,1024,16,gender,1024,1.0,0.064704
Qwen3-0.6B-Base,0.6,1024,16,gender,32,1.0,0.022275
Qwen3-0.6B-Base,0.6,1024,16,gender,64,1.0,0.027735
Qwen3-0.6B-Base,0.6,1024,16,gender,128,1.0,0.031549
Qwen3-0.6B-Base,0.6,1024,16,gender,256,1.0,0.040653
Qwen3-0.6B-Base,0.6,1024,16,gender,512,1.0,0.049603
Qwen3-0.6B-Base,0.6,1024,20,age_bin,1024,1.0,0.042883
Qwen3-0.6B-Base,0.6,1024,20,age_bin,32,1.0,-0.016054
Qwen3-0.6B-Base,0.6,1024,20,age_bin,64,1.0,-0.01229
Qwen3-0.6B-Base,0.6,1024,20,age_bin,128,1.0,-0.007047
Qwen3-0.6B-Base,0.6,1024,20,age_bin,256,1.0,0.004826
Qwen3-0.6B-Base,0.6,1024,20,age_bin,512,1.0,0.014577
Qwen3-0.6B-Base,0.6,1024,20,gender,1024,1.0,0.072508
Qwen3-0.6B-Base,0.6,1024,20,gender,32,1.0,0.025119
Qwen3-0.6B-Base,0.6,1024,20,gender,64,1.0,0.028776
Qwen3-0.6B-Base,0.6,1024,20,gender,128,1.0,0.033977
Qwen3-0.6B-Base,0.6,1024,20,gender,256,1.0,0.04183
Qwen3-0.6B-Base,0.6,1024,20,gender,512,1.0,0.051628
Qwen3-0.6B-Base,0.6,1024,24,age_bin,1024,1.0,0.046075
Qwen3-0.6B-Base,0.6,1024,24,age_bin,32,1.0,-0.013978
Qwen3-0.6B-Base,0.6,1024,24,age_bin,64,1.0,-0.006777
Qwen3-0.6B-Base,0.6,1024,24,age_bin,128,1.0,0.000855
Qwen3-0.6B-Base,0.6,1024,24,age_bin,256,1.0,0.006886
Qwen3-0.6B-Base,0.6,1024,24,age_bin,512,1.0,0.014838
Qwen3-0.6B-Base,0.6,1024,24,gender,1024,1.0,0.083737
Qwen3-0.6B-Base,0.6,1024,24,gender,32,1.0,0.03344
Qwen3-0.6B-Base,0.6,1024,24,gender,64,1.0,0.038625
Qwen3-0.6B-Base,0.6,1024,24,gender,128,1.0,0.043473
Qwen3-0.6B-Base,0.6,1024,24,gender,256,1.0,0.04908
Qwen3-0.6B-Base,0.6,1024,24,gender,512,1.0,0.054084
Qwen3-0.6B-Base,0.6,1024,28,age_bin,1024,1.0,0.067542
Qwen3-0.6B-Base,0.6,1024,28,age_bin,32,1.0,-0.010868
Qwen3-0.6B-Base,0.6,1024,28,age_bin,64,1.0,0.002089
Qwen3-0.6B-Base,0.6,1024,28,age_bin,128,1.0,0.013478
Qwen3-0.6B-Base,0.6,1024,28,age_bin,256,1.0,0.020258
Qwen3-0.6B-Base,0.6,1024,28,age_bin,512,1.0,0.025573
Qwen3-0.6B-Base,0.6,1024,28,gender,1024,1.0,0.106696
Qwen3-0.6B-Base,0.6,1024,28,gender,32,1.0,0.039337
Qwen3-0.6B-Base,0.6,1024,28,gender,64,1.0,0.0505
Qwen3-0.6B-Base,0.6,1024,28,gender,128,1.0,0.057472
Qwen3-0.6B-Base,0.6,1024,28,gender,256,1.0,0.061511
Qwen3-0.6B-Base,0.6,1024,28,gender,512,1.0,0.065559
Qwen3-0.6B-Base,0.6,1024,4,age_bin,1024,1.0,0.006293
Qwen3-0.6B-Base,0.6,1024,4,age_bin,32,1.0,-0.039726
Qwen3-0.6B-Base,0.6,1024,4,age_bin,64,1.0,-0.033717
Qwen3-0.6B-Base,0.6,1024,4,age_bin,128,1.0,-0.022728
Qwen3-0.6B-Base,0.6,1024,4,age_bin,256,1.0,-0.014221
Qwen3-0.6B-Base,0.6,1024,4,age_bin,512,1.0,-0.007486
Qwen3-0.6B-Base,0.6,1024,4,gender,1024,1.0,0.047269
Qwen3-0.6B-Base,0.6,1024,4,gender,32,1.0,0.007049
Qwen3-0.6B-Base,0.6,1024,4,gender,64,1.0,0.012316
Qwen3-0.6B-Base,0.6,1024,4,gender,128,1.0,0.020249
Qwen3-0.6B-Base,0.6,1024,4,gender,256,1.0,0.029378
Qwen3-0.6B-Base,0.6,1024,4,gender,512,1.0,0.036991
Qwen3-0.6B-Base,0.6,1024,8,age_bin,1024,1.0,0.000908
Qwen3-0.6B-Base,0.6,1024,8,age_bin,32,1.0,-0.039323
Qwen3-0.6B-Base,0.6,1024,8,age_bin,64,1.0,-0.034942
Qwen3-0.6B-Base,0.6,1024,8,age_bin,128,1.0,-0.027256
Qwen3-0.6B-Base,0.6,1024,8,age_bin,256,1.0,-0.016439
Qwen3-0.6B-Base,0.6,1024,8,age_bin,512,1.0,-0.009069
Qwen3-0.6B-Base,0.6,1024,8,gender,1024,1.0,0.052823
Qwen3-0.6B-Base,0.6,1024,8,gender,32,1.0,0.010653
Qwen3-0.6B-Base,0.6,1024,8,gender,64,1.0,0.016679
Qwen3-0.6B-Base,0.6,1024,8,gender,128,1.0,0.024028
Qwen3-0.6B-Base,0.6,1024,8,gender,256,1.0,0.033925
Qwen3-0.6B-Base,0.6,1024,8,gender,512,1.0,0.040134
Qwen3-1.7B-Base,1.7,2048,0,age_bin,2048,1.0,-0.038024
Qwen3-1.7B-Base,1.7,2048,0,age_bin,32,1.0,-0.047932
Qwen3-1.7B-Base,1.7,2048,0,age_bin,64,1.0,-0.047008
Qwen3-1.7B-Base,1.7,2048,0,age_bin,128,1.0,-0.045457
Qwen3-1.7B-Base,1.7,2048,0,age_bin,256,1.0,-0.043981
Qwen3-1.7B-Base,1.7,2048,0,age_bin,512,1.0,-0.042611
Qwen3-1.7B-Base,1.7,2048,0,gender,2048,1.0,0.009488
Qwen3-1.7B-Base,1.7,2048,0,gender,32,1.0,0.002008
Qwen3-1.7B-Base,1.7,2048,0,gender,64,1.0,0.002499
Qwen3-1.7B-Base,1.7,2048,0,gender,128,1.0,0.003329
Qwen3-1.7B-Base,1.7,2048,0,gender,256,1.0,0.004669
Qwen3-1.7B-Base,1.7,2048,0,gender,512,1.0,0.005615
Qwen3-1.7B-Base,1.7,2048,12,age_bin,2048,1.0,0.076537
Qwen3-1.7B-Base,1.7,2048,12,age_bin,32,1.0,-0.025762
Qwen3-1.7B-Base,1.7,2048,12,age_bin,64,1.0,-0.014633
Qwen3-1.7B-Base,1.7,2048,12,age_bin,128,1.0,-0.000568
Qwen3-1.7B-Base,1.7,2048,12,age_bin,256,1.0,0.018277
Qwen3-1.7B-Base,1.7,2048,12,age_bin,512,1.0,0.030243
Qwen3-1.7B-Base,1.7,2048,12,gender,2048,1.0,0.114734
Qwen3-1.7B-Base,1.7,2048,12,gender,32,1.0,0.027886
Qwen3-1.7B-Base,1.7,2048,12,gender,64,1.0,0.032974
Qwen3-1.7B-Base,1.7,2048,12,gender,128,1.0,0.042555
Qwen3-1.7B-Base,1.7,2048,12,gender,256,1.0,0.063707
Qwen3-1.7B-Base,1.7,2048,12,gender,512,1.0,0.075004
Qwen3-1.7B-Base,1.7,2048,16,age_bin,2048,1.0,0.074979
Qwen3-1.7B-Base,1.7,2048,16,age_bin,32,1.0,-0.015423
Qwen3-1.7B-Base,1.7,2048,16,age_bin,64,1.0,-0.002964
Qwen3-1.7B-Base,1.7,2048,16,age_bin,128,1.0,0.006616
Qwen3-1.7B-Base,1.7,2048,16,age_bin,256,1.0,0.019501
Qwen3-1.7B-Base,1.7,2048,16,age_bin,512,1.0,0.030177
Qwen3-1.7B-Base,1.7,2048,16,gender,2048,1.0,0.10697
Qwen3-1.7B-Base,1.7,2048,16,gender,32,1.0,0.030837
Qwen3-1.7B-Base,1.7,2048,16,gender,64,1.0,0.036976
Qwen3-1.7B-Base,1.7,2048,16,gender,128,1.0,0.044163
Qwen3-1.7B-Base,1.7,2048,16,gender,256,1.0,0.060699
Qwen3-1.7B-Base,1.7,2048,16,gender,512,1.0,0.073215
Qwen3-1.7B-Base,1.7,2048,20,age_bin,2048,1.0,0.095746
Qwen3-1.7B-Base,1.7,2048,20,age_bin,32,1.0,-0.005867
Qwen3-1.7B-Base,1.7,2048,20,age_bin,64,1.0,0.00072
Qwen3-1.7B-Base,1.7,2048,20,age_bin,128,1.0,0.012457
Qwen3-1.7B-Base,1.7,2048,20,age_bin,256,1.0,0.028453
Qwen3-1.7B-Base,1.7,2048,20,age_bin,512,1.0,0.038463
Qwen3-1.7B-Base,1.7,2048,20,gender,2048,1.0,0.112291
Qwen3-1.7B-Base,1.7,2048,20,gender,32,1.0,0.029543
Qwen3-1.7B-Base,1.7,2048,20,gender,64,1.0,0.036706
Qwen3-1.7B-Base,1.7,2048,20,gender,128,1.0,0.042207
Qwen3-1.7B-Base,1.7,2048,20,gender,256,1.0,0.053814
Qwen3-1.7B-Base,1.7,2048,20,gender,512,1.0,0.071196
Qwen3-1.7B-Base,1.7,2048,24,age_bin,2048,1.0,0.099227
Qwen3-1.7B-Base,1.7,2048,24,age_bin,32,1.0,-0.003051
Qwen3-1.7B-Base,1.7,2048,24,age_bin,64,1.0,0.010023
Qwen3-1.7B-Base,1.7,2048,24,age_bin,128,1.0,0.021649
Qwen3-1.7B-Base,1.7,2048,24,age_bin,256,1.0,0.030378
Qwen3-1.7B-Base,1.7,2048,24,age_bin,512,1.0,0.038403
Qwen3-1.7B-Base,1.7,2048,24,gender,2048,1.0,0.123157
Qwen3-1.7B-Base,1.7,2048,24,gender,32,1.0,0.041539
Qwen3-1.7B-Base,1.7,2048,24,gender,64,1.0,0.050448
Qwen3-1.7B-Base,1.7,2048,24,gender,128,1.0,0.056496
Qwen3-1.7B-Base,1.7,2048,24,gender,256,1.0,0.064332
Qwen3-1.7B-Base,1.7,2048,24,gender,512,1.0,0.071855
Qwen3-1.7B-Base,1.7,2048,28,age_bin,2048,1.0,0.112309
Qwen3-1.7B-Base,1.7,2048,28,age_bin,32,1.0,-0.003728
Qwen3-1.7B-Base,1.7,2048,28,age_bin,64,1.0,0.017647
Qwen3-1.7B-Base,1.7,2048,28,age_bin,128,1.0,0.030118
Qwen3-1.7B-Base,1.7,2048,28,age_bin,256,1.0,0.039344
Qwen3-1.7B-Base,1.7,2048,28,age_bin,512,1.0,0.046256
Qwen3-1.7B-Base,1.7,2048,28,gender,2048,1.0,0.13988
Qwen3-1.7B-Base,1.7,2048,28,gender,32,1.0,0.0463
Qwen3-1.7B-Base,1.7,2048,28,gender,64,1.0,0.059623
Qwen3-1.7B-Base,1.7,2048,28,gender,128,1.0,0.068498
Qwen3-1.7B-Base,1.7,2048,28,gender,256,1.0,0.074733
Qwen3-1.7B-Base,1.7,2048,28,gender,512,1.0,0.081047
Qwen3-1.7B-Base,1.7,2048,4,age_bin,2048,1.0,0.032328
Qwen3-1.7B-Base,1.7,2048,4,age_bin,32,1.0,-0.03759
Qwen3-1.7B-Base,1.7,2048,4,age_bin,64,1.0,-0.029133
Qwen3-1.7B-Base,1.7,2048,4,age_bin,128,1.0,-0.016955
Qwen3-1.7B-Base,1.7,2048,4,age_bin,256,1.0,-0.006152
Qwen3-1.7B-Base,1.7,2048,4,age_bin,512,1.0,0.001352
Qwen3-1.7B-Base,1.7,2048,4,gender,2048,1.0,0.066108
Qwen3-1.7B-Base,1.7,2048,4,gender,32,1.0,0.009002
Qwen3-1.7B-Base,1.7,2048,4,gender,64,1.0,0.015268
Qwen3-1.7B-Base,1.7,2048,4,gender,128,1.0,0.02524
Qwen3-1.7B-Base,1.7,2048,4,gender,256,1.0,0.035747
Qwen3-1.7B-Base,1.7,2048,4,gender,512,1.0,0.043568
Qwen3-1.7B-Base,1.7,2048,8,age_bin,2048,1.0,0.030519
Qwen3-1.7B-Base,1.7,2048,8,age_bin,32,1.0,-0.035078
Qwen3-1.7B-Base,1.7,2048,8,age_bin,64,1.0,-0.02617
Qwen3-1.7B-Base,1.7,2048,8,age_bin,128,1.0,-0.0183
Qwen3-1.7B-Base,1.7,2048,8,age_bin,256,1.0,-0.007051
Qwen3-1.7B-Base,1.7,2048,8,age_bin,512,1.0,0.002108
Qwen3-1.7B-Base,1.7,2048,8,gender,2048,1.0,0.074835
Qwen3-1.7B-Base,1.7,2048,8,gender,32,1.0,0.019238
Qwen3-1.7B-Base,1.7,2048,8,gender,64,1.0,0.027325
Qwen3-1.7B-Base,1.7,2048,8,gender,128,1.0,0.032553
Qwen3-1.7B-Base,1.7,2048,8,gender,256,1.0,0.0424
Qwen3-1.7B-Base,1.7,2048,8,gender,512,1.0,0.05028
Qwen3-4B-Base,4.0,2560,0,age_bin,2560,1.0,-0.037694
Qwen3-4B-Base,4.0,2560,0,age_bin,32,1.0,-0.048029
Qwen3-4B-Base,4.0,2560,0,age_bin,64,1.0,-0.047085
Qwen3-4B-Base,4.0,2560,0,age_bin,128,1.0,-0.045672
Qwen3-4B-Base,4.0,2560,0,age_bin,256,1.0,-0.044056
Qwen3-4B-Base,4.0,2560,0,age_bin,512,1.0,-0.0427
Qwen3-4B-Base,4.0,2560,0,gender,2560,1.0,0.009756
Qwen3-4B-Base,4.0,2560,0,gender,32,1.0,0.001996
Qwen3-4B-Base,4.0,2560,0,gender,64,1.0,0.002524
Qwen3-4B-Base,4.0,2560,0,gender,128,1.0,0.003289
Qwen3-4B-Base,4.0,2560,0,gender,256,1.0,0.004612
Qwen3-4B-Base,4.0,2560,0,gender,512,1.0,0.005569
Qwen3-4B-Base,4.0,2560,12,age_bin,2560,1.0,0.086069
Qwen3-4B-Base,4.0,2560,12,age_bin,32,1.0,-0.032941
Qwen3-4B-Base,4.0,2560,12,age_bin,64,1.0,-0.020959
Qwen3-4B-Base,4.0,2560,12,age_bin,128,1.0,-0.010019
Qwen3-4B-Base,4.0,2560,12,age_bin,256,1.0,0.007564
Qwen3-4B-Base,4.0,2560,12,age_bin,512,1.0,0.023278
Qwen3-4B-Base,4.0,2560,12,gender,2560,1.0,0.127124
Qwen3-4B-Base,4.0,2560,12,gender,32,1.0,0.021106
Qwen3-4B-Base,4.0,2560,12,gender,64,1.0,0.030162
Qwen3-4B-Base,4.0,2560,12,gender,128,1.0,0.038645
Qwen3-4B-Base,4.0,2560,12,gender,256,1.0,0.054888
Qwen3-4B-Base,4.0,2560,12,gender,512,1.0,0.07093
Qwen3-4B-Base,4.0,2560,16,age_bin,2560,1.0,0.066707
Qwen3-4B-Base,4.0,2560,16,age_bin,32,1.0,-0.030834
Qwen3-4B-Base,4.0,2560,16,age_bin,64,1.0,-0.019139
Qwen3-4B-Base,4.0,2560,16,age_bin,128,1.0,-0.009213
Qwen3-4B-Base,4.0,2560,16,age_bin,256,1.0,0.004876
Qwen3-4B-Base,4.0,2560,16,age_bin,512,1.0,0.019592
Qwen3-4B-Base,4.0,2560,16,gender,2560,1.0,0.109191
Qwen3-4B-Base,4.0,2560,16,gender,32,1.0,0.023861
Qwen3-4B-Base,4.0,2560,16,gender,64,1.0,0.031912
Qwen3-4B-Base,4.0,2560,16,gender,128,1.0,0.039412
Qwen3-4B-Base,4.0,2560,16,gender,256,1.0,0.053497
Qwen3-4B-Base,4.0,2560,16,gender,512,1.0,0.066908
Qwen3-4B-Base,4.0,2560,20,age_bin,2560,1.0,0.115537
Qwen3-4B-Base,4.0,2560,20,age_bin,32,1.0,-0.016959
Qwen3-4B-Base,4.0,2560,20,age_bin,64,1.0,-0.002659
Qwen3-4B-Base,4.0,2560,20,age_bin,128,1.0,0.009386
Qwen3-4B-Base,4.0,2560,20,age_bin,256,1.0,0.030099
Qwen3-4B-Base,4.0,2560,20,age_bin,512,1.0,0.044307
Qwen3-4B-Base,4.0,2560,20,gender,2560,1.0,0.128256
Qwen3-4B-Base,4.0,2560,20,gender,32,1.0,0.027128
Qwen3-4B-Base,4.0,2560,20,gender,64,1.0,0.032105
Qwen3-4B-Base,4.0,2560,20,gender,128,1.0,0.042424
Qwen3-4B-Base,4.0,2560,20,gender,256,1.0,0.059731
Qwen3-4B-Base,4.0,2560,20,gender,512,1.0,0.077538
Qwen3-4B-Base,4.0,2560,24,age_bin,2560,1.0,0.11162
Qwen3-4B-Base,4.0,2560,24,age_bin,32,1.0,-0.012112
Qwen3-4B-Base,4.0,2560,24,age_bin,64,1.0,-0.001177
Qwen3-4B-Base,4.0,2560,24,age_bin,128,1.0,0.010407
Qwen3-4B-Base,4.0,2560,24,age_bin,256,1.0,0.029508
Qwen3-4B-Base,4.0,2560,24,age_bin,512,1.0,0.043612
Qwen3-4B-Base,4.0,2560,24,gender,2560,1.0,0.138109
Qwen3-4B-Base,4.0,2560,24,gender,32,1.0,0.029409
Qwen3-4B-Base,4.0,2560,24,gender,64,1.0,0.037451
Qwen3-4B-Base,4.0,2560,24,gender,128,1.0,0.048301
Qwen3-4B-Base,4.0,2560,24,gender,256,1.0,0.065804
Qwen3-4B-Base,4.0,2560,24,gender,512,1.0,0.082442
Qwen3-4B-Base,4.0,2560,28,age_bin,2560,1.0,0.131381
Qwen3-4B-Base,4.0,2560,28,age_bin,32,1.0,0.000378
Qwen3-4B-Base,4.0,2560,28,age_bin,64,1.0,0.012107
Qwen3-4B-Base,4.0,2560,28,age_bin,128,1.0,0.029661
Qwen3-4B-Base,4.0,2560,28,age_bin,256,1.0,0.042298
Qwen3-4B-Base,4.0,2560,28,age_bin,512,1.0,0.052455
Qwen3-4B-Base,4.0,2560,28,gender,2560,1.0,0.155555
Qwen3-4B-Base,4.0,2560,28,gender,32,1.0,0.037422
Qwen3-4B-Base,4.0,2560,28,gender,64,1.0,0.050476
Qwen3-4B-Base,4.0,2560,28,gender,128,1.0,0.06191
Qwen3-4B-Base,4.0,2560,28,gender,256,1.0,0.076625
Qwen3-4B-Base,4.0,2560,28,gender,512,1.0,0.0891
Qwen3-4B-Base,4.0,2560,32,age_bin,2560,1.0,0.135907
Qwen3-4B-Base,4.0,2560,32,age_bin,32,1.0,0.004508
Qwen3-4B-Base,4.0,2560,32,age_bin,64,1.0,0.022384
Qwen3-4B-Base,4.0,2560,32,age_bin,128,1.0,0.035369
Qwen3-4B-Base,4.0,2560,32,age_bin,256,1.0,0.045957
Qwen3-4B-Base,4.0,2560,32,age_bin,512,1.0,0.053844
Qwen3-4B-Base,4.0,2560,32,gender,2560,1.0,0.153238
Qwen3-4B-Base,4.0,2560,32,gender,32,1.0,0.046473
Qwen3-4B-Base,4.0,2560,32,gender,64,1.0,0.05616
Qwen3-4B-Base,4.0,2560,32,gender,128,1.0,0.067507
Qwen3-4B-Base,4.0,2560,32,gender,256,1.0,0.075386
Qwen3-4B-Base,4.0,2560,32,gender,512,1.0,0.086331
Qwen3-4B-Base,4.0,2560,36,age_bin,2560,1.0,0.140789
Qwen3-4B-Base,4.0,2560,36,age_bin,32,1.0,-0.001943
Qwen3-4B-Base,4.0,2560,36,age_bin,64,1.0,0.02171
Qwen3-4B-Base,4.0,2560,36,age_bin,128,1.0,0.039459
Qwen3-4B-Base,4.0,2560,36,age_bin,256,1.0,0.050406
Qwen3-4B-Base,4.0,2560,36,age_bin,512,1.0,0.059283
Qwen3-4B-Base,4.0,2560,36,gender,2560,1.0,0.166559
Qwen3-4B-Base,4.0,2560,36,gender,32,1.0,0.048111
Qwen3-4B-Base,4.0,2560,36,gender,64,1.0,0.06578
Qwen3-4B-Base,4.0,2560,36,gender,128,1.0,0.075799
Qwen3-4B-Base,4.0,2560,36,gender,256,1.0,0.084902
Qwen3-4B-Base,4.0,2560,36,gender,512,1.0,0.093323
Qwen3-4B-Base,4.0,2560,4,age_bin,2560,1.0,0.037808
Qwen3-4B-Base,4.0,2560,4,age_bin,32,1.0,-0.037709
Qwen3-4B-Base,4.0,2560,4,age_bin,64,1.0,-0.028269
Qwen3-4B-Base,4.0,2560,4,age_bin,128,1.0,-0.019734
Qwen3-4B-Base,4.0,2560,4,age_bin,256,1.0,-0.013328
Qwen3-4B-Base,4.0,2560,4,age_bin,512,1.0,-0.005816
Qwen3-4B-Base,4.0,2560,4,gender,2560,1.0,0.079508
Qwen3-4B-Base,4.0,2560,4,gender,32,1.0,0.008839
Qwen3-4B-Base,4.0,2560,4,gender,64,1.0,0.015152
Qwen3-4B-Base,4.0,2560,4,gender,128,1.0,0.023032
Qwen3-4B-Base,4.0,2560,4,gender,256,1.0,0.031122
Qwen3-4B-Base,4.0,2560,4,gender,512,1.0,0.040893
Qwen3-4B-Base,4.0,2560,8,age_bin,2560,1.0,0.034036
Qwen3-4B-Base,4.0,2560,8,age_bin,32,1.0,-0.038902
Qwen3-4B-Base,4.0,2560,8,age_bin,64,1.0,-0.03119
Qwen3-4B-Base,4.0,2560,8,age_bin,128,1.0,-0.019888
Qwen3-4B-Base,4.0,2560,8,age_bin,256,1.0,-0.012415
Qwen3-4B-Base,4.0,2560,8,age_bin,512,1.0,-0.002139
Qwen3-4B-Base,4.0,2560,8,gender,2560,1.0,0.073027
Qwen3-4B-Base,4.0,2560,8,gender,32,1.0,0.010488
Qwen3-4B-Base,4.0,2560,8,gender,64,1.0,0.016826
Qwen3-4B-Base,4.0,2560,8,gender,128,1.0,0.025941
Qwen3-4B-Base,4.0,2560,8,gender,256,1.0,0.03295
Qwen3-4B-Base,4.0,2560,8,gender,512,1.0,0.042544
Qwen3-8B-Base,8.0,4096,0,age_bin,4096,1.0,-0.037322
Qwen3-8B-Base,8.0,4096,0,age_bin,32,1.0,-0.048544
Qwen3-8B-Base,8.0,4096,0,age_bin,64,1.0,-0.047202
Qwen3-8B-Base,8.0,4096,0,age_bin,128,1.0,-0.046112
Qwen3-8B-Base,8.0,4096,0,age_bin,256,1.0,-0.044523
Qwen3-8B-Base,8.0,4096,0,age_bin,512,1.0,-0.043131
Qwen3-8B-Base,8.0,4096,0,gender,4096,1.0,0.010254
Qwen3-8B-Base,8.0,4096,0,gender,32,1.0,0.001646
Qwen3-8B-Base,8.0,4096,0,gender,64,1.0,0.002423
Qwen3-8B-Base,8.0,4096,0,gender,128,1.0,0.003188
Qwen3-8B-Base,8.0,4096,0,gender,256,1.0,0.004487
Qwen3-8B-Base,8.0,4096,0,gender,512,1.0,0.00545
Qwen3-8B-Base,8.0,4096,12,age_bin,4096,1.0,0.131965
Qwen3-8B-Base,8.0,4096,12,age_bin,32,1.0,-0.029139
Qwen3-8B-Base,8.0,4096,12,age_bin,64,1.0,-0.012439
Qwen3-8B-Base,8.0,4096,12,age_bin,128,1.0,0.00246
Qwen3-8B-Base,8.0,4096,12,age_bin,256,1.0,0.023029
Qwen3-8B-Base,8.0,4096,12,age_bin,512,1.0,0.041173
Qwen3-8B-Base,8.0,4096,12,gender,4096,1.0,0.175767
Qwen3-8B-Base,8.0,4096,12,gender,32,1.0,0.025244
Qwen3-8B-Base,8.0,4096,12,gender,64,1.0,0.034191
Qwen3-8B-Base,8.0,4096,12,gender,128,1.0,0.047584
